登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,代理人,代理人住址,郵遞區號,第二個代理人,第二個代理人住址,郵遞區號,送達代收人姓名,送達代收人住址,郵遞區號,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因,網站連結
098法登他000001,1,2,陳錦鑾,428,0980105,0980105,0980105,8冊161頁,2,5,董事長,財團法人高雄市三清歷史文化院慈善事業基金會,0850420,高雄市鼓山區鼓山二路37巷101號,以舉辦或捐助慈善事業為目的,捐助,高雄市政府社會局、民國85年4月13日,永久,10000000.00,1,0980105,0980210,0980113,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/7HUq57tnfL1Q4W3_0b0lnZzOPZjtDcmTqs5Zy1M6MOOPK6VLAZq2Rgu_7Hw=
098法登他000002,1,2,陳錦鑾,394,0980106,0980106,0980106,8冊25頁,2,3,董事長,財團法人蚵子寮朝天宮天上聖母船仔媽,0840506,高雄縣梓官鄉信蚵村廣澤路55之1號,本宗教仁愛之精神、傳揚道教教義及辦理社會公益慈善事業。,捐助,高雄縣政府84年4月26日84府民禮字第78063號,永久,4170000.00,1,0980106,0980210,0980113,,,,,,,,,,,董事變更登記。,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/9hZTj_LUx8P0YDZZ8P3ElXLN-1ZmlpMk4P0P5z9JFo8Jl2UZX0--6fPuuzA=
098法登他000003,1,2,陳錦鑾,677,0980109,0980109,0980109,12冊157頁,2,3,洪俊德,財團法人高雄市六桂堂宗祠,0891128,高雄市新興區中正三路115號,本法人恭奉吾六桂洪、江、翁、方、龔、汪列祖列宗為主，弘揚孝道慎終追遠，以激發人心向善，舉辦公益慈善、社會福利，並謀財產管理健全，俾垂久遠存在，進而發展為宗旨。,捐助,高雄市政府民政局、民國89年11月21日高市民政三字第18920號函,永久,57174869.00,1,0980109,0980210,0980119,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/qkp65K7IZdi2Ilcd_67KOxo5Cr64iXwqiE_K6JC_R9D9vM2tpZx8C_I4plQ=
098法登他000004,1,2,陳錦鑾,859,0980109,0980109,0980109,14冊85頁,2,2,董事長,財團法人陳韜博士慈善基金會,0931228,高雄市新興區新田路85之1號13樓,本會以辦理社會福利慈善事業為目的。,陳韜捐助,高雄市政府社會局民國93年12月21日高市社局二字第0930038018號函,永久,10000000.00,1,0980109,0980210,0980117,,,,,,,,,,,捐助章程及董事變更登記,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/hAejkMH4RjxRlGIbbHxFHlf85ioq4VhaJ_iOASjZpZPPYKJaJEHzgydHq1k=
098法登他000005,1,2,陳錦鑾,255,0980109,0980109,0980109,5冊59頁,2,4,董事長,財團法人樓蘭社會福利慈善基金會,0801122,高雄市新興區錦田路20號5樓,舉辦或捐助社會福利慈善事業為宗旨。,捐助,高雄市政府社會局、民國80年11月15日80高市社局二字第19903號,永久,10000000.00,1,0980109,0980303,0980205,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/yWzCnkkHbRhvqrUQ6oMksLkFAn9cqMJtBBsQYQm_p9XPl_qrScPMW9sIwVc=
098法登他000006,2,2,陳錦鑾,618,0980109,0980109,0980109,11冊317頁,2,6,理事長,社團法人高雄市注意力缺陷過動症協會,0881116,高雄市新興區七賢一路528巷32號2樓,以結合高雄市注意力缺陷過動症患者及家庭，增進社會大眾對此症之認識與關懷，爭取其應有之教育、醫療、心理輔導、升學、就業、兵役及社會福利等資源，並給予應有之尊重與幫助。,會費與捐助。,高雄市政府社會局、民國88年2月5日88高市社局一字第4058號函。,永久,90000.00,1,0980109,0980210,0980117,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Fy07bdCUjBFnmJqHkFEJzkET72etiAXucAc7JmzTG6qVRw2-Rl0AWVY95IQ=
098法登他000007,1,2,陳錦鑾,51,0980109,0980115,0980115,2冊25頁,1,13,董事長,財團法人東方技術學院,0541122,高雄縣湖內鄉湖內村東方路110號,為遵照國家教育政策暨現行教育健全法令之規定，辦理技術學院，並謀其健全發展,由許國雄先生捐助,教育部、中華民國54年10月2日台54高字第15380號,永久,1772812476.00,1,0980115,0980210,0980122,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/uIhSWrT5wgNVAQTmX1KW40FHjHLaPAqdwpCEWXIjj6KrSIZhT6L3-hp71g==
098法登他000008,1,2,陳錦鑾,380,0980109,0980109,0980109,7冊173頁,2,8,董事長,財團法人心路社會福利基金會,0830929,台北市吉林路364號4樓,以推廣特殊教育及保障心智障礙者的權益為宗旨。,捐助,教育部76年11月20日台76社字第56318號,永久,80330961.00,1,0980109,0980210,0980121,李惠美,高雄市三民區博愛一路372號5樓,807,,,,,,,,董事及捐助章程變更登記,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/USNjaTl8IDdrAzG46N5Qo3PSC6NQ7O36duYZB9NxX1_70EBrDr3mGIZxebk=
098法登他000009,1,2,陳錦鑾,912,0980112,0980112,0980112,14冊297頁,1,2,沈鴻烈,財團法人張添永慈善基金會,0940916,高雄市小港區沿海三路26號,以辦理社會福利慈善事業為目的。,張添永等9人捐助,內政部、中華民國94年9月5日內授中社字第0940701557號函,永久,223325489.00,1,0980112,0980210,0980121,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/uL04CwUUqDTDNgtwHQGkwjbCJ5aZ8rxJvLiP3g-3FVQJyPEJssuaXrK10jA=
098法登他000010,1,2,陳錦鑾,97,0980112,0980120,0980120,3冊41頁,1,13,邱張金葉,財團法人臺灣省高雄縣私立旗美高級商工職業學校,0620323,高雄縣美濃鎮中興路二段275號,以創辦私立旗美高級商工職業學校並謀其發展。,捐助,台灣省教育廳、民國56年8月26日教三字第56349號函。,永久,85118018.00,1,0980120,0980303,0980209,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/c80P8XkETCKlmCLxTvsTofIIow2AZlA_opjBTgRjXszUq2svpEbam-r_rQ==
