登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,代理人,代理人住址,郵遞區號,第二個代理人,第二個代理人住址,郵遞區號,送達代收人姓名,送達代收人住址,郵遞區號,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因,網站連結
093法登他000001,1,2,林文鼎,180,0930102,0930102,0930102,7冊13頁,2,13,連勝彥,財團法人臺灣省臺北縣私立清傳高級商業職業學校,0550504,台北縣三重市五谷王北街一四一巷一號,以遵照國家教育政策暨現行法令之規定，辦理私立清傳高級商業職業學校，並謀其健全發展為目的。,由連清傳先生捐助,台灣省政府五十五年四月八日教三字第二七五六二號,永久,88298753.00,1,0930102,,,,,,,,,,,,,董事印鑑。,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/pA-mGwYo7_Xs1lbPzI1dbuQqydtsCOXLfF3FOqxhNw_CCeJw3OAjDJuA5IM=
093法登他000002,1,2,林文鼎,161,0930105,0930105,0930106,6冊35頁,2,14,翟德馨,財團法人台灣省台北縣私立恒毅高級中學,0500130,台北縣新莊市中正路一０八號,為遵照國家教育政策暨現行教育法令之規定，創辦私立恒毅高級中學，並謀其健全發展。,由天主教主徒會捐助,台灣省政府六十八年七月二十四日(68)教二字第四九０八三號函,永久,541163963.00,1,0930105,,,,,,,,,,,,,董事印鑑。,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/iiLacnnB6EmxYlA-Q8gZ4fu4nXcN36okllWFAiSx1zym02HpmWvsJ_tkxTc=
093法登他000003,2,2,林文鼎,568,0930108,0930108,0930109,20冊11頁,1,1,賴鴻儀,社團法人中華民國佛教華嚴學會,0841107,台北縣中和市中正路一一八０號四樓,秉持佛陀智慧慈悲濟世的精神闡揚正信佛教，並推動華藏工程提昇人類心靈層次為宗旨。,會員入會費、常年會費及其他收入。,內政部中華民國八十四年九月十八日台內社字第八四八八０九八號函,永久,180000.00,1,0930108,,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/D6o62fGfuLznsizAdyyhfH9JhtahOgIMNKclEsOai8pqzNu5B9Y8e7etRUM=
093法登他000004,1,2,林文鼎,569,0930109,0930109,0930112,20冊13頁,2,3,林照輝,財團法人台灣省台北縣基督教永和國語禮拜堂,0640529,台北縣永和市勵行街六十六巷二號,以管理運用永和國語禮拜堂所有一切財產，使信徒獲得靈性長進，及傳揚耶穌基督救世福音，並推動社會福利及公益事業為宗旨。,由信徒捐獻,臺北縣政府六十四年四月十四日北縣民一字第五十號許可證書,永久,755745.00,1,0930109,,,,,,,,,,,,,董事印鑑。,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/GuJkmBhmfOPI3O2aQPXd4rIhxIJ8dYP8OjUug2fk1p5BYS5-Sn_9s3ThXd4=
093法登他000005,1,2,林文鼎,388,0930109,0930109,0930112,14冊9頁,2,2,黃連慶,財團法人明德教育發展基金會,0881227,台北縣三峽鎮中正路二段三九九號,以獎助品學兼優或家境清寒學生及協助學校改善教育環境，發展校務為宗旨。,由羅俊賢等人捐助,台北縣政府八十八年十二月二十四日北府教三字第四八三四二九號函,永久,4000000.00,1,0930109,,,,,,,,,,,,,董事印鑑。,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/svB9wx0cQq2oM_AemE44kylRZmj8-YgfNr6QCPgQ8dLyXUD5x5KfNFv9lFM=
093法登他000006,1,2,林文鼎,230,0930112,0930112,0930113,8冊53頁,1,11,徐旭松,財團法人台灣省台北縣私立豫章高級工商職業學校,0621128,台北縣板橋市四川路一段三九一號,為遵照國家教育政策暨現行法令之規定，辦理台灣省台北縣私立豫章高級工商職業學校，並謀健全發展。,"由文  起、喻耀離、胡水源、鄭衍青、唐治華、幸鐵華、潭之瀾等七人捐助。",台灣省政府六十二年七月二十日教三字第五０九七五號許可書,永久,272576752.00,1,0930112,,,,,,,,,,,,,董事陳佳萬、洪冠予印鑑登記。,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/TigVcowZQyL4DnuaTwpbiMIOb0Gp07vry3wkA9wD-PnMveOROyc0ZYic3-g=
093法登他000007,1,2,林文鼎,86,0930112,0930112,0930113,4冊5頁,1,4,閻鳳麟,財團法人台灣省台北縣福慧寺,0580925,台北縣樹林市三興里三興路七十七號,闡揚佛教教義，破除迷信，發揮人類慈悲美德，消除社會淫暴風氣，配合國策，化導人民消除邪說，扶植正氣，以達復興中華文化之目的。,由信徒捐助,台北縣政府五十八年八月五日,永久,12778054.00,1,0930112,,,,,,,,,,,,,法人圖記。,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/W4GC7eDdXf9HtUMXhe3I6jOHFDutC8SzBj2YlwaafF_HsyA0zpTmA3ayUg==
093法登他000008,1,2,林文鼎,105,0930113,0930113,0930114,4冊43頁,1,12,王強華,財團法人台灣省台北縣私立樹人女子高級家事商業職業學校,0550326,台北縣樹林市大安路二一六號,為遵照國家教育政策及現行教育法令之規定，辦理私立樹人女子高級家事商業職業學校，並謀其健全發展。,由王志義等捐助,台灣省政府教育廳五十五年一月二十八日教三字第七０一三號,永久,436531461.00,1,0930113,,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/zi8Dj929qiPhJyw5XQC2_HGM4BoskUWliRN1v2uX-UCOtbLcLDLgvbzgZgQ=
093法登他000009,1,2,林文鼎,61,0930114,0930114,0930115,3冊15頁,2,4,張四維,財團法人台灣省台北縣中華基督教浸信會南景堂,0800603,台北縣中和市景新街二九八巷十三號,為遵照聖經使命，傳揚福音，服務社會，辦理教育、公益、慈善等事業。,由財團法人美南浸信會台北事務所捐助,台北縣政府八十年五月十六日北府民二字第一三九六六０號函,永久,33783813.00,1,0930114,,,,,,,,,,,,,董事印鑑。,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/2asab2Hs04jVeaRPcXL48_DxgAW9xQJyYRMdo0M0jzCPwB9In8VjGbu8jg==
093法登他000010,1,2,林文鼎,234,0930114,0930114,0930115,9冊1頁,1,9,丘棣華,財團法人台灣省台北縣私立竹林高級中學,0620615,台北縣中和市華新街一四三巷十二號,為遵照國家教育政策暨現行法令之規定，辦理竹林高級中學並謀其健全發展。,由董事會及中外熱心教育人士捐助,台灣省政府教育廳六十一年十二月二十八日教二字第九七六九二號函,永久,308776310.00,1,0930114,,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/ZIk837kXtHZ-YElgoxS6nvChvLj2z_cbK6EF0WGApHTbhfSTzh7QV6rzhzc=
