登記案號,序號,職稱,姓名
087法登他000002,1,董事長,張代新
087法登他000002,2,"董  事",林水源
087法登他000002,3,"董  事",盧士香
087法登他000002,4,"董  事",簡啟振
087法登他000002,5,"董  事",錢天成
087法登他000003,1,董事長,鄭進松
087法登他000003,2,副董事長,鄭陳珠
087法登他000003,3,常務董事,鄭長慶
087法登他000003,4,"董  事",鄭　松
087法登他000003,5,"董  事",鄭布德
087法登他000003,6,"董  事",鄭福楠
087法登他000003,7,"董  事",鄭永春
087法登他000003,8,"董  事",鄭森安
087法登他000003,9,"董  事",鄭明順
087法登他000003,10,"董  事",鄭家吉
087法登他000003,11,"董  事",鄭悊祺
087法登他000003,12,"董  事",鄭健次
087法登他000003,13,"董  事",鄭國雄
087法登他000003,14,"董  事",鄭水金
087法登他000003,15,"董  事",鄭明賢
087法登他000004,1,董事長,張豐富
087法登他000004,2,"董  事",呂阿厘
087法登他000004,3,"董  事",陳錦煌
087法登他000004,4,"董  事",黃麗津
087法登他000004,5,"董  事",柯博仁
087法登他000004,6,"董  事",陳啟書
087法登他000004,7,"董  事",李勝華
087法登他000004,8,"董  事",洪鴻年
087法登他000004,9,"董  事",李俊六
087法登他000004,10,"董  事",蔡宜峰
087法登他000004,11,"董  事",楊秋忠
087法登他000004,12,"董  事",鄭健雄
087法登他000004,13,"董  事",劉德煜
087法登他000005,1,董事長,洪祖持
087法登他000005,2,常務董事,蔡阿田
087法登他000005,3,常務董事,徐　芋
087法登他000005,4,"董  事",謝有火
087法登他000005,5,"董  事",江清溪
087法登他000005,6,"董  事",陳清圳
087法登他000005,7,"董  事",吳濯合
087法登他000005,8,"董  事",蔡敏雄
087法登他000005,9,"董  事",蔡東龍
087法登他000006,1,董事長,蕭秀惠
087法登他000006,2,常務董事,林月魄
087法登他000006,3,常務董事,徐新發
087法登他000006,4,"董  事",王世賢
087法登他000006,5,"董  事",徐進南
087法登他000006,6,"董  事",巫梅香
087法登他000006,7,"董  事",吳麗環
087法登他000007,1,董事長,瑪喜樂
087法登他000007,2,"董  事",周神彬
087法登他000007,3,"董  事",楊太平
087法登他000007,4,"董  事",黃明輝
087法登他000007,5,"董  事",蔡陽昆
087法登他000007,6,"董  事",陳忠盛
087法登他000007,7,"董  事",王尚進
087法登他000007,8,"董  事",任麗華
087法登他000007,9,"董  事",韓全志
087法登他000008,1,董事長,謝映雪
087法登他000008,2,"董  事",吳振鐸
087法登他000008,3,"董  事",墨啟明
087法登他000008,4,"董  事",曹立珊
087法登他000008,5,"董  事",蔡文興
087法登他000008,6,"董  事",蘇信忍
087法登他000008,7,"董  事",陳滿枝
087法登他000008,8,"董  事",高端敏
087法登他000008,9,"董  事",張　靜
087法登他000009,1,董事長,張清波
087法登他000009,2,常務董事,楊銀明
087法登他000009,3,常務董事,"陳  潭"
087法登他000009,4,常務董事,陳光琛
087法登他000009,5,常務董事,鄭慶珍
087法登他000009,6,常務董事,張烘炉
087法登他000009,7,常務董事,賴火章
087法登他000009,8,常務董事,張豐富
087法登他000009,9,常務董事,陳志佳
087法登他000009,10,"董  事",許培勳
087法登他000009,11,"董  事",邱啟雄
087法登他000009,12,"董  事",柯金築
087法登他000009,13,"董  事",顧熾松
087法登他000009,14,"董  事",許如柑
087法登他000009,15,"董  事",黃添丁
087法登他000009,16,董　事,楊生碧
087法登他000009,17,董　事,陳連成
087法登他000009,18,"董  事",詹正恩
087法登他000009,19,董　事,許寶燭
087法登他000009,20,,　　　
087法登他000010,1,董事長,許水森
087法登他000010,2,"董  事",許弘卿
087法登他000010,3,"董  事",鄭登源
087法登他000010,4,"董  事",張啟作
087法登他000010,5,"董  事",陳榮欽
087法登他000010,6,"董  事",鄭天授
087法登他000010,7,"董  事",張献童
087法登他000010,8,"董  事",吳秀貞
087法登他000010,9,"董  事",許弘明
087法登他000011,1,董事長,賴樹旺
087法登他000011,2,董事,葉山母
087法登他000011,3,董事,洪江林
087法登他000011,4,董事,蔡長啟
087法登他000011,5,董事,張霈華
087法登他000011,6,董事,鄭宏南
087法登他000011,7,董事,林培輝
087法登他000011,8,董事,楊泮水
087法登他000011,9,董事,黃明和
087法登他000011,10,董事,游淮銀
087法登他000011,11,董事,賴志騰
087法登他000011,12,董事,陳振雄
087法登他000011,13,董事,蘇惠澤
087法登他000011,14,董事,謝式穀
087法登他000011,15,董事,鄭健志
087法登他000013,1,董事長,李咏足
087法登他000013,2,"董  事",蘇　秀
087法登他000013,3,"董  事",李咏華
087法登他000013,4,"董  事",蘇炳烺
087法登他000013,5,"董  事",祝承暄
087法登他000013,6,"董  事",張添卿
087法登他000013,7,"董  事",陳文博
087法登他000013,8,"董  事",陳張水香
087法登他000013,9,"董  事",黃素梅
087法登他000013,10,"董  事",張克裘
087法登他000013,11,"董  事",蘇水河
087法登他000013,12,"董  事",陳尊德
087法登他000013,13,"董  事",何真懿
087法登他000013,14,"董  事",黃天鶴
087法登他000013,15,"董  事",黃常超
