登記案號,序號,職稱,姓名
087法登他000001,1,董事長,陳國樑
087法登他000001,2,"董  事",陳秋沐
087法登他000001,3,"董  事","封  勃"
087法登他000001,4,"董  事",黃秀森
087法登他000001,5,"董  事",蔡維雄
087法登他000001,6,"董  事",林定吉
087法登他000001,7,"董  事",邱文煥
087法登他000001,8,"董  事",朱秋龍
087法登他000001,9,"董  事",洪玉明
087法登他000001,10,"董  事",謝慶玲
087法登他000001,11,"董  事",陳信宏
087法登他000001,12,"董  事",黃俊敏
087法登他000001,13,"董  事",王銘國
087法登他000001,14,"董  事",張輝雄
087法登他000001,15,"董  事",黃海濱
087法登他000002,1,董事長,黃兒玉
087法登他000002,2,"董  事",張雪梅
087法登他000002,3,"董  事",鍾和珠
087法登他000002,4,"董  事",黎嬌妹
087法登他000002,5,"董  事",呂玉蘭
087法登他000002,6,"監  事",黃千鶴
087法登他000003,1,董事長,龍和順
087法登他000003,2,"董  事",林梅英
087法登他000003,3,"董  事",黃端儀
087法登他000003,4,"董  事",徐毓暄
087法登他000003,5,"董  事",林蓉津
087法登他000003,6,"董  事",盧順滄
087法登他000003,7,"董  事",朱陳政吉
087法登他000003,8,"董  事",張阿屘
087法登他000003,9,"董  事",范麗珠
087法登他000004,1,理事長,林明聰
087法登他000004,2,常務理事,胡春森
087法登他000004,3,常務理事,黃維恭
087法登他000004,4,"理  事",呂萬春
087法登他000004,5,"理  事",李生榮
087法登他000004,6,"理  事",傅學基
087法登他000004,7,"理  事",黃阿好
087法登他000004,8,"理  事",彭立光
087法登他000004,9,"理  事",張捷文
087法登他000004,10,常務監事,陳劉玉瑩
087法登他000004,11,監　事　,范全香
087法登他000004,12,"監  事",楊清松
087法登他000005,1,董事長,戴琦霞
087法登他000005,2,"董  事",劉成基
087法登他000005,3,"董  事",黃漢發
087法登他000005,4,"董  事",連金龍
087法登他000005,5,"董  事",水野聖紹
087法登他000005,6,"董  事",陳水勝
087法登他000005,7,"董  事",李宗鴻
087法登他000005,8,"董  事",陳英華
087法登他000005,9,"董  事",胡永泉
087法登社000004,1,理事長,邱增雄
087法登社000004,2,"理  事",黎維增
087法登社000004,3,"理  事",李生淼
087法登社000004,4,"理  事",高彩霞
087法登社000004,5,"理  事",朱進財
087法登社000004,6,"理  事",林財盛
087法登社000004,7,"理  事",朱昌鑫
087法登社000004,8,"理  事",日玉珍
087法登社000004,9,"理  事","洪  蕉"
087法登社000005,1,理事長,王培珠
087法登社000005,2,常務理事,林水霞
087法登社000005,3,常務理事,黃錦榜
087法登社000005,4,常務理事,陳英聲
087法登社000005,5,常務理事,劉祿漢
087法登社000005,6,"理  事",陳富焜
087法登社000005,7,"理  事",陳建城
087法登社000005,8,"理  事",劉春保
087法登社000005,9,"理  事",吳　寬
087法登社000005,10,"理  事",江建文
087法登社000005,11,"理  事",盧光烈
087法登社000005,12,"理  事",周凱志
087法登社000005,13,"理  事",張智宏
087法登社000005,14,"理  事",唐維鈞
087法登社000005,15,"理  事",彭美雲
087法登社000006,1,"理 事 長",吳泰丞
087法登社000006,2,常務理事,張寅彬
087法登社000006,3,常務理事,陳明德
087法登社000006,4,"理  事",黃坤銘
087法登社000006,5,"理  事",方平成
087法登社000006,6,"理  事",黃德慶
087法登社000006,7,"理  事",黃德標
087法登社000006,8,"理  事",廖達煒
087法登社000006,9,"理  事",鍾醒華
087法登社000007,1,"理 事 長",張秋英
087法登社000007,2,常務理事,謝錫輝
087法登社000007,3,常務理事,禹耀東
087法登社000007,4,常務理事,蔡世傑
087法登社000007,5,常務理事,白陳愛珠
087法登社000007,6,"理    事",陳阿部
087法登社000007,7,"理    事",許瓊芳
087法登社000007,8,"理    事",許碧雲
087法登社000007,9,"理    事",林春燕
087法登社000007,10,"理    事",徐煥男
087法登社000007,11,"理    事",楊月坤
087法登社000007,12,"理    事",邱寶珠
087法登社000007,13,"理    事",李森林
087法登社000007,14,"理    事",張水妹
087法登社000007,15,"理    事",張菊妹
087法登社000007,16,常務監事,黃美雲
087法登社000007,17,"監    事",溫長妹
087法登社000007,18,"監    事",余錦輝
087法登社000007,19,"監    事",邱國龍
087法登社000007,20,"監    事",蔡瑞榮
087法登財000007,1,董事長,羅文峯
087法登財000007,2,常務董事,羅鍾澄枝
087法登財000007,3,常務董事,溫吳興　
087法登財000007,4,"董  事",陳鍾彩雲　
087法登財000007,5,"董  事",黃昌文
087法登財000007,6,董　事,劉治華
087法登財000007,7,"董  事",楊昌治
