登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,代理人,代理人住址,郵遞區號,第二個代理人,第二個代理人住址,郵遞區號,送達代收人姓名,送達代收人住址,郵遞區號,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因,網站連結
087法登他000001,1,2,洪有川,28,0870102,0870105,0870106,1冊12頁,2,3,陳振聯,財團法人台灣省屏東縣祭祀公業陳天宗裔會,0600115,屏東縣潮州鎮四春里大仁路六十四號,管理祭祀公業陳天所有財產收益闡揚慎終追遠美德、舉辦公益慈善事業。,經派下員大會通過以祖先陳天之遺產由管理人捐出,台灣省屏東縣政府，中華民國五十九年十二月卅一日,永久,1223457.00,1,0870114,0931014,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/5pCfI66wvV6yBE2s7k4LFN9a5SpkyRMLZ2I-n5S3PXgYu44rHIm10aTSjQ==
087法登他000002,1,2,洪有川,47,0870102,0870114,0870117,2冊4頁,,5,李福狀,財團法人台灣省屏東縣潮州教會聚會所,0680822,屏東縣潮州鎮三和里潮昇路二０六巷十二號,以傳揚基督福音引人歸主，並以辦理慈善事業公益。,本教會信徒自由捐助。,屏東縣政府中華民國六十八年六月六日,永久,722550.00,1,0870114,0931014,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/-JpjRwdf--qo7W_ARWbfEdfhOc7EYW_q9CbIxuVYIuBmC11iLnQy13K2XA==
087法登他000003,1,2,洪有川,18,0870102,0870106,0870107,1冊2頁,2,9,林東隆,財團法人台灣省屏東縣私立南榮國民中學,0560929,屏東縣崁頂鄉園寮村田寮路一之十五號,協助政府發展教育,由創辦人陳耀火及董事捐贈,台灣省政府教育廳，五十六年六月十二日，教二字第四二八二四號,永久,1799500.00,1,0870105,0931014,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/d9wlu-vvyy8_A3a-B9BW-YTrjqtryMOHqY85lKOLhp9bs4o9cfK_sZop5Q==
087法登他000004,1,2,洪有川,13,0870106,0870113,0870115,2冊15頁,2,9,郭蔡靜香,財團法人台灣省屏東縣私立慈惠高級護理助產職業學校,0540809,屏東市中正路三０二號,創立私立慈惠護理助產職業學校，協助政府發展護理教育。,由本校董事會捐贈。,台灣省屏東縣政府，中華民國五十三年九月卅日，屏府教中字第五七五三二號。,永久,101503809.00,1,0870113,0931014,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/WdNpDsmOldmm6bxmD-zFlagIevA_I026ZZhpZ1RqX5ZPlfkhZSWrkO9CFw==
087法登他000005,1,2,洪有川,72,0870107,0870114,0870116,3冊1頁,,2,方秋靜,財團法人天主教玫瑰道明傳教修女會,0800521,屏東市信義路一五九號,以傳佈天主教教義，辦理慈善、救濟及教育、醫療事業為目的,由財團法人天主教會台南教區及聖徒會捐贈,八十年五月二日台灣省政府民政廳,永久,32845157.00,1,0870113,0931014,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Gkkf-f8m3WK_yomqeedW0tNJDKgma3z2UsGQvxReWN1sWrA8v4zm4vCfww==
087法登他000006,1,2,洪有川,101,0870114,0870115,0870117,3冊30頁,,2,何福田,財團法人國立屏東師範學院教育基金會,0840426,屏東市林森路一號,運用社會資源，推動教育研究，發展教育建設，提昇本學院教育品質。,募款。,教育部八十四年三月二十五日台(84)社013766號函。,永久,13000000.00,1,0870115,0931014,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/pgakVD-i5kvb9_mcAdWPqIsfXjyfe8YCSpb3wqK9mz38u_XCOJ-BATZMDdw=
087法登他000007,1,2,洪有川,16,0870116,0870119,0870120,1冊17頁,2,10,黃道宜,財團法人私立大仁藥學專科學校,0550228,屏東縣塩埔鄉新二村維新路廿號,"為供應大仁藥學專科學校所需之一切設備及經費，協助政府發展高等        教育培育藥學、食品衛生、公害防治、工業安全衛生、護理、醫管等專業人  才。",由本校董事會捐贈(董事會基金仁伍佰萬元係創辦人蔡李鴦所捐贈)。,五十四年十月十六日教育部，五四高字第一六一五八號,永久,906590893.00,1,0870119,0931014,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/X22qbDrdALf8Q7nMjwAGhR8F14usYMZzYSa0ZTGbjw6M3PmcbR7b_tqJLQ==
087法登他000008,1,2,洪有川,2,0870119,0870120,0870121,1冊2頁,2,10,林耀輝,財團法人台灣省屏東縣潮州三山國王廟,0480623,屏東縣潮州鎮西市路三十三號,"確保三山國王廟財產收益及祭祀並興辦公益慈善事業推行文化建設為        目的",由信徒自由捐助,四十八年三月二十六日台灣省屏東縣政府,永久,11528300.00,1,0870120,0931014,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/d47uR71gs_vwwkCG8JdNLpYfB9I9DiAXLZyq-YcRUVTZ-yBKGxE0JBBe
087法登他000009,1,2,洪有川,124,0870121,0870123,0870126,4冊19頁,,1,龍應美君,財團法人迦樂醫院,0851008,屏東縣新埤鄉箕湖村進化路十二之二００號,本院不以營利為目地，從事各項心理衞生與精神疾病之門診，住院醫療及復健等業務，並以發展現代化醫療事業，提昇學術地位，服務患者造福鄉里，促進社會之和諧與安寧為宗旨。,由徐畢卿等四十三名捐助人，捐助新台幣貳仟捌佰零貳萬元正。,行政府衞生署民國八十五年七月二十三日衞署醫字第八五０三四九四八號,永久,28020000.00,1,0870123,0931014,,王瑤環,高雄市苓雅區正義里中正一路四巷七弄二之一號,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/zz2fud4y_A_e0rZUI33QUhm-smUcons5Z-7z0L8JEVkBqUG8z7BkNjQsnIk=
087法登他000010,1,2,洪有川,63,0870223,0870224,0870225,2冊21頁,3,4,"劉 侃",財團法人屏東基督教勝利之家,0771011,屏東縣屏東市大連路十九號、台北市士林區文林路七六五號五樓之九,1輕降繴C穌救人愛心、辦理殘障者之收養、教育、復健、職業訓練、就業輔導、福利及庇護工場經營及其他有關殘障福利與社會福利工作等社會公益事業為目的。,由挪威協力教會補助、國內社社會捐助。,台灣省屏東縣政府，七十七年八月廿九日屏府社福字第九五二六０號,永久,22319142.00,1,0870223,0931014,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/pYU0rMvy-hDLGZxutP5v0nUnQYS9nppeb-BaJwei_4g_6NXF5t_6GO428g==
