登記案號,序號,職稱,姓名
094法登他000001,1,董事長,洪淑美
094法登他000001,2,"董  事",凌清坤
094法登他000001,3,"董  事",林宏明
094法登他000001,4,"董  事","李  婷"
094法登他000001,5,"董  事",劉承章
094法登他000001,6,"董  事",邱美玲
094法登他000001,7,"董  事",劉秀菊
094法登他000001,8,"董  事",古易彬
094法登他000001,9,"董  事",黃延山
094法登他000002,1,"董 事 長",彭明聰
094法登他000002,2,常務董事,林柏榕
094法登他000002,3,常務董事,趙犁民
094法登他000002,4,常務董事,陳靜夫
094法登他000002,5,常務董事,王本原
094法登他000002,6,"董    事",吳金樹
094法登他000002,7,"董    事",謝秀芬
094法登他000002,8,"董    事",林永發
094法登他000002,9,"董    事",官有垣
094法登他000002,10,"董    事",林文炫
094法登他000002,11,"董    事",梁宣聖
094法登他000002,12,"董    事",魏照金
094法登他000002,13,"董    事",鄭麗珍
094法登他000002,14,"董    事",黃木添
094法登他000002,15,"董    事",任麗華
094法登社000001,1,理事長,歐中慨
094法登社000001,2,常務理事,楊紹民
094法登社000001,3,常務理事,洪在情
094法登社000001,4,理　事,方淑菁
094法登社000001,5,理　事,黃玉珍
094法登社000001,6,理　事,邵碧霞
094法登社000001,7,理　事,吳春草
094法登社000001,8,理　事,劉嘉珍
094法登社000001,9,理　事,吳來信
094法登社000001,10,常務監事,楊瑞發
094法登社000001,11,監　事,林秀蓉
094法登社000001,12,監　事,林慧蓉
094法登社000002,1,理事長,趙安全
094法登社000002,2,常務理事,趙賢男
094法登社000002,3,常務理事,趙正直
094法登社000002,4,理　事,趙文書
094法登社000002,5,理　事,趙永崇
094法登社000002,6,理　事,趙錫三
094法登社000002,7,理　事,趙榮輝
094法登社000002,8,理　事,趙黃秀
094法登社000002,9,理　事,趙金保
094法登社000002,10,常務監事,趙嘉協
094法登社000002,11,監　事,趙宏祿
094法登社000002,12,監　事,趙魁和
