登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,代理人,代理人住址,郵遞區號,第二個代理人,第二個代理人住址,郵遞區號,送達代收人姓名,送達代收人住址,郵遞區號,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因,網站連結
094法登他000001,1,2,林文鼎,216,0940105,0940105,0940106,8冊25頁,2,11,周音喜,財團法人台灣省私立鮑朝橒慈善事業基金會,0630323,台北縣新莊市化成路四六三號,以舉辦慈善事業、社會公益、福利及獎助教育學術等事業為目的。,由鮑朝橒及其家屬捐助,台灣省政府社會處六十三年二月十六日社五字第五九四三號,永久,393650290.22,1,0940105,0940301,,,,,,,,,,,,董事印鑑。,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/NKOSBBtTswYk0_YWcnN1JU9CJGSMt7k2lJAgvYwRdBSMn0cyATWygmGwXZY=
094法登他000002,2,2,林文鼎,582,0940106,0940106,0940107,20冊39頁,1,1,陳明德,社團法人臺北縣身心障礙者家庭關懷協會,0930427,台北縣板橋市大明街二十五巷二弄十之二號,以協助持有身心障礙手冊之身心障礙者家庭促進身心障礙者權利，研究、交流、考察先進國家相關福利規定，使身心障礙者順利參與社會生活之機會，結合各方資源，配合社會各界惠殘人士，發揮博愛精神，協助身心障礙者家庭各項扶助及福利措施，以促進台北縣身心障礙者家庭，讓身心障礙者家庭化消極退縮為積極進取，貫徹身心障礙者保護法精神為宗旨。,入會費、常年會費、事業費、委託收益、基金其孳息、其他收入。,臺北縣政府九十三年四月二十三日北府社團字第０九三０三二七三四五號函,永久,2000.00,1,0940106,0940301,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/6eeNt3ZSDaMNnIdmahLNBgiK8nlfWyMoEDD3_IH2mPcTvCpCXnF8P_4MRuw=
094法登他000003,2,2,林文鼎,330,0940106,0940106,0940107,12冊13頁,2,10,陳明德,社團法人臺北縣肢體傷殘自強協會,0871027,臺北縣永和市林森路六十七號五樓,以團結臺北縣優秀肢體傷殘同胞，配合社會各界惠殘人士，發揮博愛精神，以促進本縣肢體傷殘同胞自立自強、自助助人，化消極退縮為積極進取，以貫徹身心障礙保護法精神為宗旨。,會員入會費、常年會費及其他收入。,臺北縣政府八十七年七月八日八七北府社一字第二０六四五九號函,永久,148876.00,1,0940106,0940301,,,,,,,,,,,,理監事印鑑。,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/v6xCHn2T30rj5qj4X1L91t8xzBWG_uZ-1X1txXgkKU82CTMNjlcI2JEUFH4=
094法登他000004,1,2,林文鼎,444,0940106,0940106,0940107,16冊1頁,2,3,丁豫中,財團法人台北縣立樹林高級中學校務發展文教基金會,0900130,台北縣樹林市中華路八號,以發展校務文教為宗旨。,由學生家長及熱心人士捐助,臺北縣政府九十年一月八日北府教社字第０一一八八六號函,永久,4000000.00,1,0940106,0940301,,,,,,,,,,,,董事印鑑。,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/610zr_VJB6AlqtAYqKuezNpfc30rbpjsm1E3m7EgodGYjvHsMp2OFVsENjM=
094法登他000005,1,2,林文鼎,280,0940107,0940107,0940110,10冊33頁,1,11,林瀚東,財團法人林柏壽文教基金會,0611110,台北縣板橋市府中路一六九號九樓,以辦理與教育文化有關之公益性業務為主要目的，並得設置獎助學金。,由林柏壽捐助,台北縣政府六十一年十月三十日北府教二字第一三九七三四號,永久,21944662.00,1,0940107,0940301,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Tc33br4K7fg5bGYuZa32FXpppUOZzxnyo8tL81z6NQ1GeaPWtMPGNwT2gMs=
094法登他000006,1,2,林文鼎,504,0940112,0940112,0940113,18冊3頁,2,4,孫芳正,財團法人菊輝資訊科技文教基金會,0841213,台北縣中和市中正路七一六號十六樓,以研究發展及推廣現代化資訊科技及其應用為宗旨。,由孫炳輝先生等九人共同捐助,教育部八十四年十一月二十七日台八四社字第０五八六一一號函,永久,18800000.00,1,0940112,0940301,,,,,,,,,,,,董事印鑑。,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/CidxCHNF57PujeCV2AyPG49e_BoAdedCrlf0eFnB0mScMOnPWorYxwSLiYM=
094法登他000007,1,2,林文鼎,180,0940112,0940112,0940113,7冊13頁,1,13,連勝彥,財團法人臺灣省臺北縣私立清傳高級商業職業學校,0550504,台北縣三重市五谷王北街一四一巷一號,以遵照國家教育政策暨現行法令之規定，辦理私立清傳高級商業職業學校，並謀其健全發展為目的。,由連清傳先生捐助,台灣省政府五十五年四月八日教三字第二七五六二號,永久,86893549.00,1,0940112,0940301,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/8wDNS5U1c6r4Zdm5gPUo9ZkJjt-34PlDGufiyYKA_xXMfoMXwYorCEPNs84=
094法登他000008,1,2,林文鼎,117,0940113,0940113,0940114,5冊7頁,2,7,楊勝坤,財團法人柑園文教基金會,0820708,台北縣樹林市柑園街二段一一二號,以提昇教育品質為宗旨，充分運用社會資源，改善學校環境，充實教學設備，推動教育研究，獎助學校師生。,由楊勝坤等人捐助,台北縣政府八十二年六月三十日北府教三字第二三０七九六號函,永久,10000021.00,1,0940113,0940301,,,,,,,,,,,,董事印鑑。,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/fMr08PvsnrdPdNMgjql9FQx_fotVAuPXiI8RgqxgsDhUUsi5Ke5SqO8cfWo=
094法登他000009,1,2,林文鼎,230,0940113,0940113,0940114,8冊53頁,1,11,徐旭松,財團法人台灣省台北縣私立豫章高級工商職業學校,0621128,台北縣板橋市四川路一段三九一號,為遵照國家教育政策暨現行法令之規定，辦理台灣省台北縣私立豫章高級工商職業學校，並謀健全發展。,"由文  起、喻耀離、胡水源、鄭衍青、唐治華、幸鐵華、潭之瀾等七人捐助。",台灣省政府六十二年七月二十日教三字第五０九七五號許可書,永久,273711590.00,1,0940113,0940301,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/2WyfvxbUKXzSlt1XafLdIhRzwvQW04X1Y-6NqnrSLzNeG1VUntaRl8a8EmI=
094法登他000010,1,2,林文鼎,196,0940113,0940113,0940114,7冊45頁,1,12,顧大寧,財團法人醒吾技術學院,0540920,台北縣林口鄉力行路二號,為供應醒吾技術學院所需之一切設備及經費,由顧懷祖捐助,教育部五十四年十月二十一日台54高字第一六三七五號,永久,1248726340.00,1,0940113,0940301,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/8fdCfKxPtk42fypQr94g1nUteBpog0FhhzgTPbK7O1xImzq73pJZCHoCuIA=
094法登他000011,2,2,林文鼎,570,0940117,0940117,0940118,20冊15頁,2,2,曾肇基,社團法人臺北縣土城市身障自立協會,0930113,台北縣土城市延和路一七七巷五弄二號,以協助政府推展身心障礙福利措施，結合社會資源共創身心障礙福利服務事業，激勵身心障礙人士自立自強之精神，俾共同建立無障礙之社會環境為宗旨。,會員入會費、常年會費、事業費、捐款、委託收益、基金及其孳息、其他收入。,臺北縣政府九十三年一月八日北府社團字第０九三００一二五八六號函,永久,80048.00,1,0940117,0940301,,,,,,,,,,,,理監事印鑑。,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/r97gXOLTJVbXuCwbdVWqw4sGouP7eah3o41vOfLkE7pp9Ms5hsr3Jk2a9nk=
