登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,代理人,代理人住址,郵遞區號,第二個代理人,第二個代理人住址,郵遞區號,送達代收人姓名,送達代收人住址,郵遞區號,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因,網站連結
094法登他000001,1,2,吳永崑,57,0940104,0940114,0940114,3冊1頁,1,14,"胡  棠",財團法人高雄市私立立志高級中學,0560123,高雄市三民區立志街42號,為遵照國家教育政策暨現行教育法令之規定，依中華民國教育宗旨及高級中學教育目標，高級工商職業學校教育目標，國民中學教育目標辦理併具普通與職業教育之中等教育暨附設進修補習學校並謀健全發展。,捐助,台灣省教育廳、中華民國五十二年七月十五日,永久,692358351.00,1,0940114,0940310,0940128,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/PNg98lvPVcEdm7geVJIM_7Q9dYmbEZkucxcE0NVf2EatAHCTx0F6yYWBwg==
094法登他000002,1,2,吳永崑,163,0940104,0940107,0940107,4冊57頁,1,5,洪允中,財團法人洪四川文教公益基金會,0751115,高雄縣鳳山市五福二路三十六號二樓,培養優秀人才、獎勵文教公益，推展社會福利公益事業為宗旨。,捐助,高雄市政府教育局（中華民國九十三年十二月二十一日改隸高雄縣政府）,永久,22456531.00,1,0940107,0940310,0940118,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/ug4Mo4ui5YIrd0z7iPxrKaO7MRb5fs2qH0hBHtT2gnJlTK4EKtqNQJZgdLY=
094法登他000003,1,2,吳永崑,405,0940105,0940105,0940105,8冊69頁,2,4,蕭淑珍,財團法人喜憨兒社會福利基金會,0840710,高雄市苓雅區四維二路五０號。,以辦理社會福利為目的。,捐助,高雄市政府教育局、民國八十四年六月二十九日高市教四字第一九一六九號（九十年五月廿八日內政部,永久,57240556.00,1,0940106,0940310,0940113,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/8ZlTUBtN35JdceEsCNr-v6eXHWn45xiBfq2cd-hKBSB_PhFbUgzJImx1vUI=
094法登他000004,1,2,吳永崑,45,0940106,0940111,0940111,2冊19頁,1,8,董事長,財團法人台灣省高雄縣私立普門高級中學,0531020,高雄縣大樹鄉興田路一五三號,以創辦普門中學並謀其發展為目的,捐助,台灣省政府教育廳、民國五十二年八月三十日,永久,141435457.00,1,0940111,0940310,0940125,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/CLJZ7yk2dVHJ7rRAwNRjP6wmZZg420AnbcfrhwP2QwykAuzsD5nmndiicQ==
094法登他000005,1,2,吳永崑,520,0940107,0940112,0940112,10冊123頁,2,3,黃碧玉,財團法人慈恩防癌文教基金會,0870511,高雄市前金區中華三路七十七之一號九樓之一,以防癌教育為宗旨,捐助,高雄市政府教育局、中華民國八十七年五月六日,永久,5000000.00,1,0940112,0940310,0940118,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/3DLKmZSxeBGJjKdQMyGWnqhL3WLuYoTxfaUjq0Kzpbi6Hsg13q3fY_du-w8=
094法登他000006,1,2,吳永崑,377,0940107,0940107,0940107,7冊161頁,1,2,簡錦松,財團法人古典詩學文教基金會,0830905,高雄市前金區中華四路二八二號二樓,推廣古典詩學、提昇台灣文化。,捐助,教育部中華民國八十三年八月四日台八三社字０四三０一０號,永久,10000000.00,1,0940107,0940310,0940110,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Q4-uZoXmlfWxMI792NJlMauoRdAPN2VXZY5whiRpM5Pri_IneOJEfnsc-Es=
094法登他000007,1,2,吳永崑,9,0940107,0940113,0940113,1冊10頁,2,6,杜鴻模,財團法人高雄基督徒七賢路禮拜堂,0460531,高雄市新興區七賢一路四六七號,廣傳耶穌基督救世福音及辦理社會慈善福利事業並謀其健全發展。,捐助,高雄市政府民政局、民國四十六年一月十五日,永久,39456919.00,1,0940113,0940310,0940120,陳尚志,高雄市新興區同愛街七巷四號,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/FCsENpDkYXIR5yEkjycvbU6kR0HEGSXAN_y3rXlM9zHRDwteY3nMY_KK
094法登他000008,1,2,吳永崑,154,0940107,0940107,0940107,4冊48頁,1,5,許順良,財團法人高雄縣私立載道社會福利慈善事業基金會,0740712,高雄縣鳳山市凱旋路二八０之二號三樓,舉辦社會福利慈善事業,捐助,高雄縣政府、民國七十四年七月九日,永久,5880000.00,1,0940107,0940310,0940121,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/D9ijcfCPSrj1jzNc3wl0ljk7HSnKrt3DK8Ze26k-_zf2-2LFlqYuubmtvV8=
094法登他000009,1,2,吳永崑,74,0940110,0940114,0940114,3冊18頁,1,11,林曾金藍,財團法人台灣省高雄縣私立立德高級商工職業學校,0591029,高雄縣岡山鎮岡山北路六號,為遵照國家教育政策暨現行教育法令之規定，辦理高級商工職業學校，並謀其健全發展。,捐助,台灣省政府教育廳、民國五十六年一月十九日教三字第八七九二０號函。,永久,203391689.00,1,0940114,0940310,0940125,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/7qzVMxpYhKnwHuMJbZ5ZF8StntiiNAwoF0vwHQ9d8cOXEZajwv0lY_yBkA==
094法登他000010,1,2,吳永崑,291,0940110,0940111,0940111,6冊21頁,2,5,邱李真守,財團法人百立文教基金會,0820209,高雄市苓雅區民權一路五十三號十二樓,推展社會教育，促進文化建設。,由邱祐勳先生捐助,高雄市政府教育局中華民國八十二年元月十八日,永久,31535570.00,1,0940111,0940310,0940117,,高雄市鼓山區鼓山三路二二九巷十號,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/rAlmeKSHZw4VED2Lk9Ngn6-t2RiyXtxNMz4DtkOE1FXovaXg3eueHVC52Zo=
