登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,代理人,代理人住址,郵遞區號,第二個代理人,第二個代理人住址,郵遞區號,送達代收人姓名,送達代收人住址,郵遞區號,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因,網站連結
092法登他000001,1,2,林光輝,32,0920102,0920102,0920102,1冊125頁,,0,許明祿,財團法人台灣省桃園縣大園仁壽宮,0610802,桃園縣大園鄉大觀路十八號,宣揚佛道教，敦睦信徒，興辦社會救濟慈善公益事業。,捐助,桃園縣政府六十一年七月二十四日桃府民行字第五五九六號,永久,55912000.00,1,0920102,0920113,0920113,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/CCj0xmATMF3fSuprcs4Bx6oLv6ud-3kIGf18oGqHDLdo7jJEFbmMl1TICg==
092法登他000002,2,2,林光輝,218,0920102,0920117,0920117,5冊87頁,,0,林振麟,社團法人桃園縣蘆竹鄉山鼻社區發展協會,0861028,桃園縣蘆竹鄉山鼻村南山路三段一二五號,促進社區發展，增進居民安和融洽之現代化社會為宗旨,捐助,桃園縣政府八十一年七月廿一日桃社政府字第八號,永久,1079900.00,1,0920117,0920211,0920211,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/84V3N30qP1fl_uGpddYp_-4UkNyLbUyDD5dy8eOqGeZ8atvibLJTW1EmIVw=
092法登他000003,1,2,林光輝,13,0920102,0920115,0920115,1冊49頁,,0,劉獻堂,財團法人台灣省桃園縣私立振聲高級中學,0551004,桃園縣桃園市復興路四三九號,遵照國家教育暨現行教育法令之規定，辦理高級中學，兼辦職業科、附設國民中學部，暨附設高級進修補習學校並謀其健全發展。,捐助,台灣省政府教育廳五十四年七月二十八日教二字第四四六五三號函核定,無限期,666117686.00,1,0920115,0920218,0920218,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/p6dhzij-4bhILE7EHI6ydyJY4rYF57uh-UdGjuhs_PRg0I1vdkuT48NbyQ==
092法登他000004,1,2,林光輝,312,0920102,0920108,0920108,7冊77頁,,0,陳萬水,財團法人宋映潭先生文教基金會,0880819,桃園市鎮撫街三０六號四樓,以扶持社會弱勢團體或個人，奬助民眾敦品勵學，推動文化教育活動，提升文教研究水準，促進社會進步與祥和為宗旨。,捐助,台灣省政府教育廳八十四年十月二日（８４）教五字第一六０四一號函,永久,12500000.00,1,0920108,0920128,0920128,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/uSqWxsgAkCFqYDx9Ad_L-Hg5X3xwiMwBi76SZ1NNJ-2TXxRfy8alZ3SiUsI=
092法登他000005,1,2,林光輝,41,0920107,0920210,0920210,2冊5頁,,0,孫道亨,財團法人龍華科技大學,0581008,桃園縣龜山鄉萬壽路一段三００號,為響應政府獎勵私人興學與配合當前教育政策培養工商業專門技術人才，並為發展與供應龍華科技大學所需之一切設備及經費。,創辦人捐助,教育部五十八年四月十八日台（五八）專七三八八號令,"永久  　",1653525423.00,1,0920211,0920218,0920218,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/SZMuqeC9SQGdcieOWPbVVur2J7Azc-2mYXHLYtOD1mSbLzBxMG65Ed3VPw==
092法登他000006,2,2,林光輝,292,0920107,0920123,0920123,7冊37頁,,0,徐永銘,社團法人桃園縣蘆竹鄉新莊社區發展協會,0880408,桃園縣蘆竹鄉新莊村大新路四一七號之五號,促進社區發展，增進居民安和融洽之現代社會為宗旨,捐助,桃園縣政府八十三年二月二日社政字第二四八六０號,永久,500000.00,1,0920123,0920224,0920224,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/si9ARFLzJP2u2udocFbiAgu9rfcL8ANIZgYg89UiDambuvkP9oTfEw4PLos=
092法登他000007,1,2,林光輝,89,0920110,0920117,0920117,3冊15頁,,0,方海龍,財團法人桃園縣私立大華高級中學,0620723,桃園縣楊梅鎮三民路二００號,"為協助政府普及國民教育及奬勵私立人興學而創辦私立大華國民中學為宗旨  。",由方志平、方海龍捐助,台北市政府教育局五十一年十二月二十日北市府教中字第一八二０號函,永久,441250259.00,1,0920117,0920127,0920127,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/jjrqtTZoRQGoEE1mEGU1rbMqgYGgm5rVP3t9z2KhI8oCJPtjG8Znwan9sA==
092法登他000008,1,2,林光輝,20,0920110,0920110,0920110,1冊75頁,,0,宋傳珍,財團法人台灣省桃園縣宋新恩公祭祀公業,0611222,中壢市元化路六十六號,發揚飲水思源、敦親睦族、和衷共濟、團結合作之中華文化精神、培育後裔、繁榮宗族、貢獻國家社會為目的。,捐助,桃園縣政府民國六十一年十二月廿二日桃府民行字第一０一六０三號,永久,1300000.00,1,0920110,0920122,0920122,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/oicpGKWNS_BYIMvIriSS1Nmd65jyecBmM-N7KelHr8CPIpq3qkpkoPcCMQ==
092法登他000009,1,2,林光輝,39,0920110,0920123,0920123,1冊139頁,1,0,馬世澤,財團法人萬能技術學院,0610327,桃園縣中壢市水尾里萬能路一號,以創辦私立萬能工商專科學校並謀其發展為目的。,捐助。,中華民國六十年十月十三日台（六十）專二三七二八號函,永久。,2089276752.38,1,0920123,0920214,0920214,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/D--ejQa_WkWo-4iAWkKfw9TTZJXozHEtsw4l0mWfNEjvwc8KVEJIHouRpg==
092法登他000010,1,2,林光輝,22,0920116,0920128,0920128,1冊83頁,,0,張茂松,財團法人台灣省桃園縣私立大興高級工商職業學校,0650528,桃園縣大園鄉田心村十八鄰永興路一四二號,創辦私立大興高級工商職業學校業謀求發展,捐助,台灣省政府教育廳六十一年八月四日教三字第八一二三號函,無限期,271363592.00,1,0920128,0920212,0920212,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/g3iImmpBZyBjYBOcUU8YcRMX9KDG89l4NM2bJa25RPD4sPTdP1DoVGUrIQ==
