登記案號,序號,職稱,姓名
065法登000005,1,董事長,吳明和
065法登000005,2,副董事長,"許  抄"
065法登000005,3,"董  事",吳枝連
065法登000005,4,"董  事","許  還"
065法登000005,5,"董  事",吳三江
065法登000005,6,"董  事",陳福順
065法登000005,7,"董  事","陳  得"
065法登000005,8,"董  事",林順德
065法登000005,9,"董  事",吳三貴
065法登000005,10,"董  事","吳  琴"
065法登000005,11,"董  事",黃笑成
065法登000005,12,"董  事",江海連
065法登000005,13,"董  事",沈枝來
065法登000005,14,"董  事",王調巒
065法登000005,15,"董  事",柯　宮
065法登000005,16,"董  事",江茂竹
065法登000005,17,"董  事",徐添登
065法登000005,18,"董  事",葉來成
065法登000008,1,董事長,黃清雲
065法登000008,2,"董  事",蔡清田
065法登000008,3,"董  事",蔡仁百
065法登000008,4,"董  事",曾再辦
065法登000008,5,"董  事",蔡天賀
065法登000008,6,"董  事",林武男
065法登000008,7,"董  事",楊文玉
065法登000008,8,"董  事",邱合成
065法登000008,9,"董  事",蔡進添
065法登000008,10,"董  事",蘇清當
065法登000008,11,"董  事",李明德
065法登000010,1,董事長,謝敏初
065法登000010,2,"董  事",李金龍
065法登000010,3,"董  事",古德業
065法登000010,4,"董  事",吳明哲
065法登000010,5,"董  事",吳文雅
065法登000010,6,"董  事",呂德仁
065法登000010,7,"董  事",柳台生
065法登000010,8,"董  事",黃信義
065法登000010,9,"董  事","陳  堂"
065法登000010,10,"董  事",蘇鴻基
065法登000010,11,"董  事",馬保之
065法登000010,12,"董  事",邱人璋
065法登000010,13,"董  事",萬　雄
065法登000010,14,"董  事",黃新川
065法登000010,15,"董  事",鄭祈全
065法登000010,16,"董  事",蔡義雄
065法登000010,17,"董  事",楊豐聰
065法登000010,18,"董  事",李仁德
065法登000010,19,"董  事",李筆祥
065法登000010,20,"董  事",林文炳
065法登000010,21,"董  事",李念宜
065法登000011,1,董事長,馮觀濤
065法登000011,2,"董  事",郭德業
065法登000011,3,"董  事",林德明
065法登000011,4,"董  事",林邦要
065法登000011,5,"董  事",許茂柚
065法登000011,6,"董  事",許思孟
065法登000011,7,"董  事",廖存祥
065法登000011,8,"董  事",陳紹基
065法登000011,9,"董  事",侯倉龍
065法登000011,10,"董  事",胡淑華
065法登000011,11,"董  事",王玉蘭
