登記案號,序號,職稱,姓名
070法登000001,1,董事長,余陳月瑛
070法登000001,4,董　事,熊坂徹　　
070法登000001,7,董　事,洪魏烏實
070法登000001,8,董　事,洪周金女
070法登000001,11,董　事,朱景昌
070法登000001,12,董　事,蘇春茂
070法登000001,13,董　事,楊金全
070法登000001,14,董　事,林宜男
070法登000001,15,董　事,蔡武雄
070法登000001,16,董　事,王清吉
070法登000001,17,董　事,王美蓉
070法登000004,5,董　事,謝承炳
070法登000004,6,董　事,張雲漢
070法登000004,8,董　事,孔楊史珊
070法登000004,9,董　事,劉青彰
070法登000004,11,董事長,許引經
070法登000004,12,董　事,泰重華
070法登000004,13,董　事,杜方超
070法登000004,14,董　事,戴鳳翔
070法登000004,15,董　事,沈曾圻
070法登000007,1,董事長,林菜玉樹
070法登000007,2,董　事,孫達德
070法登000007,3,董　事,林振生
070法登000007,4,董　事,劉閏昌
070法登000007,5,董　事,郭吳含巧
070法登000007,6,董　事,蔡成章
070法登000007,7,董　事,林振生
070法登000007,8,董　事,蔡才藝
070法登000007,9,董　事,胡顯山
070法登000014,1,董事長,陳啟川
070法登000014,2,董　事,陳田錨
070法登000014,3,董　事,鐘宗廟
070法登000014,4,董　事,王玉發
070法登000014,5,董　事,黃商添
070法登000014,6,董　事,朱有福
070法登000014,7,董　事,孫土池
070法登000014,8,董　事,李金盛
070法登000014,9,董　事,董海樹
070法登000014,10,董　事,龔金柯
070法登000014,11,董　事,林瓊璋
070法登000014,12,董　事,董振瑞
070法登000014,13,董　事,邱道得
070法登000014,14,董　事,張天送
070法登000014,15,董　事,方啟榮
070法登000016,1,董事長,周清和
070法登000016,2,常務董事,楊國源
070法登000016,3,常務董事,王三永
070法登000016,4,董　事,盧進生
070法登000016,5,董　事,周龍雄
070法登000016,6,董　事,高廷福
070法登000016,7,董　事,孫太生
070法登000016,8,董　事,黃三郎
070法登000016,9,董　事,黃善鐘
070法登000018,5,董　事,謝承炳
070法登000018,6,董　事,張雲漢
070法登000018,8,董　事,孔楊史珊
070法登000018,9,董　事,劉青彰
070法登000018,11,董事長,許引經
070法登000018,12,董　事,泰重華
070法登000018,13,董　事,杜方超
070法登000018,14,董　事,戴鳳翔
070法登000018,15,董　事,沈曾圻
070法登000021,2,董　事,孫永慶
070法登000021,3,董事長,梁駿聲
070法登000021,4,董　事,沈克琴
070法登000021,5,董　事,李咸熙
070法登000021,6,董　事,陳敬修
070法登000021,7,董　事,韋錦樹
070法登000021,8,董　事,顧頌正
070法登000021,9,董　事,康東龍
070法登000021,10,董　事,李伯林
070法登000027,1,董事長,鄭阿金
070法登000027,2,董　事,鄭隆平
070法登000027,3,董　事,黃振森
070法登000027,4,董　事,林文朝
070法登000027,5,董　事,余進添
070法登000027,6,董　事,鄭劉金枝
070法登000027,7,董　事,林益嘉
070法登000027,8,董　事,林隆清
070法登000027,9,董　事,戴振馨
070法登000027,10,董　事,李吉央
070法登000027,11,董　事,余肇欽
070法登000027,12,董　事,黃士規
070法登000027,13,董　事,鄭茂雲
070法登000027,14,董　事,巫世民
070法登000028,2,"董  事",林亦榮
070法登000028,13,"董  事",鍾雄煌
070法登000028,14,董事長,徐基喜
070法登000028,15,"董  事",林國雄
070法登000028,16,"董  事",徐淼喧
070法登000028,17,"董  事",蔡寶珠
070法登000028,18,"董  事",甘艷珠
070法登000028,19,"董  事",鍾豪勳
070法登000028,20,"董  事",邱雙連
070法登000028,21,董　事,邱黃權妹
070法登000028,22,董　事,詹錦春
070法登000028,23,董　事,莊和泉
070法登000028,24,董　事,張華秀
070法登000029,1,董事長,蔡茂盛
070法登000029,3,"董  事",許廷珪
070法登000029,4,"董  事",黃商添
070法登000029,5,董　事,梁許春菊
070法登000029,7,"董  事",方甘棠
070法登000029,9,董　事,蔡茂延
070法登000029,10,董　事,許整景
070法登000029,15,"董  事",許舜雄
070法登000029,16,董　事,李繼淵
070法登000030,1,董事長,余陳月瑛
070法登000030,2,董　事,洪寶帶
070法登000030,3,董　事,鄭文玉
070法登000030,4,董　事,張瑛珍
070法登000030,5,董　事,何金山
070法登000030,6,董　事,王再興
070法登000030,7,董　事,陸榮源
070法登000030,8,董　事,洪忠德
070法登000030,9,董　事,林柏宏
070法登000030,10,董　事,蔡美慧
070法登000030,11,董　事,余玲雅
070法登000038,3,董　事,陳惠敏
070法登000038,6,董　事,洪兆雄
070法登000038,7,董事長,林再生
070法登000038,8,董　事,葉月蓉
070法登000038,9,董　事,毛壽化
070法登000038,10,董　事,陳洪秀霞
070法登000038,11,董　事,李佰合
070法登000038,12,董　事,陳美惠
070法登000038,13,董　事,林昭壽
070法登000038,14,董　事,林顏秀美
070法登000038,15,董　事,簡清琴
070法登000038,16,董　事,蔡森郎
070法登000038,17,董　事,黃芳夫
070法登000038,18,董　事,周吉守
070法登000042,1,董事長,張振榮
070法登000042,2,董　事,張克勳
070法登000042,3,董　事,張李緞
070法登000042,4,董　事,黃麗川
070法登000042,5,董　事,黃慶臨
070法登000042,6,董　事,何德馨
070法登000042,7,董　事,連陳春
070法登000043,1,董　事,孫媽諒
070法登000043,2,董事長,王軼猛
070法登000043,3,董　事,周徐慶
070法登000043,4,董　事,林哲生
070法登000043,5,董　事,林榕生
070法登000046,1,董事長,鄭天祥
070法登000046,2,"董  事",申露德
070法登000046,3,"董  事",林綺雲
070法登000046,4,董　事,王曉風
070法登000046,5,董　事,賈彥文
070法登000046,6,董　事,朱秉文
070法登000046,7,"董  事",蕭學璇
070法登000046,8,"董  事",秦愛梅
070法登000046,9,"董  事",麥蕾
070法登000046,10,"董  事",司代天
070法登000046,11,"董  事",李緒珍
070法登000048,1,董　事,陳昭雄
070法登000048,2,常務董事,陳登魁
070法登000048,4,董事長,陳金胡
070法登000048,5,董　事,陳阮
070法登000048,6,董　事,陳國文
070法登000048,7,常務董事,林照貴
070法登000048,8,董　事,林萬風
070法登000048,9,董　事,郭順
070法登000048,11,董　事,陳文田
070法登000051,1,董事長,吳文義
070法登000051,2,董　事,張宏源
070法登000051,3,董　事,王實獻
070法登000051,4,董　事,謝乃成
070法登000051,5,董　事,李明
070法登000051,6,董　事,黃啟洲
070法登000051,7,董　事,李振玉
070法登000051,8,董　事,施金灝
070法登000051,9,董　事,程準
070法登000057,2,董　事,陳玉波
070法登000057,3,董事長,呂福成
070法登000057,4,董　事,許文源
070法登000057,5,董　事,呂見達
070法登000057,7,董　事,呂天良
070法登000057,8,董　事,倪啟昌
070法登000057,9,董　事,呂正雄
070法登000057,10,董　事,呂義雄
070法登000057,11,董　事,李文政
070法登000058,1,董事長,鄭天祥
070法登000058,10,董　事,鐘宗廟
070法登000058,11,董　事,俞賢奎
070法登000058,12,董　事,康壽銘
070法登000058,13,董　事,林天助
070法登000058,14,董　事,張文宇
070法登000058,15,董　事,王化遠
070法登000058,17,董　事,李連墀
070法登000058,18,董　事,嚴雋泰
070法登000058,19,董　事,呂保祿
070法登000058,20,董　事,徐清富
070法登000062,1,董事長,陳啟川
070法登000062,2,董　事,杜聰明
070法登000062,3,董　事,陳啟清
070法登000062,4,董　事,徐徬興
070法登000062,5,董　事,俞諧
070法登000062,6,董　事,鐘宗廟
070法登000062,7,董　事,周耀門
070法登000062,8,董　事,鄭金松
070法登000062,9,董　事,彭明聰
070法登000067,1,"董  事",廖榮坤
070法登000067,2,"董  事",劉錦池
070法登000067,3,"董  事",王琇
070法登000067,4,"董  事",陳繩祖
070法登000067,5,"董  事",陳乃善
070法登000067,6,"董  事",許秋義
070法登000067,7,董事長,李熊標
070法登000067,8,"董  事",單式之
070法登000067,9,"董  事",黃國傑
070法登000067,10,"董  事",王福堂
070法登000067,11,董　事,邱吉雄
070法登000067,12,"董  事",鄧世明
070法登000067,13,董　事,高佩玉
070法登000068,1,董事長,李熊標
070法登000068,2,董　事,許狄義
070法登000068,3,董　事,王福堂
070法登000068,4,董　事,單式之
070法登000068,5,董　事,黃國傑
070法登000068,6,董　事,廖榮坤
070法登000068,7,董　事,王琇
070法登000068,8,董　事,劉錦池
070法登000068,9,董　事,陳乃善
070法登000068,10,董　事,陳繩祖
070法登000068,11,董　事,鄧世明
070法登000068,12,董　事,邱吉雄
070法登000068,13,董　事,高佩玉
