登記案號,序號,職稱,姓名
070法登000002,1,董事長,王天賞
070法登000002,2,常務董事,劉快治
070法登000002,3,常務董事,洪慶麟
070法登000002,4,"董  事",鍾潤生
070法登000002,5,"董  事",王仁政
070法登000002,6,"董  事",王振芳
070法登000002,7,"董  事",蔡文賓
070法登000002,8,"董  事",馮明雄
070法登000002,9,"董  事",郭一雄
070法登000002,10,"董  事",吳天授
070法登000002,11,"董  事",李朝欽
070法登000002,12,"董  事",王仁宏
070法登000002,13,"董  事",蘇清新
070法登000002,14,"董  事","林  亂"
070法登000002,15,"董  事",李添枝
070法登000005,1,董事長,楊世珂
070法登000005,2,"董  事",尤丁財
070法登000005,3,"董  事",林伯敬
070法登000005,4,"董  事","馬  堅"
070法登000005,5,"董  事",魏通輝
070法登000006,1,董事長,楊長根
070法登000006,2,"董  事",張文才
070法登000006,3,"董  事",張河川
070法登000006,4,"董  事",葉炳輝
070法登000006,5,"董  事",陳恒盛
070法登000006,6,"董  事",曾清泉
070法登000008,1,董事長,溫興春
070法登000008,2,"董  事",李慶樑
070法登000008,3,"董  事",林木金
070法登000008,4,"董  事",鍾恩喜
070法登000008,5,"董  事",賴志榮
070法登000008,6,"董  事",吳源雄
070法登000008,7,"董  事",張松生
070法登000008,8,"董  事",李秀雲
070法登000008,9,"董  事",張達禮
070法登000008,10,"董  事",陳森祥
070法登000008,11,"董  事",李正光
070法登000008,12,"董  事",劉昌俊
070法登000008,13,"董  事",邱桂添
070法登000008,14,"董  事",童貴和
070法登000008,15,"董  事",溫彩光
070法登000008,16,"董  事",陳宜豐
070法登000008,17,"董  事",劉德明
070法登000008,18,"董  事",黃國忠
070法登000008,19,"董  事",邱連輝
070法登000009,1,董事長,郭榮祥
070法登000009,2,"董  事",郭淑瑛
070法登000009,3,"董  事",李世昌
070法登000009,4,"董  事","陳  田"
070法登000009,5,"董  事",郭淑足
070法登000009,6,"董  事",楊振成
070法登000009,7,"董  事",林朝家
070法登000009,8,"董  事",郭一成
070法登000009,9,"董  事",鍾士勇
