登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,代理人,代理人住址,郵遞區號,第二個代理人,第二個代理人住址,郵遞區號,送達代收人姓名,送達代收人住址,郵遞區號,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因,網站連結
073法登000001,2,1,江文利,53,0730105,0730113,0730124,4冊20頁,,0,林清埤,社團法人基隆主普壇管理委員會,0730113,基隆市義二路二０一號,確保財產維護管理運用，並關於各姓宗親會為值年主普，舉辦設壇超渡，放水燈祈求風調雨順，國泰民安等祭典事項,由各姓宗親會捐贈,基隆市政府七十年八月十八日七十基府社行字第四四０五五號,永久,7769590.00,1,0730124,0921218,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/SjDof_4d15GtHxs-wggfw55qwZdvjj1t6mqjxPO5PeOjRpU0mcV3AA==
073法登000002,1,2,江文利,18,0730117,0730119,0730208,12冊16頁,1,0,董事長,財團法人私立崇右企業管理專科學校,0560228,基隆市義七路四十號,為確保公有財產權益,捐助,教育部七十二年十二月廿三日台(七二)技字第五三五五四號,永久,101971324.00,1,0730208,0921218,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/LGs0XXvovzQ22X9jdUU7v8z4rhb7EBgFdhbXRg5oNOxBrbfp90i2Vg==
073法登000003,1,2,江文利,33,0730301,0730327,0730421,4冊1頁,2,4,"林  銘",財團法人台灣省基隆市私立培德高級工商職業學校,0630501,基隆市培德路七十三號,遵照國家教育政策暨現行教育法令之規定辦理私立培德高級工商職業學校並謀其健全發展,由董事會籌集捐助,台灣省教育廳六三年三月二三日教三字第二三一二０號,永久無限期,28118525.00,1,0730421,0921218,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/wMZkYZEPzTaroezSNAppSrtGS-9vVY0nZ90xTRHe8Yj6ZCuZuLe3_g==
073法登000004,1,2,江文利,27,0730405,0730416,0730420,3冊8頁,,0,毛振翔,財團法人台灣省基隆市私立聖心高級工商職業學校,0600830,基隆市安樂區西定路一六六號,本財團以發展台灣省基隆市私立聖心高級工商職業學校，養成健全之工商技術人才為目的。,捐助,臺灣省教育廳七十三年二月八日七三教三字第一九三九九號,不定期,74732874.00,1,0730420,0921218,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/ORo6_Dm69wpAMubThgyoJFBOgr1HVtPMi1tJ_zclV9CArsuGpH5BIg==
073法登000005,1,2,江文利,10,0730416,0730504,0730512,1冊10頁,2,2,"星  雲",財團法人台灣省基隆市極樂寺,0520824,基隆市信二路二七０號,宣揚佛教教義廣佈善導濟世救眾,自由捐助,基隆市政府七十三年四月十四日七三基府民禮字第一九二五一號,不定期,525600.00,1,0730512,0921218,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/EEMrefQKxo7DAdlrbX11_PQplFlB56wXCR4aawgFIlNnS96DsuN42g==
073法登000006,1,2,江文利,12,0730505,0730517,0730529,1冊12頁,2,3,謝修平,財團法人台灣省基隆市私立二信高級中學,0540603,基隆市立德路二四三號,發展台灣省基隆市私立二信高級中學,由創辦人自籌,台灣省政府教育廳七十三年五月三日七三教二字第三七三六八號,不定期,40608901.00,1,0730529,0921218,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/PTubGBFov6wRuVF7HejPRfdq_4CPOsdQ-m9IIz8196iPg-bW5LagnA==
073法登000007,1,2,江文利,51,0730517,0730523,0730601,4冊18頁,1,1,胡建華,財團法人基隆市胡氏漁民遺屬慈善服務基金會,0720425,基隆市中正路六六四號,本會以照顧漁民海難遺孤扶助，協助政府照顧低收入戶生咶扶助為宗旨,捐助,基隆市政府七十三年五月十一日七三基府社福字第二二一七０號,永久,6000000.00,1,0730601,0921218,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/OfclN2OAKfYgZEHD-QDELllFbBB9thgjzh6xbIG8i5Mp3arkNmbRbQ==
073法登000008,1,2,江文利,13,0730425,0730531,0730716,1冊13頁,1,0,朱有榮,財團法人台灣省基隆市教會聚會所,0541005,基隆市信二路二二五號,宣傳耶穌基督救人的福音,自由認捐,基隆市政府七十三年三月五日七三基府民禮字第九五二四號,不定期,12765900.00,1,0730716,0921218,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/4401l49flmwxnVumEuB9jWbb8cO8orrkgtUIsTi9HbOscnWMycQyzg==
073法登000009,1,2,江文利,4,0730607,0730623,0730718,1冊4頁,,0,譚瑞雲,財團法人台灣省基隆市基隆教會,0451122,基隆市仁二路延平街十一號,弘揚耶穌基督十字架福音,由信徒自動樂捐,基隆市政府七十三年四月廿三日基府民禮字一八一七六號,不定期,4100000.00,1,0730718,0921218,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/S2DPa5Y_9augTQKR6oONjfUC2iKzHS6qSb9eEM4lGJxO5b-STifR
073法登000010,1,2,江文利,46,0730615,0730618,0730619,4冊13頁,2,2,蔡明傳,財團法人基隆柯蔡宗親會館,0690314,基隆市愛六路一四之八、九號五樓,(一)奉祀祖先，宣揚祖德，崇孝尚義，復興中華文化(二)為本市宗親活動中心，俾利敦親睦族，發揚宗親互助合作精神(三)促進宗親團結，效勞國家社會,由柯蔡宗親自由捐助,基隆市政府七十三年六月五日七三基府社字第三０一六一號,永久,1736800.00,1,0730619,0921218,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/aUqfyV1UQAHX1G7f2PSTJGgUtahVSx4Mw3h9Dj3W-_rmh4EQ5MDGOA==
