登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,代理人,代理人住址,郵遞區號,第二個代理人,第二個代理人住址,郵遞區號,送達代收人姓名,送達代收人住址,郵遞區號,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因,網站連結
082法登000003,1,1,謝怜聰,522,0830104,0830104,0830104,15冊5頁,,0,董事長,財團法人曉明文教基金會,0830104,臺中市北區大雅路四五二號,以提昇我國文教水準，充實國人性靈生活，增進社會祥和為宗旨,由廖繼誠等捐助,"教育部  中華民國八十一年十二月二十二日",永久,10000000.00,1,0921218,,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/_588yrwBbaBzfKmyKRHL1IhZungxiS71ol5Q-1pxFKDHa1u05R61VXw=
082法登000004,1,1,謝怜聰,521,0820106,0820106,0820106,15冊4頁,,0,董事長,財團法人廣三文教公益基金會,0820106,臺中縣大里鄉大智路四七六之一號,,由廣三建設股份有限公司捐助,"教育部  中華民國八十一年十二月二十二日",永久,12000000.00,1,0921218,,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/HhvcPKWblk4wowLDXlqvQciGf0PistKqNHCBOCPS09u2dqKSkUiIKo0=
082法登000005,1,1,謝怜聰,523,0820118,0820118,0820118,15冊6頁,,0,董事長,財團法人臺中市私立泛亞銀行社會福利公益慈善事業基金會,0820118,臺中市中正路四六一號四樓,以舉辦社會福利慈善事業為宗旨,由泛亞商業銀行股份有限公司捐助,"臺中市政府  中華民國八十一年十二月十四日",永久,10000000.00,1,0921218,,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/xof51Gkijpvfbr337Trqe84LYGmzy00B82KPDSj-dP1nYVv_TnSuLYU=
082法登000008,1,2,謝怜聰,2,0820115,0820128,0820129,1冊3頁,,0,吳望熊,財團法人台灣省私立仁愛之家,0820128,台中市西區南屯路一段一五四號,以舉辦並發展社會福利救助事業為宗旨。,由台中慈惠院捐助。,"台灣省政府社會處  三十六年十月二日","永  久",1668254907.00,1,0921218,,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/DAQZLkJGEortmT-G-Xuuf5JLEH_lVD6T2hWZe358XoLxMuvedPv8
082法登000015,1,1,謝怜聰,525,0820309,0820309,0820319,15冊8頁,,0,董事長,財團法人南投縣私立憫惠教養院,0820309,南投市彰南路三段八五之一號,以舉辦並發展社會救濟慈善事業為宗旨,由張朝陽等六人捐助,八十二年一月十六日南投縣政府,永久,2901930.00,1,0820319,,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/KTEdHr4RXdhsvCOTQPsth4avTl3fr_hYn6_4ebzKejYVpY9IpfSdygs=
082法登000019,1,2,謝怜聰,148,0820220,0820226,0820227,6冊2頁,2,10,鐘惠玉,財團法人臺灣省臺中市私立曉明女子高級中學,0530705,臺中市大雅路四五二號,創辦學校及謀其發展為目的。,由羅馬教廷補助，不敷數由董事長捐贈,臺灣省政府教育廳　　　中華民國五十二年七月十一日,永　久,96626398.00,1,0820226,,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/8-A4VjJEjRtAm5vP9tQqfVXEmAux89ImkmhS-Lg2QbzKNW_g6q9ghBw=
082法登000021,1,1,謝怜聰,524,0820220,0820226,0820226,15冊7頁,,0,"周   稚",財團法人臺中市慈善寺文教基金會,0820226,臺中市天津路四段一九八號,以發揚中華倫理文化及興辦教育公益業務為宗旨,由周稚等捐助,"臺中市政府  中華民國八十二年二月三日","永    久",2000000.00,1,0930128,,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/xDKhqTv578t627fueRXfdsK9ypzI_Zs4pMkM-y5g6jgUPzVF78iLEjY=
082法登000028,1,2,謝怜聰,224,0820319,0820319,0820320,9冊1頁,2,8,謝招宏,財團法人台灣省南投縣私立同德家事商業職業學校,0620727,南投縣草屯鎮中正路培英巷八號,遵照國家教育政策暨現行教育法令之規定辦理職業學校並謀其健全發展。,"由林英章、葉志輝、胡忠明、林淑娪、郭海  、馬志援、趙海金等捐助","台灣省政府教育廳  六二年七月十二日","永  久",78412737.00,1,0820319,,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/31mGyofF7YjUHwD5vQgFfQm2iDyYt5fhZykVGXdB6msc7rNIOs_xjN4=
082法登000031,2,1,謝怜聰,526,0820323,0820323,0820323,15冊9頁,,0,理事長,社團法人臺中市南區獅子會,0820323,臺中市仁和路三九三號七樓之五,一、發揚人類博愛互助精神。二、增進國際間友好關係。三、尊重自由啟發智慧。四、提倡社會福利。五、促進國家安全。,會員會費及捐款。,"臺中市政府   中華民國八十一年一月十五日",永久,300000.00,1,0930128,,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/MFOTKWPyNH2YreSdzpVVimwelrw0mzQVEQf0iYGlm7mVVH6lUOgj83Y=
082法登000036,1,1,謝怜聰,527,0850710,0850710,0850711,15冊10頁,,0,陳兆榮,財團法人孫海文化基金會,0850710,高雄市前金區國民街六十二號,一、獎勵家境清寒優秀青年完成學業。二、獎勵青少年體育運動，提高身心健康。三、有關文化教育事業等創辦事項。,本會及孫　海及其家屬投資之企業捐助。,"高雄市政府教育局     中華民國六十八年十二月三十一日",永久,11520000.00,1,0850710,,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/gvGd2Dr96jbXFVfWUTFQb15o9K5cozrYtqzoIwHTKwsLFgiQaHEAlOo=
