登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,代理人,代理人住址,郵遞區號,第二個代理人,第二個代理人住址,郵遞區號,送達代收人姓名,送達代收人住址,郵遞區號,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因,網站連結
082法登000001,1,1,唐志明,77,0820218,0820218,0820221,3冊6頁,,0,董事長,財團法人中華基督教屏東浸信會,0820218,屏東市林森路十四之五號,宣揚基督教義及辦理公益慈善事業,由財團法人美南浸信會台北市事務所捐贈,八十二年二月一日台灣省屏東縣政府(八十二屏府民禮一三五七七號）,永久,25447500.00,1,0820218,0820330,0820330,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/cRJf28TmTFZzO4l12oqaVDdZvMzhdCuhSLudqQA6UvgxiMcKxDzyvw==
082法登000002,2,1,唐志明,76,0820216,0820216,0820219,3冊5頁,,0,董事長,社團法人屏東縣屏東市潭墘社區發展協會,0820216,屏東市崇陽街一三一巷十八號,"促進社區發展，增進居民福利，建設安和融冾，團結互助之現代化          社會",會費、社區生產收益、政府補助、捐助、基金及孳息,八十一年九月二十日台灣省屏東縣政府(八十一年九月二十日屏府社政區第五十八號),永久,145081.00,1,0820518,0820304,0820304,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/9jInOxFL93JBpA88pKNjr_5n4IVmPtupVeK5fiiDd0s11nEpzWJUHg==
082法登000003,1,1,唐志明,78,0820304,0820304,0820307,3冊7頁,,0,董事長,財團法人新約教會屏東教會,0820304,屏東市安鎮里林內巷四十五號,"遵照聖經傳揚耶蘇基督血水聖靈，全備真道，教導人行善除惡，伐          暴救人，伸張正義，主持公道，歸回伊甸進入神國。",由聖徒白龍合捐助,八十二年二月十三日台灣省屏東縣政府(八二屏府民禮第二一一六０號),永久,1008000.00,1,0820518,0820421,0820421,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/tyqjM8IbCDo5FCJvxNYXmJLe8-0Xhf1GkvhnukwHhhTVs_IPJu2kkA==
082法登000005,1,2,唐志明,10,0820318,0820318,0820321,-2冊12頁,2,2,董事長,財團法人台灣省屏東縣私立明德高級中學,0530803,屏東縣潮州鎮永春里永德路一號,創辦私立明德初級中學，協助政府發展教育.,由創辦人曾慶福、董事長曾梅英、及現任部份董事所捐贈,八十二年二月二十七日台灣省政府教育廳(教二字第二九八一二號),永久,29041298.00,1,0820318,0820412,0820412,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/lCymwWZQMbn4u6I6MgDLvIGkng9Hcr1-X0bvzjgD1IQ6PFDH_6Ob_Q==
082法登000006,1,2,唐志明,22,0820325,0820325,0820328,1冊6頁,2,8,吳騰耀,財團法人台灣省屏東縣私立志成高級商工職業學校,0580501,屏東縣潮州鎮彭城里彭城路三一五號,創立私立志成商業職業學校並謀其發展,由吳騰耀捐贈,中華民國五十六年六月一日,永久,37762124.00,1,0820325,0931014,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/V9NppZoQZ2xk4XgFLLaL_0Yn7i-qPbbaXV-bIVl9VaBIAi8AytniFg==
082法登000008,2,1,唐志明,82,0820525,0820525,0820528,3冊11頁,,0,理事長,社團法人屏東縣恒鎮大光社區發展協會,0820525,屏東縣恒春鎮大光里大光路六十一之三號,"促進社區發展，增進居民福利，建設安和融洽、團結之現代化社會          為宗旨.",社員會費，社區生產收益，政府補助，捐助收入，基金及其孳息。,八十二年二月二十五日屏東縣政府(八十二年二月二十五日屏府社政八二第一六八號),永久,547144.00,1,0820525,0820524,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/QqLnAT21AyfaylPzo4KqdY-YOJu5sK4QRJA7qlWtOSWwo0boId4xqA==
082法登000009,2,1,唐志明,79,0820505,0820505,0820508,3冊8頁,,0,理事長,社團法人屏東縣聽障協進會,0820505,屏東市廣東路五七九號四樓,"配合政府政策為聽障者謀福利，並輔導其就學、就業、就醫，以啟          能，成為健全之國民.",會費、捐款、政府補助、基金孳息.,七十九年十月十六日屏東縣政府(七十九年十月十六日，屏府社政三二五號),永久,550721.00,1,0820505,0820522,0820522,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/4oib4kQawwLRO7EINsJVvog5GQtnu3fKrBHUbk0qLQtBCTimQsYajA==
082法登000010,1,2,唐志明,32,0820505,0820505,0820508,1冊16頁,2,6,董事長,財團法人台灣省屏東縣北勢寮保安宮,0610517,屏東縣枋寮鄉中寮中正路一號,"以宣揚敬神，維持淳風美俗，管理寺廟財產，興辦慈善事業，促進社        會福利。",由信徒捐助,台灣省屏東縣政府，中華民國六十一年四月廿四日,永久,89500.00,1,0820505,0820517,0820517,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/vnVuM_3KK7ZKVCxrjWn0tJTAkEaEYF-PcsPabLq11wzNMy9xfNAegA==
082法登000012,1,2,唐志明,61,0820508,0820508,0820511,2冊19頁,2,3,董事長,財團法人屏東縣文化基金會,0770208,屏東縣屏東市大連路六十九號,"推展文化建設、辦理藝文活動、充實民眾生活內涵、提昇民眾文化水        準、革新社會風氣．",台灣省政府、屏東縣政府補助及民間捐助。,台灣省屏東縣政府，民國七十七年一月十一日，七六屏府社教字第一四四０四一號,永久,34000000.00,1,0820508,0820528,0820528,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/cKGDv97_1qaOyzAfD0K-3qr5vVz16SfMP07fsbt9ppYHj_5LjMMmYw==
082法登000013,1,2,唐志明,7,0820510,0820510,0820513,-1冊7頁,2,2,董事長,財團法人屏東縣私立美和高級中學,0520715,屏東縣內埔鄉美和村學人路三二三號,為協助政府發展教育.,由徐傍興捐助,八十二年五月三日台灣省政府教育廳(八十二年五月三日),永久,27002916.00,1,0820510,0820525,0820525,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/BKYcI9oLkQNRk6PBzFdn-mkokxdqtTe0349SC7N5aRHOP3LxeYTl
082法登000014,2,1,唐志明,81,0820520,0820520,0820522,3冊10頁,,0,理事長,社團法人屏東縣志願服務協會,0820520,屏東市長春街四十二之一號三樓,"發掘及結合志願服務工作人員與社會資源，運用專業方法，建立志願        服務培訓制度，提供資訊服務，健全社會資源需求體系，並協助政府        推行社會工作，創造溫馨詳和社會。",社員會費、捐款、補助款、基金及孳息。,八十二年四月十八日屏東縣政府(八十二年四月十八日、屏府社政八二字第五四三七三號),永久,15880.00,1,0820520,0820529,0820529,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/6jVk9G15t4RPHXx8ShrAQi12ojoDI8FN3aam5EqYSLZ3eU2SZc1L3w==
082法登000015,2,1,唐志明,83,0820526,0820526,0820527,3冊12頁,,0,理事長,社團法人屏東縣工業會,0820526,屏東市廣東路四二六號,"以協調工業關係，增進共同利益，並謀劃工業之改良推廣，促進經濟        發展為宗旨．",會員會費、事業會費、委託收益、基金及孳息、補助、捐助及特別費,八十二年五月十三日台灣省屏東縣政府(八十二屏府社政第七０八二二號),永久,4779575.00,1,0820526,0820528,0820528,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/qMswKiRb1lmQlO_993gKOtHzmfwp8YRgelamATLvCm0hroSbJDskpA==
082法登000016,1,1,唐志明,84,0820721,0820721,0820722,3冊13頁,,0,董事長,財團法人屏東縣後備軍人奬學金基金會,0820721,屏東市大連路六十八號,奬助後備軍人及子女努力向學為宗旨,由社會人士捐助,八十二年七月二十一日屏東縣政府(八一屏府社教字八九七二一號),永久,2718000.00,1,0820721,0821126,0821126,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/63JgrVqudhV6oCPCYsC77Mgs4qdR91ihUxVywVwQ2SO-zqr0j8TcrA==
082法登000017,1,1,唐志明,85,0820726,0820726,0820727,3冊14頁,,0,董事長,財團法人社團法人屏東縣恒春鎮山腳社區發展協會,0820726,屏東縣恒春鎮山腳里恒南路二０二號,"促進社區發展，增進居民福利，建設安和融冾，團結互助之現化之社        會為宗旨",社員會費、社區生產收益、政府補助、捐助、基金及孳息。,八十二年一月十三日屏東縣政府(八二屏府社政字第六一七五號),永久,250000.00,1,0820726,0821228,0821228,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/DlC4zjec2lWOijjBXw5dMj-sHOz4fr_ubetkcCGyt4V4mT04o-CXLA==
082法登000018,1,1,唐志明,88,0820827,0820827,0820827,3冊17頁,,0,董事長,財團法人大順綜合醫院,0820827,屏東縣潮州鎮北門路三二０號,從事醫療事業、促進社會公益福利為宗旨。,由蔡本源等三十二人捐助,八十二年五月七日行政院衛生署(八二衛署醫字第八二二五四八五號),永久,200000000.00,1,0820827,0821124,0821124,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/ppnJ3FB10CZYkjK7pPb2OMHZELVIMHd8hnXZ8Dca7H_qOhoyX4-qug==
082法登000019,1,1,唐志明,86,0820731,0820731,0820801,3冊15頁,,0,董事長,財團法人社團法人屏東縣灼燙傷協會,0820731,屏東市和平路三八０號,"為灼燙傷、畸形、腫瘤病變、美容後遺症者謀求保障法律地位及培養        謀生技能。",社員會費、捐款、政府補助及基金孳息。,八十二年七月十二日屏東縣政府(八二屏府社政字一０三五一四號),永久,29300.00,1,0820731,0821228,0821228,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/7aNv21yhoqgnlNrRBrslkhm3DN8QtZLYJbJvtgJBGsaM_Qx99jEIXQ==
082法登000020,1,1,唐志明,87,0490505,0490505,0490509,3冊16頁,,0,董事長,財團法人台灣省山地基督長老教會,0490505,屏東縣瑪家鄉佳義村七十六號,謀基督教健全發展、幫助山地教會傳道事工、致力管理本會所屬資產,由本會信徒奉獻,四十七年四月九日台灣省民政廳,永久,504040.00,1,0820819,0821228,0821228,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/difdAjTRt8o0RV9xR-yhb9KgFo92Epr1KUi9crDeWLw6JHaI0Wit9A==
082法登000021,1,1,唐志明,89,0820827,0820827,0820827,3冊18頁,,0,董事長,財團法人屏東縣私立悟照慈善事業基金會,0820827,屏東市棒球路一四六號,舉辦社會福利慈善事業為宗旨,由林黃金瑞等七人捐助,八十二年八月四日屏東縣政府(八二屏府社福一一六０六二號),永久,3550000.00,1,0820827,0821228,0821228,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/INwS1I4GkbSEq-ZMHF95a8LoB8JfJtswfkmI-gF1gNjSEQgQNUPVxA==
