登記案號,序號,職稱,姓名
064法登000154,1,董事長,彭金隆
064法登000154,2,常務董事,彭錫金
064法登000154,3,常務董事,"彭  枝"
064法登000154,4,常務董事,彭炳章
064法登000154,5,常務董事,彭榮輝
064法登000154,6,"董  事",彭金溪
064法登000154,7,"董  事",彭金安
064法登000154,8,"董  事",彭國章
064法登000154,9,"董  事","彭  乞"
064法登000154,10,"董  事",彭沯生
064法登000154,11,"董  事",彭謙詐
064法登000154,12,"董  事",彭青松
064法登000154,13,"董  事",彭國全
064法登000154,14,"董  事",彭清標
064法登000154,15,"董  事",彭慶源
064法登000154,16,常務監事,彭世臣
064法登000154,17,"監  事","彭  浚"
064法登000154,18,"監  事",彭德福
064法登000154,19,"監  事",彭清南
064法登000154,20,"監  事",彭金火
064法登000155,1,董事長,李信忠
064法登000155,2,"董  事",鄭葦舟
064法登000155,3,"董  事",黃美霞
064法登000155,4,"董  事",郭明雄
064法登000155,5,"董  事",李再興
064法登000155,6,"董  事",彭建明
064法登000155,7,"董  事",徐正義
064法登000155,8,"董  事",陳兩興
064法登000155,9,"董  事",李永修
064法登000155,10,"董  事",黃益祥
064法登000155,11,"董  事",王建一
064法登000156,1,董事長,谷德源
064法登000156,2,"董  事","陳  方"
064法登000156,3,"董  事",曾錦明
064法登000156,4,董　事　,蔡宗開　
064法登000156,5,"董  事",楊毓昂
064法登000157,1,董事長,黃杰
064法登000157,2,"董  事",許金德
064法登000157,3,"董  事",張聘三
064法登000157,4,"董  事",徐巽華
064法登000157,5,"董  事",羅剛
064法登000157,6,"董  事",徐可均
064法登000157,7,"董  事",林永樑
064法登000157,8,"董  事",陳聲簧
064法登000157,9,"董  事",傅雲
064法登000157,10,"董  事",劉福初
064法登000157,11,"董  事",顏玉瑩
064法登000158,1,董事長,陳歐煥生
064法登000158,2,"董  事",周楊鳳
064法登000158,3,"董  事",吳麗雅
064法登000158,4,"董  事",謝德祥
064法登000158,5,"董  事",黃大玉
