登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,代理人,代理人住址,郵遞區號,第二個代理人,第二個代理人住址,郵遞區號,送達代收人姓名,送達代收人住址,郵遞區號,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因,網站連結
083法登000001,1,2,查名邦,60,0830104,0830104,0830105,3冊5頁,2,2,董事長,財團法人私立中華醫事技術專科學校,0570715,台南縣仁德鄉文華路五十四巷一號,"為遵照國家教育政策暨現行教育法令之規定辦理私立中華醫事技術專        科學校並謀其健全發展",由本校常務董事歐雲明先生捐贈,五十七年七月十三日教育部，台︵五七︶專字第一七二三七號,永久,468147335.00,1,0830104,0830118,0830118,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/5oq58CwRiqTczy4NoMxJQGOxOyJsqG2ECExh-h6HWIFKEcIH4n8Fcw==
083法登000002,2,1,查名邦,257,0830106,0830106,0830106,16冊7頁,,0,理事長,社團法人台南市大銃愛心會,0830106,台南市北華街三一一號,"急難救助，協助社、里公益事項，辦理清寒獎學金，提倡愛心互助的        社會倫理關係",會員,八十二年一月十二日台南市政府，南市社行字第五一九二五號,永久,140000.00,1,0830106,0830204,0830204,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/W_89qauWWMQRVx7AEtAyV3RPSlE8EgPREYB5f3xpksBjFaQNXDZqWNg=
083法登000003,1,1,查名邦,258,0830106,0830106,0830106,16冊8頁,,0,董事長,財團法人台灣省台南縣北門鄉二重港侯氏宗祠,0830106,台南縣北門鄉仁里村二重港二一七之二號,"秉承宗貴公忠孝精神，敦睦宗親，服務鄉梓，廣佈家聲，圖世澤之流        芳，謀民族之和諧，辦理社會公益、慈善、教育、文化事業。",由董事長侯博明等十二人共同捐款及捐地共同成立之財團法人,八十二年十二月三十日台南縣政府，八二府民禮字第一九二四六九號,永久,11341233.00,1,0830106,0830119,0830119,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/_ybwwJiBQNsS_4mwF9b5Ybja2nmXAZ32WSVOWgDl8nF3-1Pz9QQyroQ=
083法登000004,1,1,查名邦,259,0830106,0830106,0830107,16冊9頁,,0,董事長,財團法人鹿耳門天后宮文教公益基金會,0830106,台南市安南區顯草街三段一巷二三六號,本會以規劃、協調、推動社會教育及各項公益與藝文活動為宗旨。,無償、樂捐、奉獻,八十二年十二月十六日台南市政府、八二南市教社字第三八三九七號,永久,2000000.00,1,0830106,0830119,0830119,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/OONi_bthvQr6OPs_0aAP3oWSYOfeXFzPHda5gOR0NzG1wXF6dzEaT1k=
083法登000005,1,2,查名邦,81,0830106,0830106,0830106,5冊7頁,2,2,董事長,財團法人台灣省台南縣私立興國高級中學,0620404,台南縣新營市民治路四巷二十三號,以創辦私立興國高級中學並謀其發展為目的,由創辦人趙景霖及馬家葳、于靜波、權世俊、傅曄、趙樹璋等捐助,五十一年七月二十五日台灣省政府教育廳教二字第０二九四０號,無限期,102191084.00,1,0830106,0830113,0830113,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/unMGrnNKa0L5imURHT4tkf1FLGqu6tKPAJzd0YoewXB_yeEzZYCDCA==
083法登000006,1,2,查名邦,186,0830112,0830112,0830112,12冊32頁,2,2,董事長,財團法人王唯農博士獎學金基金會,0800114,台南市大學路一號,"為紀念王故校長唯農博士對教育及社會之貢獻，成立基金會獎助成大        優秀學生及濟助該校教職員工生急難救助。",由各界熱心公益及教育人士捐贈,七十九年十二月二十四日台南市政府，南市教社字第九九０四八號,無限期,3000000.00,1,0830112,0830121,0830121,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/OnhaSxrZi-6XJH4fLsG7SDaZ12_3oSyB4kiorrX-ws-jhzi-BOZkQE0=
083法登000007,2,1,查名邦,260,0830114,0830114,0830114,16冊10頁,,0,理事長,社團法人台南縣將軍鄉西華社區發展協會,0830114,台南縣將軍鄉西華村一三九之一號,"以促進社區發展、增進居民福利、建設安和融洽、團結互助之現代化        社會為宗旨。",會員自由捐助,八十一年十月五日台南縣政府、府社行字第００四七號,永久,1142824.00,1,0830114,0830127,0830127,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Ed2y1ARJn0Qs9qAnQYNhAkdyCXxtJr7EzLP_BkbH1yeJEsPI17JtKjU=
083法登000008,1,2,查名邦,169,0830115,0830115,0830118,12冊15頁,2,2,董事長,財團法人台灣省私立樹河社會福利慈善事業基金會,0781026,台南縣關廟鄉下湖村一之三號,"一、急難救助。二、老人福利。三、兒童福利。四、其他社會福利事        項。",捐助,七十八年十月二十日台灣省政府社會處，社一字第四三０四０號,永久,110916250.00,1,0830115,0830127,0830127,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/7V8d2VR6wQ0uctEyrMRXamR8tAHKNcetX9mqWNIPf5QG2Y02yZDYhV4=
083法登000009,1,2,查名邦,108,0830124,0830124,0830124,8冊4頁,2,2,董事長,財團法人台南市奇美文化基金會,0660519,台南市金華路一段三九二號,獎助文化事業及醫療事業為目的,自由捐助,六十六年四月二十九日台南市政府，南市教學字第二六七一八號,不定期,235000000.00,1,0830124,0830302,0830302,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/dz-79zLIKoRtzJ2ycVLHwzGfentLTuceU6df0G5I8wghxrSAtFhdpFM=
083法登000010,1,2,查名邦,102,0830127,0830127,0830127,7冊8頁,2,2,董事長,財團法人天主教聖母無原罪方濟傳教修女會,0520122,台南市北園街八十七巷六十四號,"為培養服務中國之修女，並使年老患病之修女獲得膽養，以及經辦宗        教慈善教育社會福利各項事業。",以有償或無償名義獲得之財物及財團財產所生之孳息,五十二年一月九日台灣省政府，府民一字第一九一六號,無限期,557981758.00,1,0830127,0830208,0830208,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/ahabWqsK7EDXYj303E75vfSCSeFGKo4y6GDQaCSZSsKDb91USFpjCVY=
