登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,代理人,代理人住址,郵遞區號,第二個代理人,第二個代理人住址,郵遞區號,送達代收人姓名,送達代收人住址,郵遞區號,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因,網站連結
081法登000002,2,1,簡福助,120,0810111,0810115,0810118,6冊19頁,,0,洪豐松,社團法人中華民國紫微斗數研究會,0810115,台北市南京東路三三號二樓,以研究天星命學紫微斗數之學術，期使心理建設推行社會善良風俗，以達人人身心健康實踐知命掌運，啟迪人心向上及助人濟世為主要功能之團體。,會員會費,內政部80.11.11,永久,100000.00,1,0830912,0830912,0830912,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/CKNZfNouB4CyNyna9GBtMEm1Is7E6IfPoH4S7tOpBDTrffGtYFisoQc=
081法登000003,2,1,簡福助,121,0810113,0810113,0810116,6冊21頁,,0,李生傳,社團法人中華民國佛陀照明功德會,0810113,台北市民族西路一九三號三樓,以宏揚佛陀慈悲精神，啟發人心積極向善，服務社會、倡導孝道文化、鼓勵三代同堂，以達家庭和樂，社會安和為宗旨。,捐助,內政部80.12.7,永久,401056.00,1,0830913,0830913,0830913,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Rd0szoquhNm4eD_ZE0evktbOkNBOnGqHpZYzkTAdSsF89lMlfMQ-G9c=
081法登000005,1,1,簡福助,122,0810116,0810121,0810123,6冊23頁,,0,張德光,財團法人台北市基督教改革宗長老會東光教會,0810121,台北市康樂街一三六巷十八弄十九號二樓,"本  基督耶穌之精神，在臺北市內傳揚基督教義，辦理社會公益慈善教育事業。",捐助,台北市政府民政局八十年十一月十四日,永久,622885.00,1,0850913,0850913,0850913,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Bnn8IfsCQA_5tQB00qnv42zKegY3XV3iMDJslrVUthrbff01ozCcZig=
081法登000010,1,1,賴邦元,123,0810129,0810129,0810202,6冊25頁,,0,麥勝肱,財團法人台北縣私立麥春福博愛基金會,0810129,台北縣淡水鎮中正路六十三號,以舉辦社會福利、慈善、公益事業為目的。,捐助,台北縣政府81.1.6,永久,3000000.00,1,0830916,0830916,0830916,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Nzmez-o4M9j7Q2iTvcPON7msB97bEatGypgylV2_cLBGU6EIViz8Uvo=
081法登000011,2,1,賴邦元,124,0810129,0810129,0810202,6冊27頁,,0,李梓良,社團法人中國墨池學會,0810129,台北市北投區石牌路一段一四八號,推行家庭書法教育，傳授中國書法，各種書體藝術，發揚中國固有國粹，振興固有文化，使中國成為文化大國，永立於世界。,會員會費,內政部80.12.26,永久,14900.00,1,0830916,0830916,0830916,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/B0Nn6pYeMWP5AG4HCo4eKXy7YdHebMIsNHtkaIIW5t45ajQcUmNKyPE=
081法登000014,2,2,簡福助,110,0810210,0810210,0810213,5冊39頁,1,1,"趙  錦",社團法人中華民國榮光基督徒團契約協會,0800701,台北市延平北路五段三一三號四樓,以勉勵思想純正，曾服兵役之基督徒，遵行聖經真理結合基督教各宗派，關懷社會，熱愛國家，傳揚福音，促進國民外交並推展有關工作。,會員會費及捐助,內政部80.3.9台(80)內社字第九０六二０五號函,永久,422900.00,1,0830908,0830908,0830908,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/iEzx3AHeXS9qBN6lMdig0Q54gPNqtFeTziFL5_HlgLgHxbIiKqu79TI=
081法登000015,1,2,簡福助,40,0810211,0810212,0810214,2冊21頁,2,2,郭石吉,財團法人台北市士林神農宮,0770303,台北市士林區前街七十四號,宣揚宗教教義提倡敬奉神明，並管理本法人財產及辦理社會公益事業為宗旨。,由神農宮管理委員會捐助,台北市政府民政局76.10.8北市民三字第一五三二一號函,永久,58839145.00,1,0830818,0830818,0830818,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/bW5Wh7rluzjU2DenAOUWtegVwqXKyIrkwcBKz2-4M8x8fPk0RAKI6g==
081法登000024,2,1,簡福助,125,0810302,0810303,0810306,6冊29頁,,0,鄭次雄,社團法人中華民國農民團體幹部聯合訓練協會,0810303,台北市中山北路七段一一三號,以辦理農民團體幹部聯合訓練，增進知識技能，提高工作熱忱，發揮服務功能，促進研究發展，健全組織，加強農村建設。,會員會費及捐助,內政部70.4.4,永久,188728218.00,1,0830916,0830916,0830916,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/KSKmG1VsmR1G82wHtYkOLuQW1gPE2LUSyDWG3eePPk3vJs-4q2QQ6lk=
081法登000026,1,2,簡福助,77,0810305,0810306,0810309,4冊13頁,1,1,陳啟斌,財團法人華岡文教基金會,0781222,台北市華岡路五五號中國文化大學大恩館五樓,獎助青年學子，提倡文化教育活動，促進國際文化交流及推行社會公益活動，消弭社會暴戾之氣，改善社會之風，增進全民福址。,捐助,教育部78.10.28台(78)社字第五二八五一號函,永久,4500000.00,1,0830905,0830905,0830905,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/LTJ9gUpcVhzSq5cd2G-rjCrI8IWSAemSAfJjeMzDXpe1SCFvA8y6GQ==
081法登000027,1,2,簡福助,31,0810311,0810311,0810311,2冊3頁,1,0,董事長,財團法人中華佛學研究所,0761016,台北市北投區光明路二七六號,為發揚中華文化研究中國佛學，培養高級佛教學術研究人才。,捐助,七十六年九月十七日教育部,永久,33599000.00,1,0810324,0810324,0810324,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/VvDo85V87KB5BXZqdlj_4xa8EjLWVokUjUce0JqtfSMfTACDLWb3pA==
