登記案號,序號,職稱,姓名
081法登000001,1,董事長,郭慶文
081法登000001,2,常務董事,蔡錦讚
081法登000001,3,常務董事,陳石山
081法登000001,4,常務董事,蔡輔雄
081法登000001,5,常務董事,蔡炎山
081法登000001,6,"董  事",吳建興
081法登000001,7,"董  事",陳上元
081法登000001,8,"董  事",蔡裕盛
081法登000001,9,"董  事",薛進添
081法登000001,10,"董  事",邱肇宏
081法登000001,11,"董  事",蔡坤助
081法登000001,12,"董  事",朱福田
081法登000001,13,"董  事",王天財
081法登000001,14,監察人,黃清林
081法登000001,15,監察人,林欽停
081法登000001,16,監察人,蔡棋和
081法登000002,1,董事長,王蘭芬
081法登000002,2,"董  事",許煒
081法登000002,3,"董  事",徐佳佳
081法登000002,4,"董  事",徐昀昀
081法登000002,5,"董  事",談靜琳
081法登000002,6,"董  事",劉豐裕
081法登000002,7,"董  事",厲鼎祥
081法登000002,8,"董  事",牛錫璉
081法登000002,9,"董  事",陳芬卿
081法登000002,10,"董  事",楊曼麗
081法登000003,1,董事長,廖介源
081法登000003,2,常務董事,廖華歆
081法登000003,3,常務董事,廖炳炎
081法登000003,4,"董  事",廖義昌
081法登000003,5,"董  事",廖秋生
081法登000003,6,"董  事",廖江俊
081法登000003,7,"董  事",廖萬鄉
081法登000003,8,"董  事",廖強閂
081法登000004,1,董事長,林素貞
081法登000004,2,"董  事",郭榮趙
081法登000004,3,"董  事",林春文
081法登000004,4,"董  事",許淑敏
081法登000004,5,"董  事",李聰熙
081法登000004,6,"董  事",丁林月霞
081法登000004,7,"董  事",吳昆明
081法登000004,8,"董  事",吳昆郎
081法登000004,9,"董  事",歐新宋
081法登000004,10,"董  事",丁鴻志
081法登000004,11,"董  事",林弘茂
081法登000004,12,"董  事",許文村
081法登000004,13,"董  事",江篤信
081法登000005,1,董事長,林俊才
081法登000005,2,"董  事",何賢森
081法登000005,3,"董  事",吳金鎮
081法登000005,4,"董  事",吳寶蓮
081法登000005,5,"董  事",鄧有華
081法登000008,1,董事長,張文雄
081法登000008,2,"董  事",游萬來
081法登000008,3,"董  事",何信助
081法登000008,4,"董  事",孫國順
081法登000008,5,"董  事",鍾京鐸
081法登000008,6,"董  事",楊肇政
081法登000008,7,"董  事",陳四聰
081法登000008,8,"董  事",陳俊宏
081法登000008,9,"董  事",張國華
081法登000008,10,"董  事",許鳳火
081法登000008,11,"董  事",施東河
081法登000008,12,"董  事",胡哲生
081法登000008,13,"董  事",竇奇
081法登000008,14,"董  事",汪島軍
081法登000008,15,"董  事",周碩貴
081法登000008,16,"董  事",周榮泉
081法登000008,17,"董  事",古東源
081法登000010,1,董事長,楊旺保
081法登000010,2,"董  事",廖學謙
081法登000010,3,"董  事",鄒逢源
081法登000010,4,"董  事",周同枝
081法登000010,5,"董  事",廖峻德
081法登000010,6,"董  事",廖德山
081法登000010,7,"董  事",王正雄
081法登000010,8,"董  事",廖清安
081法登000010,9,"董  事",鍾火桐
081法登000010,10,"董  事",蕭萬進
081法登000010,11,"董  事",鍾耀軒
081法登000010,12,"董  事",魏進福
081法登000010,13,"董  事",程大樑
081法登000010,14,"董  事",程永福
081法登000010,15,"董  事",廖學良
081法登000011,1,董事長,陳豐英
081法登000011,2,"董  事",王國銀
081法登000011,3,"董  事",劉清祥
081法登000011,4,"董  事",楊鎮文
081法登000011,5,"董  事",周陳成
081法登000011,6,"董  事",蔡啟芳
081法登000011,7,"董  事",廖鈺景
081法登000011,8,"董  事",林平靜
081法登000011,9,"董  事",蘇晉卿
081法登000012,1,董事長,周志毅
081法登000012,2,"董  事",蔡維道
081法登000012,3,"董  事",林蔡素女
081法登000012,4,"董  事",吳修量
081法登000012,5,"董  事",杜惠風
081法登000012,6,"董  事",金嶠松
081法登000012,7,"董  事",蘇懷滿
081法登000012,8,"董  事",艾德華
081法登000012,9,"董  事",吳友梅
081法登000012,10,"董  事",鄭文世
081法登000012,11,"董  事",陳黎銘
081法登000012,12,"董  事",黃麗華
081法登000012,13,"董  事",林天助
081法登000012,14,"董  事",梁德政
081法登000012,15,"董  事",王澤靈
