登記案號,序號,職稱,姓名
081法登000001,1,董事長,王乾同
081法登000001,2,"董  事",鄭永發
081法登000001,3,"董  事",黃建築
081法登000001,4,"董  事",許水神
081法登000001,5,"董  事",黃祿蒼
081法登000001,6,"董  事",鄭光博
081法登000001,7,"董  事",莊自智
081法登000001,8,"董  事",林聯登
081法登000001,9,"董  事",林金用
081法登000001,10,"董  事",藍丁貴
081法登000001,11,"董  事",周開明
081法登000001,12,"董  事",鄭長芳
081法登000001,13,"董  事",何協昌
081法登000001,14,"董  事",丁振名
081法登000001,15,"董  事",劉丁乾
081法登000003,1,董事長,陳守誠
081法登000003,2,"董  事",郭文德
081法登000003,3,"董  事",陳子文
081法登000003,4,"董  事",翟昌隆
081法登000003,5,"董  事",潘偉斌
081法登000004,1,董事長,呂再立
081法登000004,2,理　事,蔡石疊
081法登000004,3,理　事,馬光芳
081法登000004,4,理　事,許騰方
081法登000004,5,理　事,陳守分
081法登000004,6,理　事,馬照然
081法登000004,7,理　事,王愷民
081法登000004,8,理　事,廖睿智
081法登000004,9,理　事,呂煥彩
081法登000005,1,理事長,莊自智
081法登000005,2,常務理事,胡榮宗
081法登000005,3,常務理事,曾伯福
081法登000005,4,常務理事,陳橋木
081法登000005,5,常務理事,張莊桂桑
081法登000005,6,"理  事",蘇進福
081法登000005,7,"理  事",翁致昌
081法登000005,8,"理  事",洪啟洋
081法登000005,9,"理  事",洪勤善
081法登000005,10,"理  事",洪鐵男
081法登000005,11,"理  事",黃忠義
081法登000005,12,"理  事",陳得永
081法登000005,13,"理  事",高自東
081法登000005,14,"理  事",薛光燦
081法登000005,15,"理  事",林金爽
081法登000005,16,常務監事,郭振家
081法登000005,17,"監  事",呂再池
081法登000005,18,"監  事",莊溫柔
081法登000005,19,"監  事",洪自謀
081法登000005,20,"監  事",謝文敏
081法登000006,1,理事長,許文汞
081法登000006,2,理　事,許添福
081法登000006,3,理　事,許有成
081法登000006,4,理　事,許保朝
081法登000006,5,理　事,許文明
081法登000006,6,理　事,許禮義
081法登000006,7,理　事,許文行
081法登000006,8,理　事,許錫棋
081法登000006,9,理　事,許明敏
081法登000006,10,常務監事,許文壹
081法登000006,11,監　事,許天從
081法登000006,12,監　事,許文生
081法登000007,1,"理 事 長",王可敏
081法登000007,2,常務理事,陳勝棖
081法登000007,3,常務理事,鄭正東
081法登000007,4,"理    事",陳金新
081法登000007,5,"理    事",陳鍾祈
081法登000007,6,"理    事",陳開祥
081法登000007,7,"理    事",鄭樂俤
081法登000007,8,"理    事",杜逞華
081法登000007,9,理事秘書,林杰
081法登000007,10,常務監事,余潤心
081法登000007,11,監　事,朱銘水
081法登000007,12,監　事,陳華清
