登記案號,序號,職稱,姓名
077法登000015,1,董事長,顏世錫
077法登000015,2,"董  事",周世斌
077法登000015,3,"董  事",趙森嚴
077法登000015,4,"董  事",劉世林
077法登000015,5,"董  事",金承武
077法登000015,6,"董  事",蔡德輝
077法登000015,7,"董  事",周祖賠
077法登000015,8,"董  事",許春金
077法登000015,9,"董  事",李貞吉
077法登000015,10,"董  事",周清標
077法登000015,11,"董  事",莊光明
077法登000015,12,"董  事",呂金榮
077法登000015,13,"董  事",谷新洲
077法登財000001,1,董事長,蕭金榮
077法登財000001,2,"董  事","周  稚"
077法登財000001,3,"董  事",劉孟誌
077法登財000001,4,"董  事",彭秀英
077法登財000001,5,"董  事",陳秀真
077法登財000001,6,"董  事",張鈞翔
077法登財000001,7,"董  事",陳雨鑫
077法登財000001,8,"董  事",蕭國雄
077法登財000001,9,"董  事",張寬文
077法登財000001,10,"董  事",徐春雄
077法登財000001,11,"董  事",何明淦
077法登財000044,1,董事長,伏迺樂
077法登財000044,2,"董  事",吳學燕
