登記案號,序號,職稱,姓名
077法登000001,1,董事長,"黃  滿"
077法登000002,1,董事長,陳鐵夫
077法登000002,2,"董  事",胡佑國
077法登000002,3,"董  事",孔凡均
077法登000002,4,"董  事",金　縢
077法登000002,5,"董  事",王德棻
077法登000002,6,"董  事",楊肇鳳
077法登000002,7,"董  事",王玉珍
077法登000003,1,董事長,廖德榮
077法登000004,1,董事長,陳癸淼
077法登000005,1,董事長,楊金欉
077法登000006,1,董事長,張秀政
077法登000007,1,董事長,許老有
077法登000008,1,董事長,莫翔興
077法登000008,2,常務董事,徐　亨
077法登000008,3,常務董事,趙石溪
077法登000008,4,常務董事,蔣一安
077法登000008,5,常務董事,羅福山
077法登000008,6,常務董事,商惟翕
077法登000008,7,常務董事,馮定國
077法登000008,8,"董  事",譚衍慶
077法登000008,9,"董  事",林良弼
077法登000008,10,"董  事",丁達民
077法登000008,11,"董  事",譚一川
077法登000008,12,"董  事",楊世昌
077法登000008,13,"董  事",商志有
077法登000009,1,理事長,邱楹棟
077法登000009,1,董事長,黃煌雄
077法登000009,1,理事長,邱楹棟
077法登000009,1,董事長,黃煌雄
077法登000009,2,"董  事",陳欽諭
077法登000009,2,"董  事",陳欽諭
077法登000009,3,"董  事",陳志堅
077法登000009,3,"董  事",陳志堅
077法登000009,4,"董  事",曹純鏗
077法登000009,4,"董  事",曹純鏗
077法登000009,5,"董  事",林阿萬
077法登000009,5,"董  事",林阿萬
077法登000009,6,"董  事",李嘉明
077法登000009,6,"董  事",李嘉明
077法登000009,7,"董  事",魏泰弘
077法登000009,7,"董  事",魏泰弘
077法登000009,8,"董  事",林健次
077法登000009,8,"董  事",林健次
077法登000009,9,"董  事",黃煌儀
077法登000009,9,"董  事",黃煌儀
077法登000009,10,"董  事",吳月娥
077法登000009,10,"董  事",吳月娥
077法登000009,11,"董  事",江澄祥
077法登000009,11,"董  事",江澄祥
077法登000010,1,董事長,蕭永豐
077法登000011,1,董事長,林福裕
077法登000011,2,"董  事",陳進福
077法登000011,3,"董  事",張藍幸珠
