登記案號,序號,職稱,姓名
059法登000153,1,董事長,游建池
059法登000153,2,董　事,李樹木
059法登000153,3,董　事,范有德
059法登000153,4,董　事,陳紅記
059法登000153,5,董　事,呂傳良
059法登000153,6,董　事,邱瑞長
059法登000153,7,董　事,陳誠桐
059法登000153,8,董　事,曹阿子
059法登000153,9,董　事,林金海
059法登000153,10,董　事,林乾隆
059法登000153,11,董　事,林孫鎮
059法登000153,12,董　事,林汝榮
059法登000153,13,董　事,呂傳佳
059法登000153,14,董　事,游紅嬰
059法登000153,15,董　事,游阿春
059法登000153,16,董　事,陳章文
059法登000153,17,董　事,張木錦
059法登000153,18,董　事,呂阿桐
059法登000153,19,董　事,林進富
059法登000153,20,董　事,林家美
059法登000153,21,董　事,游國政
059法登000153,22,董　事,游建樹
059法登000153,23,董　事,林水柳
059法登000343,1,董事長,黃繼俊
059法登000343,2,"董  事",黃世雄
059法登000343,3,"董  事",黃博達
059法登000343,4,"董  事",張國安
059法登000343,5,"董  事",林彩珠
059法登000343,6,"董  事",賴富峰
059法登000343,7,"董  事",黃世賢
059法登000343,8,"董  事",林進祥
059法登000343,9,"董  事",邱黃麗華
059法登000343,10,"董  事",李金枝
059法登000343,11,"董  事",盧成鈺
059法登000360,1,董事長,施能傑
059法登000360,2,"董  事",孔憲凱
059法登000360,3,"董  事",成文秀
059法登000360,4,"董  事",孔大衛
059法登000360,5,"董  事",王景濤
059法登000360,6,"董  事",李仲泰
059法登000360,7,"董  事",葉維新
059法登000360,8,"董  事",王藍田
059法登000360,9,"董  事",劉毅文
059法登000396,1,董事長,"黃  定"
059法登000396,2,董　事,洪水塗
059法登000396,3,董　事,施進成
059法登000396,4,董　事,黃忠福
059法登000396,5,董　事,"林  惜"
059法登000396,6,董　事,李鈴木
059法登000396,7,董　事,陳再添
059法登000396,8,董　事,尤坤煌
059法登000396,9,董　事,許家駒
059法登000396,10,董　事,陳得金
059法登000396,11,董　事,林文牽
059法登000396,12,董　事,丁水泉
059法登000396,13,董　事,洪紅毛
059法登000396,14,董　事,"王  興"
059法登000396,15,董　事,"林  月"
