登記案號,序號,職稱,姓名
075法登000003,1,董事長,黃宗焜
075法登000003,1,董事長,黃宗焜
075法登000003,2,"董  事",王英石
075法登000003,2,"董  事",王英石
075法登000003,3,"董  事",賴灑水
075法登000003,3,"董  事",賴灑水
075法登000003,4,"董  事",陳鄭坤範
075法登000003,4,"董  事",陳鄭坤範
075法登000003,5,"董  事",林啟徽
075法登000003,5,"董  事",林啟徽
075法登000003,6,"董  事",陳增福
075法登000003,6,"董  事",陳增福
075法登000003,7,"董  事",侯清利
075法登000003,7,"董  事",侯清利
075法登000003,8,"董  事",何嘉洋
075法登000003,8,"董  事",何嘉洋
075法登000003,9,"董  事",劉昭華
075法登000003,9,"董  事",劉昭華
075法登000021,1,董事長,"吳  惠"
075法登000021,2,"董  事",張博雅　
075法登000021,3,董　事,莊俊銘
075法登000021,4,"董  事",范耀彬
075法登000021,5,"董  事",陳鏡村
075法登000021,6,"董  事",蔡連樹
075法登000021,7,"董  事",張清豐
075法登000021,8,"董  事",林國翰
075法登000021,9,"董  事",鍾任琴
075法登000021,10,"董  事",劉先𦤎
075法登000021,11,"董  事",陳毓雋
075法登000021,12,"董  事",許健夫
075法登000021,13,"董  事",林明美
075法登000021,14,"董  事",賴進祥
075法登000021,15,"董  事",陳珠愛
075法登000021,16,"董  事",蔡嘉田
075法登000021,17,"董  事",陳朝陽
075法登000021,18,"董  事",陳嘉雄
075法登000021,19,"董  事",黃鈞堂
075法登000021,20,"董  事",吳安然
075法登000021,21,"董  事",陳昭峰
075法登000036,1,董事長,賴振松
075法登000036,2,"董  事",李祖鍊
075法登000036,3,"董  事","魏  淦"
075法登000036,4,"董  事",辜金良
075法登000036,5,"董  事",陳永豐
075法登000036,6,"董  事",黃健治
075法登000036,7,"董  事",沈添富
075法登000036,8,"董  事",蔡弘聰
075法登000036,9,"董  事",黃暉煌
