登記案號,序號,職稱,姓名
080法登000001,1,董事長,胡惠美
080法登000001,2,"董  事",呂明毅
080法登000001,3,"董  事",胡朝生
080法登000001,4,"董  事",王福村
080法登000001,5,"董  事",黃樹斌
080法登000001,6,"董  事",胡朝貴
080法登000001,7,"董  事",陳清泰
080法登000001,8,"董  事",胡蒼吉
080法登000001,9,"董  事",蘇秋惠
080法登000002,1,董事長,馬哲儒
080法登000002,2,常務董事,翁政義
080法登000002,3,常務董事,馬忠良
080法登000002,4,常務董事,李士榮
080法登000002,5,常務董事,葉茂榮
080法登000002,6,"董  事",楊明宗
080法登000002,7,"董  事",蔡三元
080法登000002,8,"董  事",閻振瀛
080法登000002,9,"董  事",李育嘉
080法登000002,10,"董  事",李克讓
080法登000002,11,"董  事",黃崑巖
080法登000002,12,"董  事",同福星
080法登000002,13,"董  事",陳金雄
080法登000002,14,"董  事",王唯科
080法登000002,15,"董  事","章  然"
080法登000002,16,"董  事",陳鴻志
080法登000002,17,"董  事",杜清全
080法登000004,1,董事長,許明源
080法登000004,2,"董  事",張永清
080法登000004,3,"董  事",游耀民
080法登000004,4,"董  事",馬蔭春
080法登000004,5,"董  事",鄭魁香
080法登000004,6,"董  事",吳寶榮
080法登000004,7,"董  事",莊清旭
080法登000006,1,董事長,陳龔玉葉
080法登000006,2,"董  事",許建裕
080法登000006,3,"董  事",毛昭江
080法登000006,4,"董  事",陳益茂
080法登000006,5,"董  事",蔡大港
080法登000006,6,"董  事",高宗仁
080法登000006,7,"董  事",龔英顯
080法登000006,8,"董  事",王文雄
080法登000006,9,"董  事",翁經典
080法登000006,10,"董  事",李德義
080法登000006,11,"董  事",周大圍
080法登000006,12,"董  事",莊清飛
080法登000006,13,"董  事",黃景成
080法登000009,1,董事長,傅定忠
080法登000009,2,常務董事,張泰來
080法登000009,3,常務董事,謝昌登
080法登000009,4,"董  事",劉彥文
080法登000009,5,"董  事",林冠宏
080法登000009,6,"董  事",袁申美
080法登000009,7,"董  事",張　健
080法登000010,1,理事長,鄭壽龍
080法登000010,2,常務理事,林中財
080法登000010,3,常務理事,黃經洲
080法登000010,4,"理  事",葉鴻銘
080法登000010,5,"理  事",陳俊源
080法登000010,6,"理  事",許明忠
080法登000010,7,"理  事",吳天和
080法登000010,8,"理  事",呂榮堂
080法登000010,9,"理  事",林獻章
080法登000011,1,董事長,莊柏林
080法登000011,2,"董  事",蕭天讚
080法登000011,3,"董  事",吳豐山
080法登000011,4,"董  事",莊懷義
080法登000011,5,"董  事",尤耿雄
080法登000011,6,"董  事",施湘興
080法登000011,7,"董  事",黃進蓮
080法登000011,8,"董  事",莊李三嬌
080法登000011,9,董　事,莊志堯
080法登000012,1,董事長,鄭再發
080法登000012,2,"董  事",林世傑
080法登000012,3,"董  事",顏國全
080法登000012,4,"董  事",吳時彥
080法登000012,5,"董  事",黃昭凱
080法登000012,6,"董  事",林榮達
080法登000012,7,"董  事",李宗南
080法登000012,8,"董  事",黃高松
080法登000012,9,"董  事",鄭勝輝
080法登000012,10,"董  事",李耀庭
080法登000012,11,"董  事",陳明雄
080法登000014,1,董事長,黃慶芳
080法登000014,2,"董  事",黃慶雲
080法登000014,3,"董  事",楊文福
080法登000014,4,"董  事",黃春木
080法登000014,5,"董  事",陳連福
080法登000014,6,"董  事",陳榮森
080法登000014,7,"董  事",汪三奇
080法登000014,8,"董  事",林　修
080法登000014,9,"董  事",黃棍桐
080法登000014,10,"董  事",洪利桔
080法登000014,11,"董  事",黃華祥
080法登000014,12,"董  事",黃慶琅
080法登000014,13,"董  事",黃春夏
080法登000014,14,"董  事",蔡明東
080法登000014,15,"董  事",林隆祥
080法登000015,1,董事長,韓良成
080法登000015,2,"董  事",陳一鶴
080法登000015,3,董　事,李運進
080法登000015,4,董　事,張德香
