登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,代理人,代理人住址,郵遞區號,第二個代理人,第二個代理人住址,郵遞區號,送達代收人姓名,送達代收人住址,郵遞區號,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因,網站連結
076法登000001,1,2,陳文貞,4,0751224,0760112,0760114,1冊4頁,,0,譚瑞雲,財團法人台灣省基隆市基隆教會,0451122,基隆市仁二路延平街十一號,弘揚耶穌基督十字架福音,由信徒自動樂捐,基隆市政府七十五年十二月十二日七五基府民禮字六九四八五號,不定期,5711173.00,1,0760114,0921218,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/TmJNPITEWghO4pOQBtZ5xsImQi2JA_4jesPH84EVl2-tvC7Z0vGG
076法登000002,1,2,陳文貞,51,0760210,0760223,0760227,4冊18頁,1,2,胡建華,財團法人基隆市胡氏漁民遺屬慈善服務基金會,0720425,基隆市中正路六六四號,本會以照顧漁民海難遺孤扶助，協助政府照顧低收入戶生咶扶助為宗旨,捐助,基隆市政府七十六年一月廿六日七六基府社福字第四三五九號,永久,6000000.00,1,0760227,0921218,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/6t3iHoUPPveiMdYEbziLgzM8F05WKnmbz5uuzWnZ7P1ecR2yfkpy8w==
076法登000003,1,2,陳文貞,12,0760316,0760407,0760413,1冊12頁,2,5,謝修平,財團法人台灣省基隆市私立二信高級中學,0540603,基隆市立德路二四三號,發展台灣省基隆市私立二信高級中學,由創辦人自籌,台灣省政府教育廳七十六年三月十三日七六教二字第三０六四０號,不定期,44061897.00,1,0760413,0921218,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/8MuEyvMaEI7JHtR2ubNCzgIk99iyBy4Kxp36R7-f1EzK1AFVi4gexQ==
076法登000007,1,2,陳文貞,14,0760713,0760720,0760722,1冊14頁,1,0,"黃  偉",財團法人台灣省基隆市基督徒聚會處,0541228,基隆市中正二路二號,確保公有財產權益,捐助,基隆市政府七十六年六月十八日七六基府民禮字第三三六六０號,不定期,176900.00,1,0760722,0921218,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/vV8vRaYb7DEUtfXueg3fUvMBV16w3j3cbl7xvMO3WvK5VOxAPeuV7Q==
076法登000008,2,2,陳文貞,53,0760806,0760820,0760821,4冊20頁,2,2,何茂榮,社團法人基隆主普壇管理委員會,0730113,基隆市義二路二０一號,確保財產維護管理運用，並關於各姓宗親會為值年主普，舉辦設壇超渡，放水燈祈求風調雨順，國泰民安等祭典事項,由各姓宗親會捐贈,基隆市政府七十六年七月廿八日七六基府社行字第四二０九七號,永久,7769590.00,1,0760821,0921218,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/u6oGxDp9GMg5-TVw88JpT6RO0U_5n5G4LGgBF4t_-9rSowCzRMPUow==
076法登000009,1,2,陳文貞,48,0760818,0760820,0760821,4冊15頁,2,2,江春源,財團法人基隆市江氏東峰公神明會,0691223,基隆市華四街十四號,奉祀神明闡揚善良風氣，舉辦社會福利公益慈善事業,捐助,基隆市政府七十六年八月十二日七六基府民禮字第四五六四０號,不定期,2000000.00,1,0760821,0921218,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/4IivvI1ZWJGHBKywxwioxLvU8gzYlAkcVrL6WNrhUGQ8HShQ08KhLg==
076法登000010,1,2,陳文貞,2,0760921,0760927,0760929,1冊2頁,2,3,張春熙,財團法人基隆市私立博愛仁愛之家,0431104,基隆市暖暖區源遠路二五四號,以舉辦並發展社會福利事業為宗旨,捐助及補助,基隆市政府七十六年八月廿二日七六基府社福字第四八六九八號,不定期,100000000.00,1,0760929,0921218,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/kBrI1aDymoNDaSOt0O0kvHY-5WsViaig9O3Bhoo2n6kXc-VKQFBj
076法登000012,1,2,陳文貞,21,0761021,0761030,0761102,3冊5頁,2,8,"楊  璞",財團法人私立德育護理專科學校,0560623,基隆市復興路三三六號,確保公有財產,捐助,教育部五十六年六月二十日台高字第一０三二二號,"永  久",63565936.00,1,0761102,0921218,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Hv-4g7fZWA9StE1SIP5GudC10xo2sIZllSPuMEYsf28Y6M4C3R3UzA==
076法登000013,2,1,陳文貞,55,0761109,0761210,0761211,4冊22頁,,0,金亨淳,社團法人台灣省韓僑協會,0761210,基隆市義一路二十巷七號,為謀求會員間互助合作敦睦情誼以使會員文化經濟生活之向上並致力於中韓國民外交及文化交流為目的,僑民自由捐助,台灣省政府社會處卅七年八月五日,永久,965000.00,1,0761211,0921218,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/r37Hl5zXsqEMsiI4Nx2a_WF0IdyME4XLslt4_V0HEcA4sThkMKmbFw==
076法登000014,2,1,陳文貞,57,0761210,0770504,0770509,4冊24頁,,0,林循意,社團法人基隆市福州十邑同鄉會,0770504,基隆市信五路五十五號,聯絡福州旅居基隆市之同鄉感情並本互助精神舉辦公共福利為宗旨,會員出資會費收入,基隆市政府七十七年四月廿六日七七基府社行字第二一０三二號,永久,8787737.00,1,0770509,0921218,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/sr86GSDDRjAKFbWRJZB_4-77fR-C9RXr40CUn4Nemq9XRwaKYNipcg==
