登記案號,序號,職稱,姓名
072法登000001,1,董事長,陳碧玉
072法登000001,2,常務董事,郭英珠
072法登000001,3,常務董事,陳碧山
072法登000001,4,"董  事",林永炫
072法登000001,5,"董  事",高秀美
072法登000001,6,"董  事",陳國男
072法登000001,7,"董  事",陳景村
072法登000001,8,"董  事",陳來旺
072法登000001,9,"董  事",黃清安
072法登000001,10,"董  事",黃清嶺
072法登000001,11,"董  事",陳樹向
072法登000001,12,"董  事",梁火慶
072法登000001,13,"董  事",林𤋮城
072法登000002,1,董事長,李咏足
072法登000002,2,"董  事",李信雄
072法登000002,3,"董  事",葉金波
072法登000002,4,"董  事",張添卿
072法登000002,5,"董  事",李彩鳳
072法登000003,1,董事長,藍榮德
072法登000003,2,"董  事",劉燧
072法登000003,3,"董  事",巫文芳
072法登000003,4,"董  事",何瑪麗
072法登000003,5,"董  事",高麗蓮
072法登000003,6,董　事,陳以貴
072法登000003,7,"董  事",謝承益
072法登000003,8,"董  事",游象賢
072法登000003,9,"董  事",廖正義
072法登000003,10,"董  事",　　　　
072法登000003,11,"董  事",　　　　
