登記案號,序號,職稱,姓名
072法登000002,1,董事長,郭慶文
072法登000002,2,常務董事,蔡錦讚
072法登000002,3,常務董事,陳石山
072法登000002,4,常務董事,許坤澤
072法登000002,5,常務董事,蔡坤助
072法登000002,6,"董  事",蔡炎山
072法登000002,7,"董  事",蘇洪月嬌
072法登000002,8,"董  事",蔡博崇
072法登000002,9,"董  事",邱肇宏
072法登000002,10,"董  事",蔡林海
072法登000002,11,"董  事",陳秋霖
072法登000002,12,"董  事",黃滄雄
072法登000002,13,"董  事",蔡輔雄
072法登000003,1,董事長,郭慶文
072法登000003,2,常務董事,蔡錦讚
072法登000003,3,常務董事,陳石山
072法登000003,4,常務董事,許坤澤
072法登000003,5,常務董事,蔡坤助
072法登000003,6,"董  事",蔡炎山
072法登000003,7,"董  事",蘇洪月嬌
072法登000003,8,"董  事",蔡博崇
072法登000003,9,"董  事",邱肇宏
072法登000003,10,"董  事",蔡林海
072法登000003,11,"董  事",陳秋霖
072法登000003,12,"董  事",黃滄雄
072法登000003,13,"董  事",蔡輔雄
072法登000031,1,董事長,陳漢昌
072法登000031,2,"董  事",陳川生
072法登000031,3,"董  事",廖長茂
072法登000031,4,"董  事",唐榮耀
072法登000031,5,"董  事",林新丁
072法登000031,6,"董  事",廖福榮
072法登000031,7,"董  事",陳燦勳
072法登000031,8,"董  事",張秋源
072法登000031,9,"董  事",許福安
072法登000032,1,董事長,鍾炳輝
072法登000032,2,"董  事",莊勝通
072法登000032,3,"董  事",楊鎧慧
072法登000032,4,"董  事",張炯墉
072法登000032,5,"董  事",張榮輝
072法登000032,6,"董  事",陳開明
072法登000032,7,"董  事",許風評
072法登000032,8,"董  事",呂焜森
072法登000032,9,"董  事",李源榮
072法登000032,10,常務監事,張捷芳
072法登000032,11,"監  事",陳永明
072法登000032,12,"監  事",賴正三
