登記案號,序號,職稱,姓名
072法登000010,1,董事長,謝森中
072法登000010,2,副董事長,鄒祖焜
072法登000010,3,副董事長,李志仁
072法登000010,4,"董  事",楚崧秋
072法登000010,5,"董  事",薛人仰
072法登000010,6,"董  事",李新民
072法登000010,7,"董  事",易勁秋
072法登000010,8,"董  事",朱匯森
072法登000010,9,"董  事",朱書麟
072法登000010,10,"董  事",王成聖
072法登000010,11,"董  事",劉兆漢
072法登000010,12,"董  事",楊潔豪
072法登000010,13,"董  事",虞兆中
072法登000010,14,"董  事",葛錦昭
072法登000010,15,"董  事",余傳韜
072法登000010,16,"董  事",俞筱鈞
072法登000010,17,"董  事",程志新
072法登000010,18,"董  事",徐小波
072法登000010,19,"董  事",李鍾熙
072法登000010,20,"董  事",王　隆
072法登000010,21,"董  事",沈麗梅
072法登000065,1,董事長,鍾朝嵩
072法登000065,2,"董  事",鍾朝俊
072法登000065,3,"董  事",王家興
072法登000065,4,"董  事",王德雄
072法登000065,5,"董  事",徐金水
072法登000065,6,"董  事",劉江煎
072法登000065,7,"董  事",簡茂椿
072法登000065,8,"董  事",江宏鈐
072法登000065,9,"董  事",陳偉雄
072法登財000001,1,董事長,張淵量
072法登財000001,2,"董  事",張雲翔
072法登財000001,3,"董  事",蘇哲震
072法登財000001,4,"董  事",羅裕翔
072法登財000001,5,"董  事",李春生
072法登財000001,6,"董  事",張原逢
072法登財000001,7,"董  事",仇劍錡
072法登財000001,8,"董  事",梁信龍
072法登財000001,9,"董  事",林雲鈿
072法登財000025,1,董事長,劉國昭
072法登財000025,2,"董  事",史欽泰
072法登財000025,3,"董  事",谷家華
072法登財000025,4,"董  事",江渡村
072法登財000025,5,"董  事",吳文雅
072法登財000025,6,"董  事",翁樸山
072法登財000025,7,"董  事",許來發
072法登財000025,8,"董  事",許鵬翔
072法登財000025,9,"董  事",鄭崇華
072法登財000025,10,"董  事",鄭富雄
072法登財000025,11,"董  事",鍾達雄
