登記案號,序號,職稱,姓名
056法登000010,1,董事長,鄭連坤
056法登000010,2,"董  事",吳天賜
056法登000010,3,"董  事",林宗要
056法登000010,4,"董  事",林彼得
056法登000010,5,"董  事",劉冠雄
056法登000010,6,"董  事",王英世
056法登000010,7,"董  事",王添濤
056法登000010,8,"董  事",陳希仁
056法登000010,9,"董  事",邱黃華鎮
056法登000010,10,"董  事",詹德知
056法登000010,11,"董  事",蔡丁貴
056法登000092,1,董事長,陳建中
056法登000092,2,"董  事",余鍾驥
056法登000092,3,"董  事",許燦煌
056法登000092,4,"董  事",郭哲
056法登000092,5,"董  事",焦保權
056法登000092,6,"董  事",李鴻超
056法登000092,7,"董  事",高維翰
056法登000092,8,"董  事",金傳標
056法登000092,9,"董  事",陳江章
056法登000092,10,"董  事",許石吉
056法登000092,11,"董  事",楊亨顯
056法登000092,12,"董  事",林孝信
056法登000092,13,"董  事",王廣生
056法登000092,14,"董  事",陳璽安
056法登000092,15,"董  事",石炳榮
056法登000093,1,董事長,劉獻堂
056法登000093,2,"董  事",陳驊騮
056法登000093,3,"董  事",張耀先
056法登000093,4,"董  事",鄭秉禮
056法登000093,5,"董  事",萬華
056法登000093,6,"董  事",儀文範
056法登000093,7,"董  事",蔣復聰
056法登000093,8,"董  事",張吟秋
056法登000093,9,"董  事",姚景如
056法登000093,10,"董  事",黃旭東
056法登000093,11,"董  事",潘爾溫
