登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,代理人,代理人住址,郵遞區號,第二個代理人,第二個代理人住址,郵遞區號,送達代收人姓名,送達代收人住址,郵遞區號,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因,網站連結
066法登000003,1,2,黃憲華,64,0660104,0660104,0660104,3冊8頁,2,5,陳田錨,財團法人台灣省高雄市私立三信高級商業職業學校,0571203,高雄市苓雅區三多一路132號,創辦三信高級商業職業學校並謀其發展為目的。,由高雄市第三信用合作社捐助,四十七年九月五日臺灣省教育廳,永久,10005918.00,1,0660104,0660630,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/jUELbN7EK5Lpndz0MYZdAVc11kCCVNpWWnDqKPfDQJliXX35xJMlaQ==
066法登000012,1,1,黃憲華,127,0660301,0660412,0660412,4冊23頁,,0,董事長,財團法人台灣省高雄縣五甲基督教浸信會,0660412,高雄縣鳳山市五甲路天興三巷一號之一,宣揚基督福音、遵行聖經教訓、領人歸主、服務社會辦理教育、慈善等事業。,捐助,高雄縣政府六十三年十二月十七日,永久,720000.00,1,0660412,0691231,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/10--CZvclcl_JlhXDYY_g2Zow5Zb5EnXMxrJn0dLqbvy0PHgY6ROXcQ=
066法登000017,1,2,黃憲華,30,0660323,0660323,0660323,2冊4頁,2,,李天生,財團法人台灣省高雄市私立大榮高級工業職業學校,0510528,高雄市鼓山區大榮街1號,以協助高雄市私立大榮高級中學發展為目的。,李天生捐助,台灣省政府教育廳、中華民國49年3月8日,永久,15662662.00,1,0660323,0660612,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/J73RBwI1hNtyI4_t0RPEqfC-z305W6M4EnlcyEAkvramzpzL4NDKsQ==
066法登000021,1,2,黃憲華,55,0660426,0660426,0660426,2冊29頁,2,4,董事長,財團法人台灣省高雄市憲德宮,0551231,高雄市前鎮區振豐巷十三號,本財團為宣揚佛教之教義興辦公共事業促進信徒及社會之福利。,捐助,中華民國五十五年七月八日,永久,754790.00,1,0660426,0660812,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/kHI6bqPx4v98-1neXJ2XBzoLmCTFGwGuFiR1G9kS0sy8Aj2R3XgkfQ==
066法登000025,1,2,黃憲華,49,0660502,0660502,0660502,2冊23頁,2,3,董事長,財團法人私立正修工業專科學校,0541012,高雄縣鳥松鄉鳥松村大埤路二十八號,扶助發展正修工業專科學校之經濟而設立,捐助,五十四年九月二十五日教育部,永久,4405280.00,1,0660502,0660720,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/gQdfAZuSXY64pxdFnfSID7Og7SdsVd16FDwudtzgPUDiK1OSeDZVnw==
066法登000028,1,2,黃憲華,57,0660514,0660514,0660514,3冊1頁,1,,董事長,財團法人高雄市私立立志中學,0560123,高雄市三民區立志街42號,以創辦私立立志中學並謀其發展為目的。,由王天池、江麒榮、杜振華、李延品、尚盈川、朱孟常、尚蔭璜、潘孝銳、符萃英、韓鵬鴻、俞希傑、等十一人共同捐贈。,台灣省教育廳、中華民國52年7月15日,永久,0.00,1,0660514,0660630,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/WbldYKwa-KZSv-ipzhh6pRRwD5i_miUBZ3Ngrd831ZCF-2Nw99X8Uw==
066法登000036,1,2,黃憲華,112,0660613,0660613,0660613,4冊7頁,2,2,董事長,財團法人高雄市吳氏宗祠,0630425,高雄市九如二路105號,保管財產及敦睦宗誼兼互助之精神、謀宗親之團結、舉辦祖先之祭祀及辦理社會公益慈善事業為宗旨。,捐助,高雄市政府、中華民國61年3月7日,永久,1400000.00,1,0660613,0661012,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Ks9dlvWdqZDZJZDJx_dLHmu9wXmEh5cv8HotP8XlhmFzEVbVKyOwBm8=
066法登000037,1,2,黃憲華,45,0660621,0660621,0660621,2冊19頁,2,3,董事長,財團法人私立正氣中學,0531020,高雄縣岡山鎮灣裡里正氣村,響應政府私人興學政策共謀教為事業發展為宗旨。,董事會捐贈,中華民國五十二年八月三十日,永久,832030.00,1,0660621,0660812,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/VRoVugeSJqhYjOXYcbtTay-fi5-agUDVig-Cq-8x_Xx8PlDhHm9xhQ==
066法登000039,1,2,廖政雄,53,0660627,0660627,0660627,2冊27頁,2,2,董事長,財團法人私立文藻女子外國語文專科學校,0550628,高雄市民族一路九OO號,為供應私立文藻外國語文專科學校所需之一切設備與經費,捐助,五十五年五月廿一日教育部,永久,24134107.00,1,0660627,0660912,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/DCDv7aX2ikcjZlw3gdlXcx-oaVaHWgRuqN04uhuCf64lARpflE7bgA==
066法登000040,1,2,廖政雄,106,0660701,0660701,0660701,4冊3頁,2,1,董事長,財團法人高雄市私立國光初級中學,0620904,高雄市楠梓區左楠公路1號,遵照憲法第一五八條規定，；創辦學校，培育員工子弟，發展教育。,捐助,四十八年十月二十八日台灣省政府教育廳,永久,2852600.00,1,0660701,0661203,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/z3Y8YiytB-_77m-eTnw9pB8ESPnagnpxVRF0KlYfg9tts5ZvZIrU8lg=
066法登000041,1,2,廖政雄,101,0660701,0660712,0660712,3冊45頁,2,,董事長,財團法人台灣省高雄市私立國光高級中學,0620427,高雄市楠梓區左楠公路1號,遵照憲法第一五八條之規定，創辦學校，培育員工子弟，發展教育,捐助,台灣省政府教育廳、中華民國60年8月10日,永久,2752020.00,1,0660712,0661219,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Y0NX4EbCIa0TwytZgmvOJt7rmUyq6r0dznQlsvXANAgBM88EOFF3u6c=
066法登000042,1,2,廖政雄,3,0660805,0660805,0660805,1冊4頁,1,0,陳正隆,財團法人高雄市教會聚會所,0440128,高雄市前金區新盛街6號,籌劃監督一切有關本教會傳揚基督聖道為宗旨,本教會各信徒樂捐之不動產,四十三年十一月二日,永久,16146424.00,1,0660805,0670703,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/6ZwJfNVaykxqlzjoCRSjHiy6LYlNe01FMtmxhjPmdcm1h0GYRjIC
066法登000045,1,2,廖政雄,97,0660721,0660805,0660805,3冊41頁,2,,董事長,財團法人台灣省高雄縣私立旗美高級商工職業學校,0620323,高雄縣美濃鎮福義街1號,以創辦私立旗美高級商工職業學校並謀其發展。,捐助,台灣省教育廳、民國56年8月26日教三字第56349號函。,永久,13503166.00,1,0660805,0670703,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/PrRWcB7SmiUcUdPeit8VQd4pO4VwoiwARqgQJ7kXVYwLCTlAvkw-bg==
066法登000047,1,2,廖正雄,15,0660816,0660816,0660816,1冊17頁,2,,周清和,財團法人台灣省高雄市大港保安宮,0481228,高雄市三民區十全一路11號,協助政府推行政令、團結信徒、宣揚教義、發展佛教事業、福利社會為宗旨。,信徒所贈,高雄市政府、中華民國四十八年十一月四日,永久,2749285.00,1,0660816,0661219,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/9D5BtuT8KnzrF6Vkdy-jH4tAECXGJCdUe2jUOfo24OFfqFtS2hn0FA==
066法登000049,1,2,廖政雄,96,0660825,0660831,0660831,3冊40頁,2,2,董事長,財團法人高雄高爾夫俱樂部,,高雄市建國三路五四五號,一、提倡高爾夫球運動及其他體育活動。二、襄助本省觀光事業之發展。三、辦理社會公益及經營示範農場與園藝研究。,捐助,五十一年十二月十五日中華民國,永久,1514250.00,1,0660831,0671231,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/ejNcBJo5e5KPG-iz6PI9K5E67hbG3bdejbEqBHlAgV_PKwwh2Zkhmg==
066法登000050,1,2,廖正雄,48,0660829,0660829,0660829,2冊22頁,2,3,董事長,財團法人台灣省高雄市私立樹德女子初級中學,0540915,高雄市三民區建興街五十七號,扶助發展樹德女子初級中學之經濟而設立。,捐助,台灣省政府教育廳中華民國五十三年七月二十二日,永久,41154810.00,1,0660829,0661120,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/XgmuMgo6FoFTEE5ODRwN6GwoaTnnQKSLAqJvsDmgbtCZYwe-TQUAdA==
066法登000055,1,2,廖政雄,89,0660921,0660929,0660929,3冊33頁,2,0,董事長,財團法人私立婦嬰護理助產專科學校,0610325,高雄縣大寮鄉山頂村山頂路172號,為配合政府培育護理助產人才,由董事張鵬圖捐資創設,五十七年七月二十二日教育部,永久,48925197.00,1,0660929,0661219,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/IxYIQ53UH6MDh5ocGiSRsKO4B8l3QOySQiSiOTSUjopY4jsH2brh2g==
066法登000058,1,2,廖政雄,51,0661024,0661024,0661024,2冊25頁,1,2,董事長,財團法人私立東方工業專科學校,0541122,高雄縣內湖鄉內湖村東方路182號,以創辦私立東方工商專科學校並謀其發展為目的,捐助,五十四年十月二日教育部,永久,101556865.00,1,0661024,0661223,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/BurhNj7Usk9sdsha_uG5yDMlJF3lGyG6SGdKWNHdxocrUqE0zrfR2A==
066法登000063,1,2,廖正雄,12,0661124,0661128,0661128,1冊13頁,1,0,程文顯,財團法人高雄縣鳳山市教會聚會所,0470503,高雄縣鳳山市亶公路四十四號,宣揚基督教教義、興辦公益事業促進社會福利。,由教友自動捐獻。,中華民國四十七年三月二十七日,永久,600000.00,1,0921217,0661102,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Q6ZyEQK50itnIw_u2C2XheIyuovPY4k0UT_SLpiJJcEzPN4TvCa3PA==
066法登000066,1,2,廖正雄,21,0661202,0661208,0661208,1冊28頁,2,,鄒堅,財團法人高雄市私立海清中學,0500630,高雄市左營區桃子園,遵照憲法一五八條之規定創辦海青中學並謀求發展為目的。,海軍總部教育費項下補助之,中華民國四十二年六月一日,永久,12557962.00,1,0661208,0670703,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/CRgln4ITYXdZUpQ4iPrhEPzy3Bg4wZ1XqXQkLLlOkKkrE5iOKlyhYA==
066法登000067,1,2,廖政雄,109,0661206,0661206,0661206,4冊6頁,1,2,董事長,財團法人高雄港落海原沉安全基金管理會,0630312,高雄市前鎮區草衙一巷200號,捐助基金處理沉木,凡高雄港進口原木、由貨主每噸捐助新台幣二角五分,六十二年十一月二十八日台灣省政府,永久,5000000.00,1,0661206,0670412,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/ikyOuWL-tHWLj6wxHtpCcL9S9pHY30kq80Ip69LWpNKO21bLyI3n_8w=
066法登000070,1,2,廖政雄,59,0661207,0661212,0661212,3冊3頁,2,0,蔡基成,財團法人私立樂育中學,0560923,高雄縣大寮鄉後庄村1號,扶助發展高雄縣私立樂育初級中學之經濟而設立。,捐助,中華民國五十六年五月五日,永久,5514400.00,1,0661212,0670703,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/65veAsEA1I6ZQj9FgwLtxczA9CasDwINOVLCu_QaccJZgSi_-0hDzQ==
066法登000073,1,1,廖政雄,128,0661215,0661223,0661223,4冊23頁,,0,董事長,財團法人高雄縣國父紀念館籌備會,0661223,高雄縣鳳山市光遠路國父紀念館,國父紀念舘原有建地之管理及辦理登記過戶事項籌建國父紀念舘事項。,捐助,高雄縣政府六十六年十一月三十,國父紀念館籌建完成日止,2584830.00,1,0661223,0661102,,,,,,,,,,,,,,,,（68.5.29目的事業完成，辦理解散）,https://aomp109.judicial.gov.tw/judbp/whd6k/q/EXzrVr7Aixj9TBRlRSe8J2wKREnjCSNDPwr3OsQgSkzXQB9vCxkGtWI=
066法登000075,1,2,廖政雄,102,0661221,0661229,0661229,3冊46頁,2,,董事長,財團法人台灣省高雄縣私立正義工商職業補習學校,0620608,高雄縣鳳山市五甲路50-2號,以創設私立正義高級中學、並謀其發展為目的。,捐助,台灣省政府教育廳、民國62年5月16日,永久,6778132.00,1,0661229,0670703,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/cKjmwY2nuX5KlybNBZoSMqqud8RfPOKBOOFvGokOBteqebFk_htWhtY=
