登記案號,序號,職稱,姓名
052法登000009,1,董事長,"高  塗"
052法登000009,2,"董  事","趙  登"
052法登000009,3,"董  事",黃振裕
052法登000009,4,"董  事",鄭水枝
052法登000009,5,"董  事",劉進興
052法登000009,6,"董  事",簡梧銘
052法登000009,7,"董  事",廖丁旺
052法登000022,1,董事長,劉鉅篆
052法登000022,2,"董  事",李梅樹
052法登000022,3,"董  事",陳財浦
052法登000022,4,"董  事",張心愛
052法登000022,5,"董  事",林丕顯
052法登000022,6,"董  事",廖丁旺
052法登000022,7,"董  事",王添丁
052法登000022,8,"董  事","蘇  杉"
052法登000022,9,"董  事",劉木生
052法登000022,10,"董  事",劉秉根
052法登000022,11,"董  事",傅鐘培
052法登000192,1,董事長,江榮國
052法登000192,2,"董  事",江天枝
052法登000192,3,"董  事",江天慶
052法登000192,4,"董  事",江榮圳
052法登000192,5,"董  事",江金塗
052法登000192,6,"董  事",江欽木
052法登000192,7,"董  事",江萬益
052法登000192,8,"董  事",江新丁
052法登000192,9,"董  事",江長榜
052法登000204,1,董事長,林熊詳
052法登000204,2,"董  事",徐朝鳳
052法登000204,3,"董  事",林熊光
052法登000204,4,"董  事",林崇智
052法登000204,5,"董  事",林克恭
052法登000204,6,"董  事",林衡道
052法登000204,7,"董  事",朱驕陽
052法登000204,8,"董  事",楊水生
052法登000204,9,"董  事",黃春榜
