登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,代理人,代理人住址,郵遞區號,第二個代理人,第二個代理人住址,郵遞區號,送達代收人姓名,送達代收人住址,郵遞區號,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因,網站連結
060法登000001,1,2,黃金富,30,0600705,0600705,0600705,2冊4頁,2,,李天生,財團法人私立大榮高級工業職業學校,0510528,高雄市鼓山區大榮街1號,以協助高雄市私立大榮高級中學發展為目的。,李天生捐助,台灣省政府教育廳、中華民國49年3月8日,永久,15662662.20,1,0600705,0601010,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/NTEgeLn2FpvFO2Od7_N1-5ETFk7vrLxdtIMSJzkpUcB4KArS1Q4mNw==
060法登000004,1,1,黃金富,76,0600205,0600622,0600622,3冊20頁,,0,董事長,財團法人台灣省高雄縣私立樹人高級藥劑職業學校,0600622,高雄縣湖內鄉湖內村一六八之一號,為響應政府奬勵私人興學之號召培養藥學專門人才以服務社會保健國民為目的。,捐助,中華民國五十八年八月二十五日,永久,1927763.90,1,0600622,0601104,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/q20opMVgHKcuvCJG8p_Eebc2oiGUiO5_9JgTMLrErUmhuYHX6mMVwQ==
060法登000005,1,1,黃憲華,78,0600222,0600222,0600222,3冊22頁,,0,董事長,財團法人台灣省高雄縣岡山教會聚會所,0600222,高雄縣岡山鎮柳橋西路三十八巷一弄五號,傳揚基督福音引人歸主。,信徒奉獻,中華民國六十年元月二十六日,永久,80872.00,1,0600222,0601104,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/LE5j2LfzVSn12tedB8mqZR3eSJZjmiplLeueSdBNwFtJQE6hkIl-uQ==
060法登000007,1,1,黃憲華,79,0600302,0600708,0600708,3冊23頁,,0,董事長,財團法人台灣省高雄市五塊厝關帝殿,0600708,高雄市苓雅區福東二巷三十號,為信仰之淨化向上並協助政府推行政令及宣揚教義興辦慈善公益事業圖謀發展社會福利為目的。,捐助,中華民國五十九年十月六日,永久,1339500.00,1,0600708,0601104,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/D_lM4wt_AUf0OzUVn87EtuaRoE5753PuQDn8xbtJ9eQWHw-y-Mpldw==
060法登000008,1,1,黃憲華,83,0600401,0600729,0600729,3冊27頁,,0,董事長,財團法人高雄市潮汕同鄉會,0600729,高雄市鼓山區捷興二街十七號,以聯絡同鄉感情發揮互助精神協助推行政令舉辦公益事業共謀社會福利為宗旨。,捐助,中華民國五十九年十二月十七日,永久,750000.00,1,0600729,0601104,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/OjtQpDL6bzfCCVCe_LIA-GbaCiiycPRYNgzuWv3a-LFlrxlqrFVstg==
060法登000009,1,1,黃憲華,82,0600406,0600721,0600721,3冊26頁,,0,董事長,財團法人台灣省高雄縣中國基督教長老會青島村教會,0600721,高雄縣小港鄉青島村飛機路1之21號,以篤信聖經長老會基本信條闡揚基督真理傳播十字架寶血救恩、並創辦幼稚園等社會慈善公益事業為宗旨,捐助,五十九年十二月七日台灣省高雄縣政府,永久,125000.00,1,0600721,0601104,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/CKYNlDgEaXj8FacCg6IkhzVCSR03xJhFE1hJuUB57-K75St2rgkKXA==
060法登000010,1,1,黃憲華,111,0600412,0600412,0600412,3冊48頁,,0,董事長,財團法人台灣省高雄縣基督教中華傳道會鳳山聖恩堂,0600412,高雄縣鳳山鎮莒光三村100號,傳佈基督福音建設聖恩堂管理財產,捐助,高雄縣政府中華民國六十年三月二十二日,永久,188000.00,1,0600412,0601104,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/KLkIFpsXIzQCIlK0a7cJpQ-XkJs-k3yiUMrBwz272jH3IyTQTB3m7KE=
060法登000016,1,2,黃憲華,4,0600419,0600419,0600419,1冊5頁,2,,邱道得,財團法人高雄市三塊厝興德團,0441012,高雄市三民區河北二路134號,為圖舊慣信仰之淨化向上、以期社會教化之徹底為目的並對本財團設立資金提供者之三鳳亭廟行祭祀。,由三鳳亭廟及各信徒樂捐。,高雄市政府民政局、四十四年七月二十三日高市民政三字第一二二七八號,永久,252939.00,1,0600419,0601104,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/csuDzD5aGaLYYfznr1jbPEkBAeiuwgvJuPxLKopH0kieq5fqsMhv
060法登000017,1,2,黃憲華,56,0600419,0600623,0600624,2冊30頁,1,1,董事長,財團法人聖徒會,0551221,高雄市三民區錦州街七十二號,本會以宣揚推行天主教之教義及辦理慈善救濟事業並協助政府發展教育為目的,出資方式：承繼原財團法人聖徒會所屬財產即：日據時代之財團法人聖徒會繼承其前身財團法人台灣教區天主公教會之產權。,中華民國五十五年十一月二十八日,永久,7391895.56,1,0921216,0601104,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Rm_JBo1FGVTdjFGqPjmz06mKilGh0idMAmWP2jqaLMTCDRNx7eFlFA==
060法登000018,1,1,黃憲華,77,0600419,0600622,0600622,3冊21頁,,0,董事長,財團法人台灣省高雄縣私立高旗高級工業職業學校,0600622,高雄縣鳳山鎮鳳仁路九十號,以創辦高旗高級工業職業學校並謀其發展為目的。,捐助,中華民國五十九年七月二十日,永久,5171913.00,1,0600622,0601104,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/CxMIkap1QWaQ4A1jdWLuqxh1dg4OnJUEPgnb1z2SqirTlQ-u4KYk8w==
