登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,代理人,代理人住址,郵遞區號,第二個代理人,第二個代理人住址,郵遞區號,送達代收人姓名,送達代收人住址,郵遞區號,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因,網站連結
104法登他000001,1,2,游惠美,96,1040106,1040106,1040107,4冊25頁,2,15,高文良,財團法人新北市樹林健民協會,0390927,新北市樹林區復興路335巷7號,以舉辦輔助地方之教育文化、協助保健衛生、鼓勵增產為目的。,由[樹林信用、利用、購買、販賣、組合]捐助,台北縣政府三十九年五月二十五日辰謙北府三字第一三七號,永久,649902384.00,1,1040106,,,,,,,,,賴淑美,新北市樹林區復興路335巷7號,238,,董事印鑑。,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/n6ghwpASG3spV2D_8LI_GLt4vohbErQrfzOaMqaSl_PPysNZtfNBmWiv-w==
104法登他000002,1,2,游惠美,322,1040107,1040107,1040108,11冊57頁,1,7,曾黃麗明,財團法人新北市私立瀚邦國際社會福利慈善事業基金會,0870715,新北市新莊區長青街17號3樓之2,以舉辦社會福利慈善事業為宗旨。,由曾黃麗明、曾梁源、曾瀚霆捐助。,台北縣政府八十七年七月六日北府教三字第二０四三一七號函,永久,10662237.00,1,1040107,,,,,242,,,,楊丞霖,新北市新莊區長青街17號3樓之2,242,,修正捐助章程第5條條文。,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/IHFIR19cv2AaQPiaY31jrQoTsy--MsjZZl0JskDLhQePHq0J2Usz8qLgrW8=
104法登他000003,1,2,游惠美,225,1040108,1040108,1040109,8冊43頁,1,14,洪山川,天主教光仁學校財團法人,0590406,新北市板橋區中山路2段255巷18號,為發揮天主教教育理念之目的，設立「天主教光仁學校財團法人」。,由財團法人新竹縣天主教聖母聖心會捐助,台灣省政府五十九年四月六日教二字第二九四一四號函,永久,878184118.00,1,1040108,,,,,220,,,,黃錦蓉,新北市板橋區中山路2段255巷18號,220,,"第14屆監察人廖玲馨。
監察人印鑑。",,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/JnBootyWonc8mYScEmsLdQiN05Iq68Cz2clHMnjKuqtlJz6P1WJBLBRR0Qk=
104法登他000004,1,2,游惠美,116,1040109,1040109,1040112,5冊5頁,1,16,楊定一,財團法人明志科技大學,0550601,新北市泰山區貴子里工專路84號,創辦明志科技大學，並謀其發展。,台灣塑膠股份有限公司捐助,教育部五十三年七月六日台53高字第八八五二號令,永久,20504207378.00,1,1040109,,,,,243,,,,,,,,第二屆監察人為黃振青先生。,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Zch184jz_28S8jbKrF7a3Z2gLFS1fOYL9uP0vz3aRkT03q0NaakqIfzTCX0=
104法登他000005,2,2,游惠美,445,1040113,1040113,1040114,16冊3頁,2,14,許文德,社團法人新北市國際生命線協會,0900207,新北市板橋區四川路二段245巷89號,以發揚博愛精神，運用專業能力辦理生命線社會服務工作為宗旨。,會員入會費、常年會費及其他收入。,新北市政府中華民國77年12月4日北府社團換字第0991251004號,永久,13281578.00,1,1040113,,,,,,,,,,,,,"修改章程第9、14條條文。
理監事印鑑。",,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/9HKobqbNSF5M-owbIYKZmg8gdN3T1Mzh_K1JU022da8-9voHz4fxs-pG7eg=
104法登他000006,2,2,游惠美,1085,1040113,1040113,1040114,37冊14頁,2,2,白佳艷,社團法人中華民國天旨慈悲宮慈善功德會,1011101,新北市三重區正義北路21號4樓,（一）走向社會基層，訪老弱，濟助貧苦、探訪幫助無依的民眾，令其生活改善。（二）秉持「有限資源、無限運用」之理念，投入育幼院、教養院、養老院等之濟助工作及慈善活動之贊助。（三）發揮「人饑己饑、人溺己溺」之人道精神，濟貧解困，提倡愛心風氣，喚起民眾仁愛精神。,會員捐款、委託收益、基金及其孳息、捐贈、其他收入。,內政部中華民國101年5月22日台內社字第1010194653號函,永久,20000.00,1,1040113,,,,,,,,,吳莉寧,新北市土城區峯廷街15號9樓之2,236,,理監事印鑑。,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/gAggLAwROlwCE-mNDJB2cbxc1WJc9SwEeRslyb_7Z5TE24cyXR36yTXxVXbI
104法登他000007,1,2,游惠美,67,1040113,1040113,1040114,3冊27頁,2,8,鄭森河,財團法人新北市中國基督教靈糧世界佈道會三重靈糧堂,0801219,新北市三重區力行路1段79號4樓,以往普天下去傳福音給萬民聽，並建立教會為宗旨。,由萬小運等人捐助,台北縣政府八十年十二月十日北府民二字第三八四０一八號函,永久,1829868.00,1,1040113,,,,,,,,,鄭森河,新北市三重區環河南路36號6樓之3,241,,董事印鑑。,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Qr9_e4QVnAj4YCa83Hk3kvDoZ5SRlgzLEhmr5wej3Dgs3nLtOgDP5UTXzA==
104法登他000008,2,2,游惠美,939,1040114,1040114,1040115,32冊18頁,2,2,黃昭銘,社團法人臺灣健康農業發展協會,1000407,新北市板橋區大觀路2段174巷181號1樓,將農業經營與休閒遊憩活動相互結合，以發揮農業生產、促進生態平衡與推展農村休閒觀光旅遊之效果，進而提高國人體驗農業生產與農村生活的機會，並藉由國人對農業資源、自然生態及農村文化的關注及支持，達到提昇農民收益與促進農村繁榮之目標。且基於「生產、生態、生活、生命」之農業體質，強調「健康飲食、生態旅遊、農村文化、體驗教育」之服務定位，建構永續農業有機生活圖像，進而推廣並連結有機農業生產、流通與消費。,入會費、常年會費、事業費、會員捐款、委託收益、基金及其孳息、其他收入。,內政部中華民國99年11月26日台內社字第1000000767號,永久,52076.00,1,1040114,,,,,,,,,,,,,理監事印鑑。,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/PiuoCHUeg7jo1p6rT72Fw8dMHnSYoVLfosa1tATj3rpJ6yRZXlynci0fy_E=
104法登他000009,1,2,游惠美,368,1040115,1040115,1040116,13冊29頁,1,6,洪素月,財團法人崇恩文化教育基金會,0860626,新北市中和區橋和路110號6樓,以宏揚中華文化儒家天道思想為宗旨。,由黃金昌等十七人捐助,台北縣政府八十六年六月十八日北府教三字第二二二八０四號函,永久,32588948.00,1,1040115,,,,,,,,,,,,,新任董事印鑑。,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/y0Sm7qU5UQWuYoX00yNxIODfQLDPXFq1zQtOqCbiIEVVoTDXj0haOnic0k4=
104法登他000010,1,2,游惠美,132,1040115,1040115,1040116,5冊37頁,2,10,干文元,財團法人中華基督福音基金會,0600726,新北市板橋區文化路1段268號地下一層,本會宗旨係本耶穌基督愛人之精神，傳揚基督教教義，兒童事工，支持國內外社會公益慈善事業，從事濟貧、教育、醫療等國際人道救援之捐助。,由干陳鑾鳳等捐助,台北市政府六十年七月二十二日北市府民一字第一二四六號通知〈主管機關改隸臺北縣政府〉,永久,9036847.00,1,1040115,,,,,,,,,丁正坤,新北市板橋區文化路1段268號B1,220,,董事印鑑。,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/5gI_t54j1I0U-zJ5ABpeF3izyZge5L7k7VNNyTQOfFB5YVPp5JmSFPJMOJc=
