登記案號,序號,職稱,姓名
069法登000002,1,董事長,蔡淇茂
069法登000002,2,"董  事","謝  謀"
069法登000002,3,"董  事",洪祖持
069法登000002,4,"董  事",蔡阿田
069法登000002,5,"董  事",吳善奇
069法登000002,6,"董  事",施泉茂
069法登000002,7,"董  事","徐  芋"
069法登000002,8,"董  事",李銀慶
069法登000002,9,"董  事",陳允守
069法登000002,10,"董  事",謝有火
069法登000002,11,"董  事","翁  成"
069法登000002,12,"董  事",陳鐘榛
069法登000002,13,"董  事",陳清圳
069法登000002,14,"董  事",黃朝沈
069法登000002,15,"董  事",江益良
069法登000003,1,董事長,林時傳
069法登000003,2,"董  事",馮中英
069法登000003,3,"董  事",朱人傑
069法登000003,4,"董  事",賴四呈
069法登000003,5,"董  事",柯明謀
069法登000003,6,"董  事",吳萬臨
069法登000003,7,"董  事",王康壽
069法登000003,8,"董  事",楊吉祥
069法登000003,9,"董  事",張順昌
069法登000003,10,"董  事",陳義欣
069法登000003,11,"董  事",洪特壹
069法登000003,12,"董  事",顏銘揚
069法登000154,1,董事長,吳聯星
069法登000154,2,"董  事",吳鑑湖
069法登000154,3,董　事,黃文堯
069法登000154,4,"董  事",馬繼先
069法登000154,5,"董  事",尤水永
069法登000154,6,"董  事",吳聯樹
069法登000154,7,"董  事",徐佳銘
069法登000154,8,"董  事",陳提東
