登記案號,序號,職稱,姓名
074法登000000,1,董事長,林俊慧
074法登000000,2,"董  事",林聖谷
074法登000000,3,"董  事",許永直
074法登000000,4,"董  事",趙子恩
074法登000000,5,"董  事",廖福本
074法登000000,6,"董  事",許文村
074法登000000,7,"董  事",林春文
074法登000000,8,"董  事",許文雄
074法登000000,9,"董  事",陳清秀
074法登000000,10,"董  事",許耿郎
074法登000000,11,"董  事",林源泉
074法登000000,12,"董  事",黃曙
074法登000000,13,"董  事",林素月
074法登000000,14,"董  事",林弘毅
074法登000000,15,"董  事",丁信榮
074法登000004,1,董事長,彭阿豹
074法登000004,2,"董  事",林清風
074法登000004,3,"董  事",魏心修
074法登000004,4,"董  事",王順連
074法登000004,5,"董  事",張賽鳳
074法登000004,6,"董  事",張濟
074法登000004,7,"董  事",張財助
074法登000004,8,"董  事",　　　　
074法登000004,9,"董  事",　　　　
074法登000004,10,"董  事",　　
074法登000004,11,"董  事",　　　　
074法登000011,1,董事長,楊定國
074法登000011,2,"董  事",黃立雪
074法登000011,3,"董  事",周俊雄
074法登000011,4,"董  事",黃耕新
074法登000011,5,"董  事",謝楊以蟬
074法登000011,6,"董  事",黃達
074法登000011,7,"董  事",洪顏榮發
074法登000011,8,"董  事",黃楊甦銘
074法登000011,9,"董  事",廖學喜
074法登000014,1,董事長,李聰因
074法登000014,2,"董  事",李徐秀
074法登000014,3,"董  事",劉孟熊
074法登000014,4,"董  事",郭明松
074法登000014,5,"董  事",許福津
074法登000014,6,"董  事",黃兆熙
074法登000014,7,"董  事",丁金塗
074法登000014,8,"董  事",黃錫忠
074法登000014,9,"董  事",郭獻文
074法登000014,10,"董  事",徐嘉良
074法登000014,11,"董  事",徐玉
074法登000018,1,董事長,謝皙明
074法登000018,2,"董  事",張薄冰
074法登000018,3,"董  事",鍾吉春
074法登000018,4,"董  事",葉景林
074法登000018,5,"董  事",石國良
074法登000032,1,董事長,鍾炳輝
074法登000032,2,"董  事",莊勝通
074法登000032,3,"董  事",張朝森
074法登000032,4,"董  事",張炯墉
074法登000032,5,"董  事",張榮輝
074法登000032,6,"董  事",陳開明
074法登000032,7,"董  事",林風評
074法登000032,8,"董  事",賴正三
074法登000032,9,"董  事",李源榮
074法登000032,10,常務監事,張捷芳
074法登000032,11,"監  事",陳永明
074法登000032,12,"監  事",呂焜森
074法登000037,1,董事長,曹國強
074法登000037,2,"董  事",梁樹森
074法登000037,3,"董  事",杜志儉
074法登000037,4,"董  事",周中文
074法登000037,5,"董  事",黃裕芳
074法登000040,1,董事長,謝皙明
074法登000040,2,"董  事",張薄冰
074法登000040,3,"董  事",鍾吉春
074法登000040,4,"董  事",葉景林
074法登000040,5,"董  事",石國良
074法登000041,1,董事長,徐晉三
074法登000041,2,"董  事",朱永豐
074法登000041,3,"董  事",徐漢民
074法登000041,4,"董  事",穆東芸
074法登000041,5,"董  事",談錫寬
074法登000041,6,"董  事",王蘭芬
074法登000041,7,"董  事",牛錫璉
074法登000041,8,"董  事",張忠語
074法登000041,9,"董  事",陳玉梅
