登記案號,序號,職稱,姓名
058法登000020,1,董事長,孫道亨
058法登000020,2,"董  事","靳  蓉"
058法登000020,3,"董  事",談駿嵩
058法登000020,4,"董  事",孫道存
058法登000020,5,"董  事",楊　準
058法登000020,6,"董  事",余範英
058法登000020,7,"董  事",孫道濟
058法登000020,8,"董  事",薛昭信
058法登000020,9,"董  事",李晶華
058法登000025,1,董事長,謝東明
058法登000025,2,"董  事",黃樹型
058法登000025,3,"董  事","潘  皓"
058法登000025,4,"董  事",黃維翰
058法登000025,5,"董  事",黃金文
058法登000025,6,"董  事",薛高清
058法登000025,7,"董  事",吳文曉
058法登000025,8,"董  事",倪意誠
058法登000025,9,"董  事",吳麟
058法登000025,10,"董  事",楊用行
058法登000025,11,"董  事",朱孟嘗
058法登000025,12,"董  事",周振華
058法登000025,13,"董  事",易本琛
058法登000025,14,"董  事","程  運"
058法登000025,15,"董  事",吳敬基
058法登財000001,1,董事長,"李  和"
058法登財000001,2,"董  事",田有祿
058法登財000001,3,"董  事",李惠慈
058法登財000001,4,"董  事",溫漢生
058法登財000001,5,"董  事",黃賢英
058法登財000001,6,"董  事",司恩惠
058法登財000001,7,"董  事",文瓊恩
058法登財000010,1,董事長,蔣樹芬
058法登財000010,2,"董  事",黃根龍
058法登財000010,3,"董  事",張炳南
058法登財000010,4,"董  事",陳得聰
058法登財000010,5,"董  事",李鳳彬
