登記案號,序號,職稱,姓名
047法登000017,1,董事長,韓石泉
047法登000017,2,常務董事,"沈  榮"
047法登000017,3,常務董事,張顯顥
047法登000017,4,常務董事,侯全成
047法登000017,5,常務董事,李國澤
047法登000017,6,"董  事",趙天慈
047法登000017,7,"董  事",林澄藻
047法登000017,8,"董  事",江萬里
047法登000017,9,"董  事",陳明清
047法登000017,10,"董  事",劉主安
047法登000017,11,"董  事",黃履興
047法登000017,12,"董  事",許嵩煙
047法登000017,13,"董  事",林占鰲
047法登000018,1,董事長,莖克施
047法登000018,2,"董  事",司蜜斯
047法登000018,3,"董  事","黃  漢"
047法登000019,1,董事長,林宗光
047法登000019,2,"董  事",簡友益
047法登000019,3,"董  事",郭頂順
047法登000019,4,"董  事",林榮杰
047法登000019,5,"董  事",楊金柱
047法登000020,1,董事長,翁金護
047法登000020,2,"董  事",蔡培楚
047法登000020,3,"董  事",侯賢杭
047法登000020,4,"董  事",陳清昭
047法登000020,5,"董  事","尤  傳"
