登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,代理人,代理人住址,郵遞區號,第二個代理人,第二個代理人住址,郵遞區號,送達代收人姓名,送達代收人住址,郵遞區號,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因,網站連結
091法登他000001,1,2,林光輝,115,0910114,0910122,0910122,3冊69頁,,0,游長和,財團法人桃園縣私立心燈啟智教養院,0810714,桃園縣觀音鄉富源村八鄰富源十二之十號,收容中重度智能不足者及多重障礙者施予教育、訓練、養護、復健、促進回歸社會，適應正常化生活。,捐助,桃園縣政府八十一年六月二十四日八一府社福字第一一四八七八號函,永久,1000000.00,1,0910123,0910307,0910307,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/QNYj8z2AAsXzFuOMrBnVTkhVdiSFIVGGQUDBARejF0tIUlAuN5_CPKQpmmk=
091法登他000002,1,2,林光輝,190,0910117,0910204,0910204,5冊31頁,,0,"許  銅",財團法人桃園縣私立華林啟智中心,0860111,桃園縣龍潭鄉國聯街一四四號,智能障礙者施以妥善照顧，訓練其獨立生活之能力。,捐助,桃園縣政府八五府社福字第二七０八五一號,永久,1000000.00,1,0910204,0911004,0911004,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/1bIIeiWLYN7VQjiwoioy85d4VmBhaEs2d5UIDJxkia0m_QNfRdUIH5CydF8=
091法登他000003,1,2,林光輝,79,0910117,0910206,0910206,2冊159頁,1,0,徐旭東,財團法人私立元智大學,0760901,桃園縣中壢市內壢里遠東路一三五號,創辦私立元智大學並謀其發展。,捐助,教育部七十六年四月六日台(七六)高一八二七八號函准設立,永久,3476385750.00,1,0910206,0910225,0910225,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/62_mzmSEwAPiwG1t8MirjTe2WSmAUflZQyaZKaejdwYhRaYAK4q5hBxCuA==
091法登他000004,1,2,林光輝,40,0910121,0910131,0910131,2冊1頁,1,0,謝東明,財團法人南亞技術學院,0581016,桃園縣中壢市中山東路三段四一四號,"創辦私立南亞工商專科學校以配合國家經濟建設，培養工業技藝人才為目的  。",捐助,教育部五十八年十月二日台（五八）專字第二０三六三號許可設立,永久,960636351.29,1,0910131,0910206,0910206,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/sVFQwzYKmrQ1raoMrG6x9d5_MarfdQG_Yz3bVeXiLyqzSG7hDD4jZ5vC4w==
091法登他000005,1,2,林光輝,51,0910124,0910307,0910307,2冊47頁,2,0,林明華,財團法人台灣省桃園縣私立至善高級工商職業學校,0740206,桃園縣大溪鎮康莊路六四五號,以創辦私立至善高級工商職業學校並求教育發展為目的。,捐助,台灣省政府教育廳六十二年六月七日許可設立,無限期,223501164.00,1,0910130,0920218,0920218,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/njrtjqfbT5cMwi4spYCXhJpNmWCb1TAywcv-OFEG1rc7qQf7LpQHGB1ebg==
091法登他000006,1,2,林光輝,13,0910124,0910206,0910206,1冊49頁,,0,劉獻堂,財團法人台灣省桃園縣私立振聲高級中學,0551004,桃園縣桃園市復興路四三九號,遵照國家教育暨現行教育法令之規定，辦理高級中學，兼辦職業科、附設國民中學部，暨附設高級進修補習學校並謀其健全發展。,捐助,台灣省政府教育廳五十四年七月二十八日教二字第四四六五三號函核定,無限期,654982131.00,1,0910206,0910225,0910225,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/aP0o_82zStaO4WBM5Srq2U93T8cMINgdtrUlNYim4ilvbtPfujVRzQ4ISQ==
091法登他000007,1,2,林光輝,16,0910124,0910611,0910611,1冊61頁,1,0,林秀芳,財團法人台灣省桃園縣私立新興高級中學,0620515,桃園縣八德市茄苳村永豐路五六三號,創辦私立新興高級工商職業學校並謀其發展。,捐助。,台灣省政府教育廳六十二年五月十五日六二教三字第０七五七四號許可證書。,無限期。,1262237431.00,1,0910611,,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/o3d_BDtRw_esItigrehh5xstKCqDr-LccUJpMsGHNrRcOkMvKiv8kXVAhg==
091法登他000008,1,2,林光輝,119,0910206,0910226,0910226,3冊77頁,,0,張竹為,財團法人桃園縣後備軍人(子女)奬學金基金會,0000000,桃園市介壽路三二二號,奬勵後備軍人及子女努力向學，促進後備軍人情感交流，團結向心。,捐助,桃園縣政府八十一年十一月二十五日八一府教社字第二一八二七號,永久,7535000.00,1,0910226,0910328,0910328,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/0oC2Ig6xsCoWuhWlQlFGDS782iVFhsskDYEqW0duitZ62NyuWZPK4r2xr7w=
091法登他000009,1,2,林光輝,172,0910206,0920123,0920123,4冊94頁,,0,吳正牧,財團法人國立中壢高級商業職業學校文教基金會,0850411,中壢市中央西路二段一四一巷一００號,發展校務，改善教學環境，奬勵教師研習進修，促進學生敦品勵學。,捐助,桃園縣政府８５年２月１６日八五府教社字第０２７４６５號,永久,2100000.00,1,0910225,0910314,0910314,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/sUC9kBl_dinifeKysN4somf2WtJJAYKWbkzE_2NVHIaPMevPa8BW_XMOTco=
091法登他000010,2,2,林光輝,284,0910206,0910226,0910226,7冊21頁,,0,邱金魁,社團法人中華道教仙宗協會,0880129,桃園縣大園鄉沙崙村八鄰一０六之二號,以非營利為目的之社會團體教化培養人才、文化宏揚道德、慈善福利社會、共修淨化人心,捐助,內政部八十八年一月五日台內社字第八七四二八三九號,永久,90000.00,1,0910226,0910307,0910307,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/edvHHLGwYuvhZTBRiusWrTYb8JSMAPkmHtd2T9lz5G2r7UMWC7icGi3w4FI=
