登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,代理人,代理人住址,郵遞區號,第二個代理人,第二個代理人住址,郵遞區號,送達代收人姓名,送達代收人住址,郵遞區號,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因,網站連結
079法登000001,1,1,謝怜聰,422,0790202,0790202,0790202,13冊3頁,,0,董事長,財團法人智者文教基金會,0790202,臺中市西區大全街一五四巷十八弄四號,以發揚中華倫理文化及舉辦教育公益業務為宗旨,由簡輝雄等捐助,"臺灣省政府教育廳  中華民國七十八年十一月二十二日",永久,1000000.00,1,0790202,,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/mmsTdgCrSu0UZa2wbfCtjJeVv2P372DTMhRqq0O98HCab6aK4WHmRtM=
079法登000002,2,1,謝怜聰,423,0790219,0790219,0790219,13冊4頁,,0,理事長,社團法人中華種苗學會,0790219,臺中縣新社鄉興中街四十五號,提倡植物種苗研究改良種苗產銷技術促進種苗事業發展,會費收入,"內政部   中華民國七十八年七月八日",永久,605874.00,1,0930128,,0790219,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/XnM1YpoB8zReeDcxYjrDuV9tAUbZ1vsBkhba_BRh1bMMUa-Uo_FK3f0=
079法登000010,1,2,張芳惠,213,0790216,0790216,0790216,8冊6頁,2,5,胡家駿,財團法人中華基督教台中浸信會,0610414,台中市自由路一段九九號,"本耶酥基督精神在台中地區內傳揚聖經教訓,服務社會,辦理教育、          慈善等事業。",由美南浸信會捐助,六十一年四月十四日台灣省政府民政廳,永久,792642.00,1,0790216,,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/xrrvEuiowwd0ZAgUO5UitKg5YUN1TpOAH9l5-3tX7ul67TszejisEE8=
079法登000012,2,1,謝怜聰,433,0790503,0790503,0790504,13冊14頁,,0,陳吉雄,社團法人國際扶輪社中華民國總社臺灣省臺中市第九分社,0790503,臺中市民生路一九七號十二樓之五,鼓勵並培養以服務理想為可貴事業之基礎,社員入會費,"臺中市政府 中華民國七十六年六月十六日","永  久",288000.00,1,0921218,,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Whn2CTbzIh0woifiPiJWnzXK8zmsZGob-ykgQLKl26V0qrg_ZrHnw74=
079法登000015,1,1,謝怜聰,426,0790312,0790312,0790312,130冊7頁,,0,董事長,財團法人臺灣省美術基金會,0790312,臺中市五權西路二號,為保存美術文化財產、推廣美術教育、研究美術學術、提高國民生活品質及促進世界美術交流,由楊天發等捐助,"臺灣省政府教育廳   中華民國七十九年一月二十二日",永久設立,1522422.00,1,0790312,,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/eYFAzgxwzkp6mxrXJAUXjxsbXfRVRQ5xoRlAbsLaFzp1SvyKWOUojJ8=
079法登000016,1,1,謝怜聰,430,0790415,0790420,0790421,13冊11頁,,0,廖繼誠,財團法人臺中縣私立廖繼誠社會福利慈善基金會,0790420,臺中縣太平鄉光華村廍子坑二五八之一號,以舉辦社會福利慈善事業為宗旨。,由廖繼誠捐助,"臺中縣政府  中華民國七十九年一月八日","永  久",10000000.00,1,0770415,,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/g50LOXEEZS2aSIrs23tbqlDHzEbmIj_NrN5jL7aAtc4SAugT15gfopc=
079法登000018,1,1,謝怜聰,428,0790324,0790324,0790324,13冊9頁,,0,董事長,財團法人陳佩伶文教基金會,0790324,臺中市臺中港路一段一五二號二十四樓,發展藝術教育，普及社會教育活動，豐富社會精神內涵，促進社會和諧。,由謝培傑捐助,教育部　　中華民國七十九年二月二日,永久,3000000.00,1,0790324,,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/qXnlzZdrvynbo49Fp2q_0zrMRsWsU14wlyXlk0-xITeeOd3ugLXgfeI=
079法登000020,1,1,謝怜聰,431,0790420,0790420,0790420,13冊12頁,,0,董事長,財團法人馬毓俊先生文教基金會,0790420,臺中市西區模範街二十一巷七號,發揚倫理文化及舉辦教育公益業務為宗旨,由馬毓俊先生財產管理委員會捐助,"臺灣省政府教育廳  中華民國七十九年二月七日","永  久",1500000.00,1,0921218,,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/hin9y5AKhP58ESt-l0OCz2rFqW4L2bTCSR4DdykHirSNAhjgjDglpNE=
079法登000030,1,1,謝怜聰,435,0790531,0790531,0790531,13冊16頁,,0,陳一雄,財團法人中國醫藥學院校友文教基金會,0790531,臺中市南區工學路二之二號,中西醫藥學術研究及社會教育之辦理。,由陳一雄等捐助,"教育部  中華民國七十九年三月二十日","永  久",6000000.00,1,0921218,,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/gKjjVKkV_eMBwb0sCG8Jql35PS3_kzRCD3VNlFvv3k_Hj9ZpluoBCn4=
079法登000038,1,2,謝怜聰,206,0790611,0790611,0790611,7冊63頁,2,2,董事長,財團法人台中市西屯區清隆福宮,0601102,台中市西屯區西安里西安街二號,"供奉主神三宮大帝,三府王爺,福德正神等為倡導復興中華文化並協助        政府改進社會風氣以及改善民俗暨興辦地方公益及慈善事業。",由原隆興宮及福德祠捐助,六十年九月十七日台中市政府,永久,599600.00,1,0820616,,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/TPHFutHgRpMzMLocnhuF7UhT4hzskEz3zGLxIQG_1R9VwXS99-3o_jg=
