登記案號,序號,職稱,姓名
089法登他000001,1,董事長,洪玉明
089法登他000001,2,"董  事",陳秋沐
089法登他000001,3,"董  事","封  勃"
089法登他000001,4,"董  事",黃秀森
089法登他000001,5,"董  事",蔡維雄
089法登他000001,6,"董  事",林定吉
089法登他000001,7,"董  事",邱文煥
089法登他000001,8,"董  事",朱秋龍
089法登他000001,9,"董  事",洪貴生
089法登他000001,10,"董  事",謝慶玲
089法登他000001,11,"董  事",陳信宏
089法登他000001,12,"董  事",黃俊敏
089法登他000001,13,"董  事",王銘國
089法登他000001,14,"董  事",張輝雄
089法登他000001,15,"董  事",黃海濱
089法登他000002,1,董事長,蔡桔來
089法登他000002,2,"董  事",劉耀仁
089法登他000002,3,"董  事",廖台雄
089法登他000002,4,"董  事",曾錦英
089法登他000002,5,"董  事",陳明時
089法登他000002,6,"董  事",鍾湘君
089法登他000002,7,"董  事",楊長勳
089法登他000002,8,"董  事",林正芳
089法登他000002,9,"董  事",邱士珍
089法登他000002,10,"董  事",范美慧
089法登他000002,11,"董  事",鍾孟雪
089法登他000002,12,"董  事",鄭和松
089法登他000002,13,"董  事",鍾彩富
089法登他000003,1,董事長,劉錦志
089法登他000003,2,"董  事",徐昌榮
089法登他000003,3,"董  事",陳華木
089法登他000003,4,"董  事",劉高橋
089法登他000003,5,"董  事",宋淵貴
089法登他000003,6,"董  事",徐春木
089法登他000003,7,"董  事",何衡清
089法登他000003,8,"董  事",徐輝球
089法登他000003,9,"董  事",徐永和
089法登他000003,10,"董  事",黃玉衡
089法登他000003,11,"董  事",李玉展
089法登他000003,12,"董  事",吳明波
089法登他000003,13,"董  事",劉國昭
089法登他000003,14,"董  事",范光順
089法登他000003,15,"董  事",黃東岳
089法登他000004,1,董事長,陳徵祥
089法登他000004,2,"董  事",沈以山
089法登他000004,3,"董  事",張森木
089法登他000004,4,"董  事",張年明
089法登他000004,5,"董  事",郭光寬
089法登他000004,6,"董  事",黃耀祖
089法登他000004,7,"董  事",蔡清順
089法登他000005,1,董事長,傅學鵬
089法登他000005,2,"董  事",林書鴻
089法登他000005,3,"董  事",陳榮典
089法登他000005,4,"董  事",陳健三
089法登他000005,5,"董  事",張宗璽
089法登他000005,6,"董  事",洪寶燄
089法登他000005,7,"董  事",趙藤雄
089法登他000005,8,"董  事",熊名武
089法登他000005,9,"董  事",劉文斌
089法登他000005,10,"董  事",謝廣源
089法登他000005,11,"董  事",古鎮清
089法登他000005,12,"董  事",賴育生
089法登他000005,13,"董  事",韓鴻恩
089法登他000005,14,"董  事",周世明
089法登他000005,15,"董  事",李建雄
089法登他000005,16,"董  事",溫振琴
089法登他000005,17,"董  事",許滿顯
089法登他000005,18,"董  事",謝逸雄
089法登他000005,19,"董  事",黃晴文
089法登他000005,20,"董  事",黃碧玉
089法登他000005,21,"董  事",李清岳
089法登他000005,22,"董  事",陳秀龍
089法登他000006,1,董事長,黃新松
089法登他000006,2,"董  事",廖上烜
089法登他000006,3,"董  事",黃陳靜美
089法登他000006,4,"董  事",倪成彬
089法登他000006,5,"董  事",巫綤旭
089法登他000006,6,"董  事",劉廷英
089法登他000006,7,"董  事",林久翔
089法登他000006,8,"董  事",謝阿蘭
089法登他000006,9,"董  事",呂榮泉
089法登他000006,10,"董  事",劉炳輝
089法登他000006,11,"董  事",林佾康
089法登他000006,12,"董  事",饒奇明
089法登他000006,13,"董  事",徐耀昌
089法登他000007,1,董事長,林慧強
089法登他000007,2,"董  事",胡木榮
089法登他000007,3,"董  事",林易慶
089法登他000007,4,"董  事",林智一
089法登他000007,5,"董  事",鄭渭濱
089法登他000007,6,"董  事",張月
089法登他000007,7,"董  事",顏松樹
089法登他000007,8,"董  事",林通明
089法登他000007,9,"董  事",邱庚雲
089法登他000007,10,"董  事",林欽松
089法登他000007,11,"董  事",林慶旺
089法登他000007,12,"董  事",林金樹
089法登他000007,13,"董  事",林金茂
089法登他000007,14,"董  事","裴  偉"
089法登他000007,15,"董  事",黃弘志
089法登他000008,1,董事長,林伯雄
089法登他000008,2,"董  事",戴楊淑珠
089法登他000008,3,"董  事",鄭新教
089法登他000008,4,"董  事",洪美月
089法登他000008,5,"董  事",許信一
089法登他000008,6,"董  事",李鵬程
089法登他000008,7,"董  事",林邱椿
089法登他000008,8,"董  事",黃進財　
089法登他000008,9,"董  事",吳翠華
089法登他000008,10,"董  事",蔡萬賀
089法登他000008,11,"董  事",戴義勳
089法登他000009,1,"理 事 長",朱進棟
089法登他000009,2,常務理事,施賢明
089法登他000009,3,常務理事,陳元魁　
089法登他000009,4,"理  事",林錦順
089法登他000009,5,"理  事",陳正村
089法登他000009,6,"理  事",王春木
089法登他000009,7,"理  事",施鳳瑛
089法登他000009,8,"理  事",陳建同
089法登他000009,9,"理  事",林阿綢
089法登他000009,10,常務監事,張惠美
089法登他000009,11,"監  事",江大息
089法登他000009,12,"監  事",吳訪櫻
089法登他000010,1,董事長,羅培焜
089法登他000010,2,"董  事",黃文杰
089法登他000010,3,"董  事",官政鈞
089法登他000010,4,"董  事",吳建興
089法登他000010,5,"董  事",張文光
089法登他000010,6,"董  事",游國書
089法登他000010,7,"董  事",管增忠
089法登他000010,8,"董  事",顏淵坤
089法登他000010,9,"董  事",翁麗雄
089法登他000012,1,董事長,謝陸和
089法登他000012,2,董　事　,王正雄
089法登他000012,3,董　事,葉財益
089法登他000012,4,董　事,黃德泉
089法登他000012,5,董　事　,詹德昌
089法登他000012,6,"董  事",廖英利
089法登他000012,7,"董  事",黃炅郎
089法登他000012,8,"董  事",廖仁添
089法登他000012,9,"董  事",劉政鴻
089法登他000012,10,"董  事",吳家良　
089法登他000012,11,"董  事",王銘文
089法登他000012,12,"董  事",古文雄
089法登他000012,13,"董  事",彭金龍
089法登他000012,14,"董  事",吳春雄
089法登他000012,15,"董  事",張義盈
089法登他000012,16,"董  事",黃榮勳
089法登他000012,17,"董  事",陳忠本
089法登他000012,18,"董  事",張玉春
089法登他000012,19,"董  事",黃清雄
