登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,代理人,代理人住址,郵遞區號,第二個代理人,第二個代理人住址,郵遞區號,送達代收人姓名,送達代收人住址,郵遞區號,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因,網站連結
090法登他000002,1,2,簡福助,238,0900102,0900103,0900105,12冊15頁,2,2,吳東進,財團法人同心園醫學基金會,0840624,台北市士林區文昌路九十五號,以舉辦或贊助醫學研究發展，培養其研究人才及提昇其水準為目的。,由吳東進先生等人捐助。,行政院衛生署84.4.18衛署醫字第八四０一九一二０號函,永久,11000000.00,1,0900103,0901011,0900117,王秀亮,台北市光復南路一０二號七樓,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/kUFAd7o-LjHNbBjmmCnyqAQdvhc59rjGYj9-LvirB_xFb3oc-tHKYJtYHM8=
090法登他000003,1,2,簡福助,360,0900102,0900103,0900105,18冊19頁,2,2,周荃,財團法人賢德惜福文教基金會,0861227,台北縣八里鄉舊城村中華路二段一八０號十樓,以台北縣教育政策研究發展暨服務為宗旨，依有關法令規定辦理各項業務。,由台灣邁新企業有限公司及國航航空器工業有限公司共同捐助,台北縣政府⒒八六北府教三字第442361號,永久,2000000.00,1,0900103,0901011,0900117,莊幃竣,台北市南港區八德路四段七六八巷一弄十八號十三樓,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/LgQ3NeXaQ6lTTRmG5GsT1d3Uq7_yCgWHaqeIY4XIjXve6VaLHvJc1IihlOc=
090法登他000005,1,2,簡福助,46,0900103,0900104,0900110,2冊33頁,2,5,陳崇德,財團法人台北市中華唇顎裂兒童基金會,0770421,台北市士林區中山北路六段一二六號五樓,以辦理清寒家庭之唇顎裂兒童醫療費用補助及復健服務為目的。,捐助,台北市政府社會局77.3.31北市社四字第一０六四七號,永久,5500000.00,1,0900104,0910201,0900117,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/PGBC4qBLvlyxnsfMqcWtYkHNteDLo_otp5lGzzl6BLeiMB0DzQLb3KiDsw==
090法登他000006,1,2,簡福助,341,0900106,0900110,0900111,17冊21頁,2,2,林忠正,財團法人台灣科技文教基金會,0860925,台北縣汐止市長青路二一０巷六三號,以推動台北縣科技活動與文教之發展為目的，並研究台北縣科技研發與文教之相關地方政策，改善台北縣科技產業發展之環境，提升台北縣民生活品質。,捐助,台北縣政府⒐⒚八六北府教三字第356345號,永久,2000000.00,1,0900110,0901011,0900205,賴淑萍,台北市濟南路一段三之一號一００六室,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/AVHDnJOGXw_tdlTHg5OZ5gqBQ9zWz2yaEs2frTViY_0CqJ8jUxbgl4_deR8=
090法登他000007,1,2,簡福助,493,0900108,0900109,0900110,25冊7頁,1,1,閔娟娟,財團法人台北市衛理校友教育基金會,0890530,台北市士林區至善路二段三二一號,以致力於青少年的人格養成為宗旨，導正青少年建立正確之價值觀，培養榮譽、自尊、自重及獨立自主的精神，發揚以人為本之教育目標。,由台北市私立衛理女子高級中學校友會捐助,台北市政府教育局中華民國八十九年五月八日北市教六字第八九二二八九五五００號函,永久,7200000.00,1,0900109,0901011,0900130,盧淑桂,台北市大安區敦化南路二段九七號十四樓,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/OHcvW4Es9QIsSLv-KzzYh7-3Ba0_328i8MbgfzxxtzpXHQavHlJbxgWu6TQ=
090法登他000008,1,2,簡福助,292,0900108,0900109,0900110,15冊3頁,1,3,劉秋生,財團法人製藥工業技術發展中心,0820120,台北縣汐止市康寧街一六九巷一０一號五樓,以輔導國內製藥工業提升產品品質及生產技術，改善設備，開發新產品，研究改良製造方法及提高管理行銷為目的。,由經濟部工業局等捐助,經濟部八十二年一月十五日經商字第０五七三九０號函,永久,60000000.00,1,0900109,0901011,0900206,許銘焦,台北縣汐止市康寧街一六九巷一０一號五樓,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/4KoOGQ1eKNb-KKXvRuuArKbS3_9ddcsr8gRVgldbs9vQpCxgv8x_MQco5mw=
090法登他000009,1,2,簡福助,397,0900109,0900110,0900111,20冊13頁,1,1,張淑華,財團法人社區電腦推廣文教基金會,0871210,台北縣汐止鎮康寧街七五三巷十弄四號,以推廣社區電腦研習與教育為宗旨。,捐助,台北縣政府⒓⒋八七北府教三字第380037號,永久,2000000.00,1,0900110,0910201,0900201,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/mIZTjDmVvt1jJxrQAD1sV5giy_jbq_dDGjCZK_WaAdESY_f93hkNQRXtS8s=
090法登他000011,1,2,簡福助,440034,0900111,0900112,0900116,1冊21頁,2,5,鍾啟悟,財團法人台北市李春生紀念基督長老教會,0440518,台北市大同區貴德街四十四號,為基督教信徒發揚基督博愛精神啟揮互助道德為宗旨。,捐助,台北市政府民政局44.5.4.北市社字第一四００七號,永久,8443266.00,1,0900112,0901011,0900322,楊新一,台北市農安街一五三號四樓之三,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/XPSwEKTxCd6P5ZnWYAPOZZrM1X_TrvA7Gdy_bwZbL-umDYG15vcBclVg8EZ3s0I=
090法登他000013,2,2,簡福助,420,0900116,0900117,0900118,21冊19頁,2,5,陳允輔,社團法人中華民國生長之家傳道協會,0821217,台北市重慶北路四段二五一號三樓,以在總攬生長之家教義之該宗教中心者生長之家總裁的指導之下，傳播谷口雅春大聖師所創始之生長之家教義，使人人了悟生命的實相，自覺自己是神子、佛子，藉以貢獻社會光明化為宗旨。,入會費、常年會費、事業費、捐款、委託收益、基金及其孳息、其他收入,內政部八十一年十二月八日　台（八一）內社字第八一九０三七六號函,永久,36432400.00,1,0900117,0901011,0900130,陳柏宏,台北市重慶北路四段二五一號三樓,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/5jP_heb7xSSLFhouGwbs2AH0QOIA5FypRT5xWtBO3dNWIrPIgdjMd11eoAM=
090法登他000014,2,2,簡福助,259,0900201,0900202,0900206,13冊17頁,2,3,葉榮貴,社團法人台北市社區銀髮族服務協會,0841219,台北市內湖區陽光街六八巷一四五號一樓,以服務台北市各社區罹患身體機能障礙與行為能力退化之老人為主；並配合政府推動老人福利法令；在有關主管機關指導下，服務老人為宗旨。,會員會費及捐助,台北市政府社會局84.7.31北市社一字第四０九八六號函,永久,303769.00,1,0900202,0901011,0900219,俞惠婷,台北市延吉街二四六之一號,,,,,,,,,"章程第三、六、七、二十八、三十五條條文及其內容變更（業經台北市社
會局中華民國八十九年一月四日　北市社一字第八八二八七一九七００號
函及中華民國八十九年三月十七日北市社一字第八九二一七三一九００號
函核備）",,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/M64MW3NJC0qYFPhlf7iW6rB5OSCEGSy7L7m-b371wm-9caZfbNDTZefi4Fs=
090法登他000015,1,2,簡福助,540,0900129,0900130,0900201,27冊28頁,,0,劉英武,財團法人劉任兩家族文教基金會,0830914,台北縣汐止市伯爵街九三巷一號地下一樓,以弘揚中華文化、崇尚孝道、宣導倫理教育、提高國民道德水準為宗旨。,由劉、任兩家捐助,"台北縣政府八十三年八月六日 (八三)北府教三字第二八二五三八號函",永久,2689100.00,1,0900130,0910201,0900418,陳菁瑛,台北縣汐止市康寧街七五一巷一號,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/FwxbdzPJ1xXOsw7CIGj-iYFnKx3BnpDGHvgAdJRq1TwFNVcwf9g3LbMkABs=
090法登他000016,1,2,簡福助,670744,0900129,0900130,0900201,3冊71頁,2,15,潘采薇,財團法人台北市私立靜修女子高級中學,0830617,台北市大同區寧夏路五十九號,"為遵照國家教育政策暨現行教育法令之規定，辦理普通中學，並謀其        健全發展為目的。",捐助,台灣省政府教育廳⒋⒕(40)卯寒字第一四五八六號,永久,212047869.14,1,0900130,0910201,0900209,馬朱麗,台北市寧夏路五十九號,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/W_-GImEZYpN5vU9stzMFGXELwgQG7hhO88MlyiLFFFNFfgUVUAyeN8zx6gzHlLM=
090法登他000018,1,2,簡福助,710973,0900201,0900202,0900206,4冊39頁,1,6,劉秋芳,財團法人中華穀類食品工業技術研究所,0830419,台北縣八里鄉下罟子十二之六號,"改進國民主食之多種化，提高國民營養，研究發展穀類食品加工技術        ，輔導國內穀類食品加工業者改良生產技術，訓練加工技術人才。",捐助,七十一年十一月二十二日經濟部經(71)工字第一一九四號,永久,744083000.00,1,0900202,0901011,0900213,楊台興,台北縣八里鄉下罟子十二之六號,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/32eQ8NWuPxGIvVi4vicW3pgISWzjSDdL2y6POKLJPFmvlWN_eCzJMKDYGUKxWO4=
090法登他000019,1,2,簡福助,206,0900202,0900205,0900206,10冊31頁,2,3,彭芳谷,財團法人毒藥物防治發展基金會,0830923,台北市石牌路二段二０一號,以資助及執行與毒品、藥物、化學毒物防治有關之研究發展、教育訓練、推廣及幫助解決相關問題為宗旨。,捐助,行政院衛生署83.6.29衛署醫字第八三０四０五六六號函,永久,18264113.00,1,0900205,0910201,0900209,岳萬君,台北市石牌路二段二０一號,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/NhKravYB5KKNvZl0EOleyC4TJa8EZoh_s_zYXj5i4KvS0AUHzmbxSKn5m18=
090法登他000020,1,2,簡福助,122,0900205,0900206,0900209,6冊23頁,2,2,張德光,財團法人台北市基督教改革宗長老會東光教會,0810121,台北市康樂街一三六巷十八弄十九號二樓,"本  基督耶穌之精神，在臺北市內傳揚基督教義，辦理社會公益慈善教育事業。",捐助,台北市政府民政局八十年十一月十四日,永久,622885.00,1,0900206,0901011,0900305,蕭維翰,台北縣汐止市康寧街五八九號七樓,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/iljaY7kOcmVAIPPnjSTG_Govt_Gj1RWiHv_xGr6ZvHL9RD-5bPHjGp0JD-s=
090法登他000021,1,2,簡福助,344,0900206,0900207,0900207,17冊27頁,2,3,辜嚴倬雲,財團法人辜公亮基金會和信治癌中心醫院,0780811,台北市北投區立德路一二五號,以癌症之整體性治療、研究以及有關醫事人員之培育為宗旨。,台灣水泥股份有限公司等法人機構捐助現金或土地,行政院衛生署??衛署醫字第817528號,永久,2837865837.00,1,0900207,0901011,0900216,鄭義鈴,台北市基隆路一段三三三號九樓,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/j9biZx1ury6srmKqh-bRJBgnzhCWO6e29SVwnClw_o8kAfK05qBQpwEXPNM=
090法登他000024,1,2,簡福助,286,0900208,0900209,0900212,14冊31頁,1,2,陳文哲,財團法人同福文教基金會,0840704,台北市南京西路三六號十樓之一,提昇知新致遠，結合人文科技與管理教育之研究，努力服務社會，增進人類福祉。,捐助,台北市政府教育局，中華民國八十四年六月九日北市教四字第二三九五八號函,永久,7000000.00,1,0900209,0900219,0900219,莊麗玲,台北市忠孝西路一段一一四號四樓,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/WxS2fi394-Bxqx6oFHkQMvfSQjYzIWTpZrXcMSGy35N82vFJiFKYeRGM48c=
090法登他000025,1,2,簡福助,489,0900212,0900213,0900214,24冊55頁,1,4,楊建芳,財團法人國防醫學院校友文教基金會,0800420,台北市內湖區民權東路六段一六一號,以發展醫學學術，振興醫學倫理，推展各項文教為宗旨。,捐助,教育部??（）社０七四二一號,永久,7000000.00,1,0900213,0901011,0900308,崔月美,台北市內湖區民權東路六段一六一號,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/umzM0p2p9oGrDk1TjnZ6pnVBBklGBE_xJuwWw1lqQp6OnKpKHmpTdc-W-oc=
090法登他000027,1,2,簡福助,3,0900214,0900215,0900216,1冊5頁,2,5,程東照,財團法人中華醫學研究獎助基金會,0731106,台北市北投區石牌路二段二０一號,以促進我國醫學研究發展為宗旨。,捐助,行政院衛生署73.10.17衛署醫字第五０一六八一一號,永久,11200000.00,1,0900215,0901011,0900223,王浸惠,台北市北投區石牌路二段二０一號（榮總內科部）,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Zvsf-F4KnDDXsBHI8Rbw4z3A09hEUF8-BsfET_emS-EbtESNQt3c5pF0
