登記案號,序號,職稱,姓名
090法登他000001,1,董事長,董啟明
090法登他000001,2,"董  事","高  皖"
090法登他000001,3,"董  事",李百棋
090法登他000001,4,"董  事",趙黎維
090法登他000001,5,"董  事",張萍梅
090法登他000001,6,"董  事",董李癸妹
090法登他000001,7,"董  事",趙素華
090法登他000002,1,理事長,王文華
090法登他000002,2,常務理事,邱連治
090法登他000002,3,常務理事,李燕妹
090法登他000002,4,常務理事,童貴和
090法登他000002,5,常務理事,林正峰
090法登他000002,6,"理  事",賴慶龍
090法登他000002,7,"理  事",李良雄
090法登他000002,8,"理  事",蔡誌山　
090法登他000002,9,"理  事",李盛發
090法登他000002,10,"理  事",黃國忠
090法登他000002,11,"理  事",陳益富
090法登他000002,12,"理  事",林勝利
090法登他000002,13,"理  事",鍾恩喜
090法登他000002,14,"理  事",吳鶴雄
090法登他000002,15,"理  事",陳茂林
090法登他000003,1,董事長,洪慶麟
090法登他000003,2,常務董事,劉伯男
090法登他000003,3,常務董事,杜敏世
090法登他000003,4,常務董事,李耀松
090法登他000003,5,常務董事,徐一石
090法登他000003,6,常務董事,張清豐
090法登他000003,7,常務董事,馮明雄
090法登他000003,8,"董  事",陳博誠
090法登他000003,9,"董  事",林王貞秀
090法登他000003,10,"董  事",王仁孚
090法登他000003,11,"董  事",鍾玉堆
090法登他000003,12,"董  事",何武信
090法登他000003,13,"董  事",許忠光
090法登他000003,14,"董  事",蘇俊憲
090法登他000003,15,"董  事",張慶美
090法登他000004,1,董事長,林吉男
090法登他000004,2,"董  事",黃忠偉
090法登他000004,3,"董  事",曹世鐸
090法登他000004,4,"董  事",胡淑華
090法登他000004,5,"董  事",戴志成
090法登他000004,6,"董  事",黃龍章
090法登他000004,7,"董  事",吳發丁
090法登他000004,8,"董  事",李復興
090法登他000004,9,"董  事",趙福添
090法登他000005,1,董事長,許於從
090法登他000005,2,副董事長,蔡明瑞
090法登他000005,3,"董  事",謝春成
090法登他000005,4,"董  事",丁傳經
