登記案號,序號,職稱,姓名
090法登他000001,1,董事長,"胡  松  榮"
090法登他000001,2,"董  事","顏  秉  直"
090法登他000001,3,"董  事","謝  宗  達"
090法登他000001,4,"董  事","鮑  平  安"
090法登他000001,5,"董  事","張  偉  男"
090法登他000001,6,"董  事","林  重  隆"
090法登他000001,7,"董  事","吳  和  男"
090法登他000001,8,"董  事","洪  明  溪"
090法登他000001,9,"董  事","趙  源  發"
090法登他000001,10,"董  事","黃  武  雄"
090法登他000001,11,"董  事","鄭  全  順"
090法登他000001,12,"董  事","鄭  有  德"
090法登他000001,13,"董  事","顏  駿  業"
090法登他000003,1,董事長,陳應中
090法登他000003,2,"董  事",陳素香
090法登他000003,3,"董  事",陳素琴
090法登他000003,4,"董  事",李孝慈
090法登他000003,5,"董  事",范光男
090法登他000005,1,"董 事 長",賴峰偉
090法登他000005,2,"董    事",蘇崑雄
090法登他000005,3,"董    事",薛國忠
090法登他000005,4,"董    事",莊自智
090法登他000005,5,"董    事",黃祿蒼
090法登他000005,6,"董    事",鄭永發
090法登他000005,7,"董    事",鄭紹裘
090法登他000005,8,"董    事",楊子儀
090法登他000005,9,"董    事",項茂松
090法登他000005,10,"董    事",林長興
090法登他000005,11,"董    事",黃建築
090法登他000005,12,"董    事",顏秉直
090法登他000005,13,"董    事",鄭啟右
090法登他000005,14,"董    事",高照謙
090法登他000005,15,"董    事",胡中鎧
090法登他000005,16,常務監事,許南豐
090法登他000005,17,"監    事",陳得水
090法登他000005,18,"監    事",胡榮宗
090法登他000006,1,"理 事 長",林素妹
090法登他000006,2,常務理事,陳勝棖
090法登他000006,3,常務理事,黃忠義
090法登他000006,4,"理    事",陳華清
090法登他000006,5,"理    事",陳鍾祈
090法登他000006,6,"理    事",陳開祥
090法登他000006,7,"理    事",鄭樂俤
090法登他000006,8,"理    事",林玉屏
090法登他000006,9,"理    事",朱銘水
090法登他000006,10,常務監事,楊智雄
090法登他000006,11,"幹  事","何  平"
090法登他000006,12,總幹事,陳君誠
090法登社000001,1,理事長,黃財福
090法登社000001,2,"理  事",石秀玲
090法登社000001,3,"理  事",陳成物
090法登社000001,4,"理  事",顏壬癸
090法登社000001,5,"理  事",吳清池
090法登社000001,6,"理  事",秦金安
090法登社000001,7,"理  事",方木村
090法登社000001,8,"理  事",林昆供
090法登社000001,9,"理  事",李天與
090法登社000001,10,"監  事",許鳳言
090法登社000001,11,"監  事",洪秀儉
090法登社000001,12,"監  事",楊月妹
090法登社000002,1,"理 事 長",胡平文
090法登社000002,2,常務理事,王靜卿
090法登社000002,3,常務理事,趙安全
090法登社000002,4,常務理事,朱再勝
090法登社000002,5,常務理事,林高明
090法登社000002,6,"理    事","高  蓮"
090法登社000002,7,"理    事",王有基
090法登社000002,8,"理    事",莊永進
090法登社000002,9,"理    事",蔡添寶
090法登社000002,10,"理    事",呂光明
090法登社000002,11,"理    事",陳彩雲
090法登社000002,12,"理    事",呂啟丁
090法登社000002,13,"理    事",陳興村
090法登社000002,14,"理    事",王其寮
090法登社000002,15,"理    事",蔡松田
090法登社000002,16,常務監事,張松村
090法登社000002,17,"監    事",許盡量
090法登社000002,18,"監    事",高興隆
090法登社000002,19,"監    事",莊嘉祿
090法登社000002,20,"監    事",顏正盛
090法登社000003,1,常務理事,洪文上
090法登社000003,2,"理    事",蔡高井
090法登社000003,3,"理    事",葉天賞
090法登社000003,4,"理    事",陳龍宗
090法登社000003,5,"理    事",陳要和
090法登社000003,6,"理    事",許龍雄
090法登社000003,7,"理    事",高興隆
090法登社000003,8,"理    事",林長發
090法登社000003,9,"理    事",莊國顯
090法登社000003,10,常務監事,蔡添寶
090法登社000003,11,"監    事",王靜卿
090法登社000003,12,"監    事",吳神拜
090法登財000001,1,董事長,許義次
090法登財000001,2,"董  事",蘇崑雄
090法登財000001,3,"董  事",翁春棟
090法登財000001,4,"董  事",吳文相
090法登財000001,5,"董  事",許福榮
090法登財000001,6,"董  事",高玉玲
090法登財000001,7,"董  事",許幸男
090法登財000001,8,"董  事",蕭念生
090法登財000001,9,"董  事",高美燦
090法登財000002,1,董事長,洪淑美
090法登財000002,2,"董  事",許維峰
090法登財000002,3,"董  事",林宏明
090法登財000002,4,"董  事","李  婷"
090法登財000002,5,"董  事",林愛惠
090法登財000002,6,"董  事",邱美玲
090法登財000002,7,"董  事",劉秀菊
090法登財000002,8,"董  事",劉嘉曛
090法登財000002,9,"董  事",黃延山
