登記案號,序號,職稱,姓名
090法登他000001,1,董事長,施金山
090法登他000001,2,"董  事",施文炳
090法登他000001,3,"董  事",施孟宏
090法登他000001,4,"董  事",施尊雄
090法登他000001,5,"董  事",施鎮洋
090法登他000001,6,"董  事",劉寧顏
090法登他000001,7,"董  事",薛茂松
090法登他000001,8,"董  事",游秋容
090法登他000001,9,"董  事",鐘文慶
090法登他000004,1,董事長,蕭
090法登他000004,2,董事長,蕭松喜
090法登他000004,3,董事長,蕭松喜
090法登他000004,4,董事,蕭博修
090法登他000004,5,董事,詹達權
090法登他000004,6,董事,曹寶仁
090法登他000004,7,董事,高永相
090法登他000004,8,董事,江素梅
090法登他000004,9,董事,江萬教
090法登他000004,10,董事,蕭博仁
090法登他000004,11,董事,林景裕
090法登他000004,12,董事,　　　　
090法登他000004,13,董事,　　　　
090法登他000004,14,"董  事",蕭昌福
090法登他000004,15,"董  事",周承融
090法登他000004,16,"董  事",劉開藩
090法登他000004,17,"董  事",張春松
090法登他000004,18,"董  事",呂英明
090法登他000004,19,"董  事",楊展雲
090法登他000004,20,常務董事,劉光濤
090法登他000004,21,常務董事,王澤亞
090法登他000004,22,常務董事,程恒甫
090法登他000004,23,常務董事,侯暢
090法登他000005,1,董事長,蔡吉雄
090法登他000005,2,常務董事,劉政認
090法登他000005,3,常務董事,劉三郎
090法登他000005,4,"董  事",蒲尖樹
090法登他000005,5,"董  事",張榮華
090法登他000005,6,"董  事",陳林仙丹
090法登他000005,7,"董  事",陳見明
090法登他000005,8,"董  事",江有宜
090法登他000005,9,"董  事",方貴蘭
090法登他000006,1,董事長,呂阿厘
090法登他000006,2,"董  事",張淑桂
090法登他000006,3,"董  事",楊慧雄
090法登他000006,4,"董  事",洪鴻年
090法登他000006,5,"董  事",陳啟書
090法登他000006,6,"董  事",楊愛珠
090法登他000006,7,"董  事",李勝華
090法登他000006,8,"董  事",江璟持
090法登他000006,9,"董  事",王金木
090法登他000006,10,"董  事",謝永生
090法登他000006,11,"董  事",謝其源
090法登他000006,12,"董  事",林義成
090法登他000006,13,"董  事",鍾粵華
090法登他000006,14,"董  事",鄧新穎
090法登他000006,15,"董  事",蔡澄雄
090法登他000006,16,"董  事",蕭錦堂
090法登他000006,17,"董  事",吳孟謙
090法登他000006,18,"董  事",宋慧純
090法登他000006,19,"董  事",黃敏生
090法登他000007,1,董事長,"陳  淳"
090法登他000007,2,"董  事",文天祐
090法登他000007,3,"董  事",許永欽
090法登他000008,1,董事長,賴悅顏
090法登他000008,2,常務監察人,陳萬益
090法登他000008,3,監察人,施炳煌
090法登他000008,4,常務董事,江自得
090法登他000008,5,常務董事,呂興昌
090法登他000008,6,常務董事,吳勝雄
090法登他000008,7,常務董事,周光雄
090法登他000008,8,"董  事",鄭炯明
090法登他000008,9,"董  事",林瑞明
090法登他000008,10,"董  事",林明德
090法登他000008,11,"董  事",黃昭聲
090法登他000008,12,"董  事",陳守棟
090法登他000008,13,"董  事",趙天儀
090法登他000008,14,"董  事",陳芳明
090法登他000008,15,"董  事",施懿琳
090法登他000008,16,"董  事",葉宣哲
090法登他000008,17,"董  事",呂興忠
090法登他000009,1,董事長,洪華長
090法登他000009,2,董事,許輝煌
090法登他000009,3,董事,陳其茂
090法登他000009,4,董事,蕭樹松
090法登他000009,5,董事,楊仕俊
090法登他000009,6,董事,黃宗輝
090法登他000009,7,董事,柯智美
090法登他000010,1,董事長,施淑貞
090法登他000010,2,"董  事",施正行
090法登他000010,3,"董  事",葉昌吉
090法登他000010,4,"董  事",郭瑩綾
090法登他000010,5,"董  事",詹淑美
090法登他000010,6,"董  事",王春成
090法登他000010,7,"董  事",陳坤男
090法登他000011,1,"監  事",劉錫錤
090法登他000011,2,"監  事",陳世地
090法登他000011,3,"監  事",詹振傳
090法登他000011,4,"監  事",李阿勤
