登記案號,序號,職稱,姓名
067法登000007,1,董事長,錢朝嵩
067法登000007,2,董　事,劉江煎
067法登000007,3,董　事,李勇雄
067法登000007,4,董　事,陳順來
067法登000007,5,董　事,簡茂椿
067法登000007,6,董　事,林祥明
067法登000007,7,董　事,錢朝俊
067法登000007,8,董　事,游明台
067法登000007,9,董　事,徐元雄
067法登財000001,1,董事長,林金生
067法登財000001,2,常務董事,林先立
067法登財000001,3,常務董事,林元芳
067法登財000001,4,"董  事",林清郎
067法登財000001,5,"董  事",林丕釜
067法登財000001,6,"董  事",林春敏
067法登財000001,7,"董  事",林壽鎰
067法登財000001,8,"董  事",林興佳
067法登財000001,9,"董  事",林元義
067法登財000002,1,董事長,陳萬選
067法登財000002,2,董　事,蔡德潤
067法登財000002,3,董　事,陳銖培
067法登財000002,4,董　事,王石山
067法登財000002,5,董　事,陳江深
067法登財000002,6,董　事,謝新詰
067法登財000002,7,董　事,陳香君
067法登財000002,8,董　事,;陳信孝
067法登財000002,9,董　事,陳菊貞
