登記案號,序號,職稱,姓名
088法登他000001,1,董事長,"陳 義 秋"
088法登他000001,2,"董  事","李 哲 夫"
088法登他000001,3,"董  事","簡 春 生"
088法登他000001,4,"董  事","劉 小 琴"
088法登他000001,5,"董  事","余 淑 貞"
088法登他000001,6,"董  事","蔡 徵 濠"
088法登他000001,7,"董  事","余 光 武"
088法登他000001,8,"董  事","簡 春 肇"
088法登他000001,9,"董  事",張簡俊榮
088法登他000001,10,"董  事","王 松 熙"
088法登他000001,11,"董  事",蔡孟儒
088法登他000002,1,董事長,林朝家
088法登他000002,2,"董  事",賴晚鐘
088法登他000002,3,"董  事",林貴木
088法登他000002,4,"董  事",林寬榮
088法登他000002,5,"董  事",洪水法
088法登他000002,6,"董  事",蕭英宏
088法登他000002,7,"董  事",林寬碩
088法登他000002,8,"董  事",謝明涼
088法登他000002,9,"董  事",林育慈
088法登他000003,1,"董 事 長",黃文寶
088法登他000003,2,常務董事,吳禮淦
088法登他000003,3,常務董事,郭春成
088法登他000003,4,"董    事",蔡清國
088法登他000003,5,"董    事",劉村田
088法登他000003,6,"董    事",蔡志浩
088法登他000003,7,"董    事",吳重成
088法登他000004,1,"理 事 長",李鼎苓
088法登他000004,2,常務理事,曾永雄
088法登他000004,3,常務理事,邱中和
088法登他000004,4,"理    事",陳憲章
088法登他000004,5,"理    事",魏汶鈿
088法登他000004,6,"理    事",韓偉川
088法登他000004,7,"理    事",范光琳
088法登他000004,8,"理    事",余德潤
088法登他000004,9,"理    事",廖振楠
088法登他000004,10,常務監事,柯春長
088法登他000004,11,"監    事",邱偉岳
088法登他000004,12,"監    事","吳  魯"
088法登他000005,1,董事長,"楊 佛 兒"
088法登他000005,2,"董  事","王 昆 德"
088法登他000005,3,"董  事","張 淵 石"
088法登他000005,4,"董  事","李 玉 柱"
088法登他000005,5,"董  事","陳 少 宏"
088法登他000005,6,"董  事","蔡 榮 原"
088法登他000005,7,"董  事","王 椿 根"
088法登他000005,8,"董  事","曾 租 文"
088法登他000005,9,"董  事","楊 錦 章"
088法登他000005,10,"董  事","邱 輝 麟"
088法登他000005,11,"董  事","莊 添 福"
088法登他000005,12,"董  事","李 錦 龍"
088法登他000005,13,"董  事","葉 還 復"
088法登他000006,1,董事長,羅傳進
088法登他000006,2,"董  事",陸潤康
088法登他000006,3,"董  事",鄭森棨
088法登他000006,4,"董  事",李興唐
088法登他000006,5,"董  事",沈大川
088法登他000006,6,"董  事",何培濱
088法登他000006,7,"董  事",羅世雄
088法登他000006,8,"董  事",羅雅慧
088法登他000006,9,"董  事",柯財源
088法登他000007,1,董事長,王曉風
088法登他000007,2,"董  事",賈彥文
088法登他000007,3,"董  事",蕭學璇
088法登他000007,4,"董  事",林吉男
088法登他000007,5,"董  事",王彩俶
088法登他000007,6,"董  事",李文瑞
088法登他000007,7,"董  事",潘家群
088法登他000007,8,"董  事",丘林華
088法登他000007,9,"董  事",鄭治明
088法登他000007,10,"董  事",鄭鴻聲
088法登他000007,11,"董  事",劉嘉玲
088法登他000007,12,"董  事","麥  蕾"
088法登他000007,13,"董  事",陳海雯
088法登他000008,1,董事長,莊林碧雲
088法登他000008,2,"董  事","釋 恆 來"
088法登他000008,3,"董  事","釋 恆 實"
088法登他000008,4,"董  事","釋 恆 良"
088法登他000008,5,"董  事","張 淑 彤"
088法登他000008,6,"董  事","張 林 枣"
088法登他000008,7,"董  事","柯 秀 枝"
088法登他000008,8,"董  事","李 素 玉"
088法登他000008,9,"董  事","吳 江 進"
088法登他000008,10,"董  事","王 珠 慶"
088法登他000008,11,"董  事",王陳彩蓮
088法登他000008,12,"董  事","陳 金 光"
088法登他000008,13,"董  事","楊 麗 芳"
088法登他000008,14,"董  事","簡    麗"
088法登他000008,15,"董  事","廖    良"
088法登他000008,16,"董  事","余    秀"
088法登他000008,17,"董  事","陳    彩"
088法登他000008,18,"董  事",鄭李素娥
088法登他000008,19,"董  事","陳 碧 霞"
088法登他000008,20,"董  事","謝 進 隆"
