登記案號,序號,職稱,姓名
088法登他000001,1,董事長,張美松
088法登他000001,2,"董  事","瞿  正"
088法登他000001,3,"董  事",蘇福全
088法登他000001,4,"董  事",高崇煦
088法登他000001,5,"董  事",莊孝青
088法登他000001,6,"董  事",高麗穗
088法登他000001,7,"董  事",楊寶賢
088法登他000002,1,董事長,張良田
088法登他000002,2,"董  事",劉應嶽
088法登他000002,3,"董  事","俞  諧"
088法登他000002,4,"董  事",黃俊英
088法登他000002,5,"董  事",林濬哲
088法登他000002,6,"董  事",趙寶源
088法登他000002,7,"董  事",陳江章
088法登他000002,8,"董  事",張良成
088法登他000002,9,"董  事",唐雪東
088法登他000002,10,"董  事",紀弘明
088法登他000002,11,"董  事",翁廷碩
088法登他000002,12,"董  事",蔡百祥
088法登他000002,13,"董  事",黃基正
088法登他000003,1,董事長,洪采薇
088法登他000003,2,"董  事",葉鴻展
088法登他000003,3,"董  事",曾仕強
088法登他000003,4,"董  事",鄭鴻財
088法登他000003,5,"董  事",王隆煇
088法登他000003,6,"董  事",吳克桂
088法登他000003,7,"董  事",陳清彬
088法登他000003,8,"董  事",王忠雄
088法登他000003,9,"董  事",黃哲宏
088法登他000003,10,"董  事",高文吉
088法登他000003,11,"董  事",林杉郎
088法登他000003,12,"董  事",楊篤信
088法登他000003,13,"董  事",馬　正
088法登他000003,14,"董  事",楊印財
088法登他000003,15,"董  事",蘇武男
088法登他000004,1,董事長,鄭再發
088法登他000004,2,"董  事",何廣玲
088法登他000004,3,"董  事",蕭文元
088法登他000004,4,"董  事",楊成斌
088法登他000004,5,"董  事",陳興翼
088法登他000004,6,"董  事",金充威
088法登他000004,7,"董  事",馬永定
088法登他000004,8,"董  事",鐘安住
088法登他000004,9,"董  事",張鍾來
088法登他000004,10,"董  事",孔令洋
088法登他000004,11,"董  事",韓大輝
088法登他000005,1,董事長,陳明輝
088法登他000005,2,常務董事,李金袍
088法登他000005,3,常務董事,吳大江
088法登他000005,4,常務董事,劉財明
088法登他000005,5,常務董事,陳瑞麟
088法登他000005,6,"董  事",蔡有仁
088法登他000005,7,"董  事",賴福興
088法登他000005,8,"董  事",溫洋一
088法登他000005,9,"董  事",潘家群
088法登他000005,10,"董  事",沈銘賢
088法登他000005,11,"董  事",林炳桓
088法登他000005,12,"董  事",林信安
088法登他000005,13,"董  事",黃乾火
088法登他000005,14,"董  事",林宗仁
088法登他000005,15,"董  事",陳文忠
088法登他000006,1,董事長,顏福樂
088法登他000006,2,"董  事",王豐龍
088法登他000006,3,"董  事",吳南成
088法登他000006,4,"董  事",蔡源輝
088法登他000006,5,"董  事",蘇榮一
088法登他000006,6,"董  事",王世宗
088法登他000006,7,"董  事",魏家滿
088法登他000006,8,"董  事",黃啟榮
088法登他000006,9,"董  事",楊明政
088法登他000006,10,"董  事",張明珠
088法登他000006,11,"董  事",王玉琴
088法登他000006,12,"董  事",王南山
