登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,代理人,代理人住址,郵遞區號,第二個代理人,第二個代理人住址,郵遞區號,送達代收人姓名,送達代收人住址,郵遞區號,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因,網站連結
088法登他000001,1,2,謝怜聰,499,0880104,0880104,0880105,14冊31頁,2,3,董事長,財團法人林肯美國學校,0810608,臺中市北屯區民政里苧園巷二十一之一號,為配合外僑子弟正規美語教學之需求，斥資教育設備，提供良好外僑教育環境為宗旨。,由謝培傑、廖繼誠、李安娜、伍愛德等四人共同捐助,"教育部  　　中華民國七十九年一月四日",永　久,6257048.00,1,0880104,,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/DhZJqWeSJ0c1iLsRT2-i8F8wnU6xaj_uMRO2xX9OgSm-rvjUsJ1ujSD-ymk=
088法登他000002,1,2,謝怜聰,175,0880108,0880108,0880111,7冊27頁,2,12,黃雁閣,財團法人私立僑光商業專科學校,0571009,臺中市西屯區僑光路一００號,"以遵照國家教育政策暨現行教育法令規定,辦理商業專科學校。",由陳弼臣、陳積中、黃雁閣、陳興材等捐助。,"教育部     中華民國五十三年八月十八日","永  久",975211690.40,1,0880108,,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/dlH0leXHkAyD2uxsDSH9BwCxIahueQPIa4UWAXECICFCbCpgpZeZsiEGJFM=
088法登他000003,1,2,謝怜聰,197,0880108,0880108,0880111,7冊54頁,1,9,蔡學文,財團法人臺灣省臺中縣私立僑泰高級工業家事職業學校,0600225,臺中縣大里市樹王路三四二號,為遵照國家教育政策暨現行教育法令之規定，辦理私立僑泰高級工業家事職業學校並謀其發展。,由蔡和榮等捐助,"臺灣省政府教育廳     中華民國五十九年七月十四日","永  久",426612874.90,1,0880108,,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Dd8kdYqSUb48PBr-tavvovhvvSO5XOsq6D5GKQ248VF6ycPXmtfKNISiIWg=
088法登他000004,1,2,謝怜聰,163,0880112,0880112,0880113,7冊3頁,1,0,王乃偉,財團法人弘光技術學院,0560622,臺中縣沙鹿鎮中棲路三十四號,為遵照國家教育政策暨現行教育法令之規定，辦理私立弘光醫事護理專科學校，並謀其健全發展。,由王毓麟捐助,"教育部     中華民國五十六年六月二十日","永  久",1078290234.58,1,0880112,,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/foDmLe-od7xjP7EMw2hWFMZH85wzs_lpzyzxNB6562MIa0RwVpGxmWdwNGk=
088法登他000005,1,2,謝怜聰,493,0880115,0880115,0880116,14冊25頁,1,3,張文儀,財團法人鞋類設計暨技術研究中心,0810518,臺中市工業區八路十一號,配合政府之鞋業政策及發展製鞋業之需要，從事鞋業之機材、生產技術、品質工程、設計、管理、行銷之研究發展，促進鞋業升級。,由經濟部工業局等捐助,經濟部　　　中華民國八十一年三月二十五日,永　久,45000000.00,1,0880115,,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/_HYAfpvcyzUU4GZW7I2NiX-8Rd5HboL2wJs8QFxapG0fozD5fGPb1ABHl9U=
088法登他000006,1,2,謝怜聰,351,0880121,0880121,0880122,11冊30頁,2,3,張忠雄,財團法人靈仙宗文教基金會,0750704,臺中市三民路三段二四七號,以推行教育文化公益事業，創造融洽的人生及和諧進步的社會。,由張忠雄等人捐助,"臺中市政府   中華民國七十五年六月十七日","永  久",1000000.00,1,0880121,,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/AJIUNnzyWT2ZnQ2WshjFeN4TZN7ezk048vGNedfCdBe5thNI3AOshYnxpKE=
088法登他000007,1,2,謝怜聰,220,0880121,0880121,0880122,8冊13頁,,0,黃子華,財團法人臺灣省臺中縣私立嘉陽高級中學,0620613,臺中縣清水鎮中清路一號,以創辦私立嘉陽高級中學並謀其健全發展為目的。,由黃清芳等捐助,"臺灣省政府教育廳     中華民國六十二年五月二十六日","永   久",471464982.00,1,0880121,,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/yJbNeBucVdwU9k1PtQ5eYkGGgVG31_8vk7S4WGzmeijgNBzgHckDlw5_nBI=
088法登他000008,1,2,謝怜聰,233,0880121,0880121,0880122,9冊10頁,1,13,何宜武,財團法人私立逢甲大學,0630520,臺中市西屯區文華路一００號,遵照國家教育政策暨現行法令之規定辦理逢甲大學並謀其健全發展。,由私立逢甲工商學院董事會現有之財產提供,"教育部     中華民國四十八年十一月九日","永  久",3045387894.25,1,0880121,,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/9lRevN8_CWY6eVIYyGExnag0Lht5duuNoJWt-RjgY_Mgr-9aUQB3cZ4sELo=
088法登他000009,1,2,謝怜聰,153,0880127,0880127,0880128,6冊7頁,2,4,王嘉文,財團法人臺灣省基督教瑪禮遜協會,0540610,臺中市水湳路一三六之一號,致力傳揚基督教事業，並附屬有慈善及研究聖經及語文性、宗教性、教育性之事業，在中華民國臺灣省內為一非營利之基督教機構。並有附屬事業：聖經書院、馬禮遜學校、伯大尼美僑小學、高雄馬禮遜學校、教友招待所、交誼中心及語文教學等。,美國基督教瑪禮遜協會暨財團法人臺灣省基督教協同會捐助,"臺灣省政府民政廳 　　中華民國五十四年六月二日",永　久,1066955936.00,1,0880127,,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/xD4y9uoskVoPEVuirMvT4KG94kMJgScNsk7fpoZRXjgyjXM-k_slfiTa6iI=
088法登他000010,1,2,謝怜聰,371,0880127,0880127,0880128,12冊2頁,1,4,張輝雄,財團法人臺中商業銀行股份有限公司職工福利委員會,0760704,臺中市民族路四十五號,為安定員工生活、增進員工福利為目的。,由臺中區中小企業銀行股份有限公司捐助,"臺中市政府      中華民國七十六年六月二十日","永  久",136000000.00,1,0880127,,,,,,,,,,,,,,,,,,https://aomp109.judicial.gov.tw/judbp/whd6k/q/SzMVzuXo6t2HMBcvVTcmo4sHeiIDNkxQ-s8_6zXAFeKLysRYtIBX912Bg5E=
