登記案號,序號,職稱,姓名
088法登他000001,1,董事長,彭錦棟
088法登他000001,2,常務董事,彭國全
088法登他000001,3,常務董事,彭茂中
088法登他000001,4,常務董事,彭文國
088法登他000001,5,常務董事,彭金福
088法登他000001,6,"董  事",彭繼輝
088法登他000001,7,"董  事",彭相泰
088法登他000001,8,"董  事",彭景屯
088法登他000001,9,"董  事",彭維斌
088法登他000001,10,"董  事",彭榮津
088法登他000001,11,"董  事",彭達民
088法登他000001,12,"董  事",彭家修
088法登他000001,13,"董  事",彭長榮
088法登他000001,14,"董  事",彭明鋒
088法登他000001,15,"董  事",彭天祥
088法登他000001,16,常務監事,彭宗熙
088法登他000001,17,"監  事",彭坤炎
088法登他000001,18,"監  事",彭深根
088法登他000001,19,"監  事",彭風池
088法登他000001,20,"監  事",彭振福
088法登他000002,1,董事長,陳建中
088法登他000002,2,"董  事",李鴻超
088法登他000002,3,"董  事",楊許素玉
088法登他000002,4,"董  事",王國華
088法登他000002,5,"董  事",金傳標
088法登他000002,6,"董  事",洪　同
088法登他000002,7,"董  事",藍榮祥
088法登他000002,8,"董  事",唐學斌
088法登他000002,9,"董  事","郭  哲"
088法登他000002,10,"董  事",劉介宙
088法登他000002,11,"董  事",石炳榮
088法登他000002,12,"董  事",王廣德
088法登他000002,13,"董  事",鄭永金
088法登他000002,14,"董  事",陳東和
088法登他000002,15,"董  事",葉煒華
088法登他000003,1,董事長,劉獻堂
088法登他000003,2,"董  事",張耀先
088法登他000003,3,"董  事",姚景如
088法登他000003,4,"董  事",張萃文
088法登他000003,5,"董  事",高婉德
088法登他000003,6,"董  事",任若芙
088法登他000003,7,"董  事",吳淑景
088法登他000003,8,"董  事",張素治
088法登他000003,9,"董  事",劉錦萍
088法登他000004,1,董事長,童勝男
088法登他000004,2,"董  事",李遠哲
088法登他000004,3,"董  事",丁兆平
088法登他000004,4,"董  事",任富勇
088法登他000004,5,"董  事",何勇雄
088法登他000004,6,"董  事",吳子倩
088法登他000004,7,"董  事",吳錦益
088法登他000004,8,"董  事",周卓煇
088法登他000004,9,"董  事",翁正明
088法登他000004,10,"董  事",陳健邦
088法登他000004,11,"董  事",曹興誠
088法登他000004,12,"董  事",張宏明
088法登他000004,13,"董  事",張忠謀
088法登他000004,14,"董  事",張敏超
088法登他000004,15,"董  事",詹宣勇
088法登他000004,16,"董  事",劉朝勝
